Entry	Entry Name	Gene Names	Protein names	Organism	Length	Subcellular location [CC]	Keywords	Gene Ontology (biological process)	Gene Ontology (cellular component)
P63183	KUP_ECOLI	kup trkD b3747 JW5609	Low affinity potassium transport system protein Kup (Kup system potassium uptake protein)	Escherichia coli (strain K12)	622	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000255|HAMAP-Rule:MF_01522, ECO:0000269|PubMed:15919996}; Multi-pass membrane protein {ECO:0000255|HAMAP-Rule:MF_01522}.	Cell inner membrane;Cell membrane;Ion transport;Membrane;Potassium;Potassium transport;Reference proteome;Symport;Transmembrane;Transmembrane helix;Transport	cellular response to cesium ion [GO:0071278]; potassium ion transmembrane transport [GO:0071805]; potassium ion transport [GO:0006813]	membrane [GO:0016020]; plasma membrane [GO:0005886]
P63224	GMHA_ECOLI	gmhA lpcA tfrA yafI b0222 JW0212	Phosphoheptose isomerase (EC 5.3.1.28) (Sedoheptulose 7-phosphate isomerase)	Escherichia coli (strain K12)	192	SUBCELLULAR LOCATION: Cytoplasm.	3D-structure;Carbohydrate metabolism;Cytoplasm;Isomerase;Lipopolysaccharide biosynthesis;Metal-binding;Reference proteome;Zinc	D-glycero-D-manno-heptose 7-phosphate biosynthetic process [GO:2001061]; lipopolysaccharide core region biosynthetic process [GO:0009244]; protein homotetramerization [GO:0051289]	cytoplasm [GO:0005737]; cytosol [GO:0005829]; protein-containing complex [GO:0032991]
P63228	GMHBB_ECOLI	gmhB yaeD b0200 JW0196	D-glycero-beta-D-manno-heptose-1,7-bisphosphate 7-phosphatase (EC 3.1.3.82) (D,D-heptose 1,7-bisphosphate phosphatase) (HBP phosphatase)	Escherichia coli (strain K12)	191	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}.	3D-structure;Carbohydrate metabolism;Cytoplasm;Hydrolase;Lipopolysaccharide biosynthesis;Magnesium;Metal-binding;Reference proteome;Zinc	ADP-L-glycero-beta-D-manno-heptose biosynthetic process [GO:0097171]; lipopolysaccharide biosynthetic process [GO:0009103]; lipopolysaccharide core region biosynthetic process [GO:0009244]	cytosol [GO:0005829]
P63235	GADC_ECOLI	gadC acsA xasA b1492 JW1487	Glutamate/gamma-aminobutyrate antiporter (Glu/GABA antiporter) (Extreme acid sensitivity protein)	Escherichia coli (strain K12)	511	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000269|PubMed:15919996, ECO:0000269|PubMed:22407317}; Multi-pass membrane protein {ECO:0000269|PubMed:22407317}.	3D-structure;Amino-acid transport;Antiport;Cell inner membrane;Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport	amino acid transport [GO:0006865]; intracellular pH elevation [GO:0051454]	plasma membrane [GO:0005886]
P63284	CLPB_ECOLI	clpB htpM b2592 JW2573	Chaperone protein ClpB (ClpB disaggregase) (Heat shock protein F84.1)	Escherichia coli (strain K12)	857	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:8376377}.	3D-structure;Acetylation;Alternative initiation;ATP-binding;Chaperone;Coiled coil;Cytoplasm;Direct protein sequencing;Nucleotide-binding;Reference proteome;Repeat;Stress response	cellular response to heat [GO:0034605]; protein refolding [GO:0042026]; response to heat [GO:0009408]	cytoplasm [GO:0005737]; cytosol [GO:0005829]; membrane [GO:0016020]
P63386	MLAF_ECOLI	mlaF yrbF b3195 JW3162	Intermembrane phospholipid transport system ATP-binding protein MlaF (EC 7.6.2.-)	Escherichia coli (strain K12)	269	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000305|PubMed:19383799}; Peripheral membrane protein {ECO:0000305|PubMed:19383799}; Cytoplasmic side {ECO:0000305|PubMed:19383799}.	3D-structure;ATP-binding;Cell inner membrane;Cell membrane;Membrane;Nucleotide-binding;Reference proteome;Translocase;Transport	intermembrane phospholipid transfer [GO:0120010]; phospholipid transport [GO:0015914]	membrane [GO:0016020]; phospholipid-translocating ATPase complex [GO:1990531]; plasma membrane [GO:0005886]
P63389	YHES_ECOLI	yheS b3352 JW3315	Probable ATP-binding protein YheS	Escherichia coli (strain K12)	637		3D-structure;ATP-binding;Nucleotide-binding;Protein biosynthesis;Reference proteome;Repeat		
P63883	AMIC_ECOLI	amiC ygdN b2817 JW5449	N-acetylmuramoyl-L-alanine amidase AmiC (EC 3.5.1.28)	Escherichia coli (strain K12)	417	SUBCELLULAR LOCATION: Periplasm {ECO:0000269|PubMed:12787347}. Note=Present throughout the periplasm in non-dividing cells, but localizes almost exclusively to a ring at the site of constriction in dividing cells.	3D-structure;Cell wall biogenesis/degradation;Hydrolase;Periplasm;Reference proteome;Signal	cell division [GO:0051301]; cell wall organization [GO:0071555]; FtsZ-dependent cytokinesis [GO:0043093]; peptidoglycan catabolic process [GO:0009253]	outer membrane-bounded periplasmic space [GO:0030288]; periplasmic space [GO:0042597]
P64423	ZNTB_ECOLI	zntB ydaN b1342 JW1336	Zinc transport protein ZntB	Escherichia coli (strain K12)	327	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000255|HAMAP-Rule:MF_01565, ECO:0000269|PubMed:15919996, ECO:0000269|PubMed:29101379}; Multi-pass membrane protein {ECO:0000255|HAMAP-Rule:MF_01565, ECO:0000269|PubMed:29101379}.	3D-structure;Cell inner membrane;Cell membrane;Ion transport;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport;Zinc	zinc ion import across plasma membrane [GO:0071578]; zinc ion transmembrane transport [GO:0071577]	plasma membrane [GO:0005886]
P64461	LSRG_ECOLI	lsrG yneC b1518 JW1511	(4S)-4-hydroxy-5-phosphonooxypentane-2,3-dione isomerase (EC 5.3.1.32) (Autoinducer 2-degrading protein LsrG) (AI-2-degrading protein LsrG) (Phospho-(S)-4,5-dihydroxy-2,3-pentanedione isomerase) (Phospho-AI-2 isomerase)	Escherichia coli (strain K12)	96	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_02051}.	3D-structure;Cytoplasm;Isomerase;Reference proteome	quorum sensing [GO:0009372]	cytosol [GO:0005829]
P64467	CNU_ECOLI	cnu ydgT b1625 JW1617	OriC-binding nucleoid-associated protein (H-NS/StpA-binding protein 2) (Transcription modulator YdgT)	Escherichia coli (strain K12)	71		3D-structure;DNA-binding;Reference proteome;Transcription;Transcription regulation	bacterial nucleoid DNA packaging [GO:0036386]; negative regulation of DNA-templated transcription [GO:0045892]; negative regulation of single-species biofilm formation on inanimate substrate [GO:1900232]; positive regulation of termination of DNA-templated transcription [GO:0060566]	bacterial nucleoid [GO:0043590]; H-NS-Cnu complex [GO:0036411]
P64483	PROXY_ECOLI	proXp-y yeaK b1787 JW1776	Multifunctional Ser/Thr-tRNA deacylase ProXp-y (EC 3.1.1.-) (Free-standing editing domain ProXp-y) (Homologous trans-editing factor ProXp-y) (ProXp-ST1) (Prolyl-tRNA synthetase insertion domain homolog ProXp-y) (ProRS INS domain homolog ProXp-y)	Escherichia coli (strain K12)	167	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000305}.	Cytoplasm;Hydrolase;Reference proteome;RNA-binding;tRNA-binding	aminoacyl-tRNA metabolism involved in translational fidelity [GO:0106074]; positive regulation of translational fidelity [GO:0045903]	cytoplasm [GO:0005737]
P64512	MGRB_ECOLI	mgrB yobG b1826 JW1815	PhoP/PhoQ regulator MgrB	Escherichia coli (strain K12)	47	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000305|PubMed:20041203}; Single-pass membrane protein {ECO:0000305|PubMed:20041203}.	Cell inner membrane;Cell membrane;Membrane;Reference proteome;Repressor;Transcription;Transcription regulation;Transmembrane;Transmembrane helix	cellular response to magnesium ion [GO:0071286]; negative regulation of phosphorelay signal transduction system [GO:0070298]; response to acidic pH [GO:0010447]	plasma membrane [GO:0005886]
P64524	CBTA_ECOLI	cbtA yeeV b2005 JW1987	Cytoskeleton-binding toxin CbtA (Toxin CbtA) (Toxin YeeV)	Escherichia coli (strain K12)	124	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:28931012}.	Cell shape;Cytoplasm;Reference proteome;Toxin-antitoxin system	autolysis [GO:0001896]; negative regulation of cytoskeleton organization [GO:0051494]; negative regulation of FtsZ-dependent cytokinesis [GO:2000245]; regulation of cell shape [GO:0008360]	cytoplasm [GO:0005737]
P64534	RCNB_ECOLI	rcnB yohN b2107 JW5346	Nickel/cobalt homeostasis protein RcnB	Escherichia coli (strain K12)	112	SUBCELLULAR LOCATION: Periplasm {ECO:0000269|PubMed:21665978}.	Direct protein sequencing;Periplasm;Reference proteome;Signal	DNA damage response [GO:0006974]; response to cobalt ion [GO:0032025]; response to nickel cation [GO:0010045]; response to peptide [GO:1901652]; stress response to acid chemical [GO:0097532]	cytosol [GO:0005829]; outer membrane-bounded periplasmic space [GO:0030288]
P64588	YQJI_ECOLI	yqjI b3071 JW3042	Transcriptional regulator YqjI	Escherichia coli (strain K12)	207		DNA-binding;Reference proteome;Repressor;Transcription;Transcription regulation	DNA damage response [GO:0006974]; negative regulation of DNA-templated transcription [GO:0045892]; positive regulation of DNA-templated transcription [GO:0045893]; regulation of DNA-templated transcription [GO:0006355]	cytosol [GO:0005829]
P64594	YHAV_ECOLI	yhaV b3130 JW3099	Ribonuclease toxin YhaV (EC 3.1.-.-) (Ribonuclease YhaV)	Escherichia coli (strain K12)	154		Endonuclease;Hydrolase;Nuclease;Reference proteome;Repressor;Toxin-antitoxin system;Transcription;Transcription regulation	mRNA catabolic process [GO:0006402]; negative regulation of cell growth [GO:0030308]; regulation of DNA-templated transcription [GO:0006355]; regulation of growth [GO:0040008]; single-species biofilm formation [GO:0044010]	toxin-antitoxin complex [GO:0110001]
P64596	DOLP_ECOLI	dolP yraP b3150 JW3119	Outer membrane lipoprotein DolP	Escherichia coli (strain K12)	191	SUBCELLULAR LOCATION: Cell outer membrane {ECO:0000269|PubMed:28708841, ECO:0000269|PubMed:33315009}; Lipid-anchor {ECO:0000255|PROSITE-ProRule:PRU00303, ECO:0000269|PubMed:33315009}; Periplasmic side {ECO:0000269|PubMed:33315009}. Note=Localizes to the cell division site (PubMed:28708841, PubMed:33315009). Localization to the division site is dependent upon interaction with anionic phospholipids (PubMed:33315009). Upon envelope stress, loses its association with the mid-cell (PubMed:33847565). {ECO:0000269|PubMed:28708841, ECO:0000269|PubMed:33315009, ECO:0000269|PubMed:33847565}.	3D-structure;Cell outer membrane;Lipoprotein;Membrane;Palmitate;Reference proteome;Repeat;Signal		cell division site [GO:0032153]; cell outer membrane [GO:0009279]
P64602	MLAB_ECOLI	mlaB yrbB b3191 JW5535	Intermembrane phospholipid transport system binding protein MlaB	Escherichia coli (strain K12)	97	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000305|PubMed:19383799}.	3D-structure;Cytoplasm;Reference proteome;Transport	DNA damage response [GO:0006974]; intermembrane phospholipid transfer [GO:0120010]; phospholipid transport [GO:0015914]; response to antibiotic [GO:0046677]	cytosol [GO:0005829]; membrane [GO:0016020]; phospholipid-translocating ATPase complex [GO:1990531]
P64604	MLAD_ECOLI	mlaD yrbD b3193 JW3160	Intermembrane phospholipid transport system binding protein MlaD	Escherichia coli (strain K12)	183	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000305|PubMed:19383799}; Single-pass type II membrane protein {ECO:0000305|PubMed:19383799}; Periplasmic side {ECO:0000305|PubMed:19383799}.	3D-structure;Cell inner membrane;Cell membrane;Membrane;Reference proteome;Signal-anchor;Transmembrane;Transmembrane helix;Transport	intermembrane phospholipid transfer [GO:0120010]; phospholipid transport [GO:0015914]	membrane [GO:0016020]; phospholipid-translocating ATPase complex [GO:1990531]; plasma membrane [GO:0005886]
P64606	MLAE_ECOLI	mlaE yrbE b3194 JW3161	Intermembrane phospholipid transport system permease protein MlaE	Escherichia coli (strain K12)	260	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000269|PubMed:15919996, ECO:0000305|PubMed:19383799}; Multi-pass membrane protein {ECO:0000255, ECO:0000305|PubMed:19383799}.	3D-structure;Cell inner membrane;Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport	intermembrane phospholipid transfer [GO:0120010]; phospholipid transport [GO:0015914]	ATP-binding cassette (ABC) transporter complex [GO:0043190]; membrane [GO:0016020]; phospholipid-translocating ATPase complex [GO:1990531]; plasma membrane [GO:0005886]
P64612	ZAPE_ECOLI	zapE yhcM b3232 JW3201	Cell division protein ZapE (Z ring-associated protein ZapE)	Escherichia coli (strain K12)	375	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_01919, ECO:0000269|PubMed:24595368}. Note=Localizes to the constricting Z-ring during late stages of the cell division process.	ATP-binding;Cell cycle;Cell division;Cytoplasm;Hydrolase;Nucleotide-binding;Reference proteome	cell division [GO:0051301]	cell division site [GO:0032153]; cytoplasm [GO:0005737]
P64636	YRFG_ECOLI	yrfG b3399 JW5865	GMP/IMP nucleotidase YrfG (EC 3.1.3.5)	Escherichia coli (strain K12)	222		Hydrolase;Magnesium;Manganese;Metal-binding;Reference proteome	DNA repair [GO:0006281]	cytosol [GO:0005829]
P66817	DIAA_ECOLI	diaA yraO b3149 JW3118	DnaA initiator-associating protein DiaA	Escherichia coli (strain K12)	196		3D-structure;Direct protein sequencing;DNA replication;Reference proteome	carbohydrate derivative metabolic process [GO:1901135]; DNA replication [GO:0006260]; positive regulation of DNA-templated DNA replication initiation [GO:0032298]	DnaA-DiaA complex [GO:1990102]
P66899	DPAL_ECOLI	ygeX b2871 JW2839	Diaminopropionate ammonia-lyase (DAPAL) (EC 4.3.1.15) (2,3-diaminopropionate ammonia-lyase) (Alpha,beta-diaminopropionate ammonia-lyase) (Diaminopropionatase)	Escherichia coli (strain K12)	398		3D-structure;Disulfide bond;Lyase;Pyridoxal phosphate;Reference proteome		
P66948	BEPA_ECOLI	bepA yfgC b2494 JW2479	Beta-barrel assembly-enhancing protease (EC 3.4.-.-)	Escherichia coli (strain K12)	487	SUBCELLULAR LOCATION: Periplasm {ECO:0000255|HAMAP-Rule:MF_00997, ECO:0000269|PubMed:22491786, ECO:0000269|PubMed:24003122}. Note=A significant amount of BepA is membrane-associated. This localization could result from interaction with the BAM complex.	3D-structure;Hydrolase;Metal-binding;Metalloprotease;Periplasm;Protease;Reference proteome;Repeat;Signal;TPR repeat;Zinc	Gram-negative-bacterium-type cell outer membrane assembly [GO:0043165]; proteolysis involved in protein catabolic process [GO:0051603]	membrane [GO:0016020]; outer membrane-bounded periplasmic space [GO:0030288]
P67095	YFCE_ECOLI	yfcE b2300 JW5377	Phosphodiesterase YfcE (EC 3.1.4.-)	Escherichia coli (strain K12)	184		3D-structure;Hydrolase;Manganese;Metal-binding;Reference proteome		cytosol [GO:0005829]; protein-containing complex [GO:0032991]
P67430	NEMR_ECOLI	nemR ydhM b1649 JW5874	HTH-type transcriptional repressor NemR (Bleach-sensing transcription factor) (Redox-regulated transcription factor NemR)	Escherichia coli (strain K12)	199		3D-structure;Disulfide bond;DNA-binding;Reference proteome;Repressor;Stress response;Transcription;Transcription regulation	negative regulation of DNA-templated transcription [GO:0045892]	
P67444	XANQ_ECOLI	xanQ ygfO b2882 JW2850	Xanthine permease XanQ	Escherichia coli (strain K12)	466	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000269|PubMed:15919996, ECO:0000269|PubMed:16096267}; Multi-pass membrane protein {ECO:0000255}.	Cell inner membrane;Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport	xanthine transport [GO:0042906]	plasma membrane [GO:0005886]
P67603	AC4CH_ECOLI	yqfB b2900 JW2868	N(4)-acetylcytidine amidohydrolase (ac4C amidohydrolase) (EC 3.5.1.135)	Escherichia coli (strain K12)	103		3D-structure;Hydrolase;Reference proteome	pyrimidine nucleoside catabolic process [GO:0046135]	cytosol [GO:0005829]
P67910	HLDD_ECOLI	hldD htrM rfaD waaD b3619 JW3594	ADP-L-glycero-D-manno-heptose-6-epimerase (EC 5.1.3.20) (ADP-L-glycero-beta-D-manno-heptose-6-epimerase) (ADP-glyceromanno-heptose 6-epimerase) (ADP-hep 6-epimerase) (AGME)	Escherichia coli (strain K12)	310		3D-structure;Acetylation;Carbohydrate metabolism;Direct protein sequencing;Isomerase;Lipopolysaccharide biosynthesis;NAD;NADP;Reference proteome;Stress response	ADP-L-glycero-beta-D-manno-heptose biosynthetic process [GO:0097171]; lipopolysaccharide core region biosynthetic process [GO:0009244]	cytosol [GO:0005829]; membrane [GO:0016020]
P68183	MALG_ECOLI	malG b4032 JW3992	Maltose/maltodextrin transport system permease protein MalG	Escherichia coli (strain K12)	296	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000269|PubMed:18456666, ECO:0000269|PubMed:2233678}; Multi-pass membrane protein {ECO:0000255|PROSITE-ProRule:PRU00441, ECO:0000269|PubMed:18456666, ECO:0000269|PubMed:2233678}.	3D-structure;Cell inner membrane;Cell membrane;Membrane;Reference proteome;Sugar transport;Transmembrane;Transmembrane helix;Transport	maltodextrin transmembrane transport [GO:0042956]; maltose transport [GO:0015768]; negative regulation of maltose transport [GO:1902344]; negative regulation of transmembrane transport [GO:0034763]	ATP-binding cassette (ABC) transporter complex [GO:0043190]; enzyme IIA-maltose transporter complex [GO:1990154]; maltose transport complex [GO:1990060]; membrane [GO:0016020]; plasma membrane [GO:0005886]
P68187	MALK_ECOLI	malK b4035 JW3995	Maltose/maltodextrin import ATP-binding protein MalK (EC 7.5.2.1)	Escherichia coli (strain K12)	371	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000255|HAMAP-Rule:MF_01709, ECO:0000269|PubMed:16079137, ECO:0000269|PubMed:18456666}; Peripheral membrane protein {ECO:0000255|HAMAP-Rule:MF_01709, ECO:0000269|PubMed:16079137, ECO:0000269|PubMed:18456666}.	3D-structure;ATP-binding;Cell inner membrane;Cell membrane;Membrane;Nucleotide-binding;Reference proteome;Sugar transport;Translocase;Transport	maltodextrin transmembrane transport [GO:0042956]; maltose transport [GO:0015768]; negative regulation of maltose transport [GO:1902344]; negative regulation of transmembrane transport [GO:0034763]	ATP-binding cassette (ABC) transporter complex [GO:0043190]; ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing [GO:0055052]; enzyme IIA-maltose transporter complex [GO:1990154]; maltose transport complex [GO:1990060]; membrane [GO:0016020]
P68398	TADA_ECOLI	tadA yfhC b2559 JW2543	tRNA-specific adenosine deaminase (EC 3.5.4.33)	Escherichia coli (strain K12)	167		3D-structure;Hydrolase;Metal-binding;Reference proteome;tRNA processing;Zinc	adenosine to inosine editing [GO:0006382]; tRNA wobble adenosine to inosine editing [GO:0002100]	
