accession	status	total_energy	backbone_hbond	sidechain_hbond	vdw_clashes	electrostatics	solvation_polar	solvation_hydrophobic	entropy_mainchain	entropy_sidechain	error
Q7Z3D4	success	347.42									
Q7Z3D6	success	134.9									RepairPDB_failed_using_unrepaired
Q7Z3E1	success	511.6									RepairPDB_failed_using_unrepaired
Q7Z3E2	success	668.3									RepairPDB_failed_using_unrepaired
Q7Z3E5	success	566.82									RepairPDB_failed_using_unrepaired
Q7Z3F1	success	336.41									RepairPDB_failed_using_unrepaired
Q7Z3G6	success	1338.1									RepairPDB_failed_using_unrepaired
Q7Z3H0	success	246.84									
Q7Z3H4	success	593.04									
Q7Z3I7	success	632.79									RepairPDB_failed_using_unrepaired
Q7Z3J2	success	129.86									RepairPDB_failed_using_unrepaired
Q7Z3J3	success	1473.95									RepairPDB_failed_using_unrepaired
Q7Z3K3	success	1873.49									RepairPDB_failed_using_unrepaired
Q7Z3K6	success	718.66									
Q7Z3Q1	success	-121.64									
Q7Z3S7	success	411.27									RepairPDB_failed_using_unrepaired
Q7Z3S9	success	98.09									
Q7Z3T1	success	-30.26									
Q7Z3T8	success	2522.17									RepairPDB_failed_using_unrepaired
Q7Z3U7	success	454.99									RepairPDB_failed_using_unrepaired
Q7Z3V4	success	176.13									RepairPDB_failed_using_unrepaired
Q7Z3V5	success	522.47									RepairPDB_failed_using_unrepaired
Q7Z3Y7	success	368.6									RepairPDB_failed_using_unrepaired
Q7Z3Y8	success	356.97									RepairPDB_failed_using_unrepaired
Q7Z3Y9	success	375.05									RepairPDB_failed_using_unrepaired
Q7Z3Z0	success	371.01									RepairPDB_failed_using_unrepaired
Q7Z3Z2	success	61.08									
Q7Z3Z3	success	309.57									RepairPDB_failed_using_unrepaired
Q7Z3Z4	success	240.1									RepairPDB_failed_using_unrepaired
Q7Z401	success	1858.49									RepairPDB_failed_using_unrepaired
Q7Z402	success	189.24									RepairPDB_failed_using_unrepaired
Q7Z403	success	370.82									RepairPDB_failed_using_unrepaired
Q7Z404	success	225.89									RepairPDB_failed_using_unrepaired
Q7Z406	success	1293.6									RepairPDB_failed_using_unrepaired
Q7Z407	success	886.2									RepairPDB_failed_using_unrepaired
Q7Z408	success	564.29									RepairPDB_failed_using_unrepaired
Q7Z410	success	605.72									RepairPDB_failed_using_unrepaired
Q7Z412	success	31.79									
Q7Z417	success	1247.27									
Q7Z418	success	141.9									
Q7Z419	success	94.83									
Q7Z422	success	135.65									
Q7Z429	success	118.18									
Q7Z434	success	827.65									
Q7Z442	success	1257.32									RepairPDB_failed_using_unrepaired
Q7Z443	success	1163.3									RepairPDB_failed_using_unrepaired
Q7Z444	success	88.17									
Q7Z449	success	70.36									RepairPDB_failed_using_unrepaired
Q7Z460	success	1542.77									RepairPDB_failed_using_unrepaired
Q7Z465	success	268.94									
Q7Z478	success	672.16									RepairPDB_failed_using_unrepaired
Q7Z494	success	630.18									RepairPDB_failed_using_unrepaired
Q7Z4B0	success	36.79									
Q7Z4F1	success	706.02									RepairPDB_failed_using_unrepaired
Q7Z4G1	success	16.58									
Q7Z4G4	success	105.8									RepairPDB_failed_using_unrepaired
Q7Z4H3	success	-33.48									
Q7Z4H4	success	177.37									
Q7Z4H7	success	1329.65									RepairPDB_failed_using_unrepaired
Q7Z4H8	success	105.42									RepairPDB_failed_using_unrepaired
Q7Z4H9	success	323.69									
Q7Z4I7	success	76.66									
Q7Z4J2	success	-52.1									
Q7Z4K8	success	405.87									RepairPDB_failed_using_unrepaired
Q7Z4L0	success	31.42									
Q7Z4L5	success	118.49									RepairPDB_failed_using_unrepaired
Q7Z4L9	success	162.98									RepairPDB_failed_using_unrepaired
Q7Z4M0	success	118.1									
Q7Z4N2	success	1394.04									RepairPDB_failed_using_unrepaired
Q7Z4N8	success	176.01									RepairPDB_failed_using_unrepaired
Q7Z4P5	success	251.39									
Q7Z4Q2	success	116.7									RepairPDB_failed_using_unrepaired
Q7Z4R8	success	72.56									
Q7Z4S6	success	1437.67									RepairPDB_failed_using_unrepaired
Q7Z4S9	success	309.39									
Q7Z4T8	success	150.04									RepairPDB_failed_using_unrepaired
Q7Z4T9	success	494.0									RepairPDB_failed_using_unrepaired
Q7Z4V0	success	1557.76									RepairPDB_failed_using_unrepaired
Q7Z4V5	success	1135.71									RepairPDB_failed_using_unrepaired
Q7Z4W1	success	-35.43									
Q7Z4W2	success	-1.03									
Q7Z4W3	success	131.34									
Q7Z4Y8	success	14.04									
Q7Z553	success	371.45									RepairPDB_failed_using_unrepaired
Q7Z569	success	397.46									RepairPDB_failed_using_unrepaired
Q7Z570	success	2603.94									RepairPDB_failed_using_unrepaired
Q7Z572	success	536.59									RepairPDB_failed_using_unrepaired
Q7Z589	success	2989.45									RepairPDB_failed_using_unrepaired
Q7Z591	success	2701.24									RepairPDB_failed_using_unrepaired
Q7Z5A4	success	56.69									
Q7Z5A7	success	31.13									
Q7Z5A8	success	35.94									
Q7Z5A9	success	19.77									
Q7Z5B4	success	412.59									
Q7Z5D8	success	157.75									RepairPDB_failed_using_unrepaired
Q7Z5G4	success	0.79									
Q7Z5H3	success	655.03									RepairPDB_failed_using_unrepaired
Q7Z5H4	success	9.02									
Q7Z5H5	success	-17.29									
Q7Z5J1	success	80.71									
Q7Z5J4	success	5176.38									RepairPDB_failed_using_unrepaired
Q7Z5J8	success	227.11									RepairPDB_failed_using_unrepaired
Q7Z5K2	success	1519.69									RepairPDB_failed_using_unrepaired
Q7Z5L0	success	58.73									
Q7Z5L2	success	1259.07									RepairPDB_failed_using_unrepaired
Q7Z5L3	success	171.54									
Q7Z5L4	success	105.33									
Q7Z5L7	success	244.71									RepairPDB_failed_using_unrepaired
Q7Z5L9	success	836.66									
Q7Z5M5	success	1089.99									RepairPDB_failed_using_unrepaired
Q7Z5M8	success	-54.41									
Q7Z5N4	success	1670.25									RepairPDB_failed_using_unrepaired
Q7Z5P4	success	-44.39									
Q7Z5P9	success	1608.14									RepairPDB_failed_using_unrepaired
Q7Z5Q1	success	501.41									
Q7Z5Q5	success	575.11									RepairPDB_failed_using_unrepaired
Q7Z5R6	success	436.76									RepairPDB_failed_using_unrepaired
Q7Z5S9	success	-39.27									
Q7Z5U6	success	39.5									
Q7Z5V6	success	430.91									
Q7Z5W3	success	-8.12									
Q7Z5Y6	success	89.53									
Q7Z5Y7	success	231.26									
Q7Z601	success	246.0									
Q7Z602	success	-73.5									
Q7Z614	success	62.51									
Q7Z624	success	4.03									
Q7Z628	success	525.07									RepairPDB_failed_using_unrepaired
Q7Z692	success	186.29									
Q7Z695	success	295.16									RepairPDB_failed_using_unrepaired
Q7Z698	success	494.92									RepairPDB_failed_using_unrepaired
Q7Z699	success	480.07									RepairPDB_failed_using_unrepaired
Q7Z6A9	success	217.31									
Q7Z6B0	success	268.57									RepairPDB_failed_using_unrepaired
Q7Z6B7	success	1035.81									RepairPDB_failed_using_unrepaired
Q7Z6E9	success	4356.45									RepairPDB_failed_using_unrepaired
Q7Z6G3	success	278.37									RepairPDB_failed_using_unrepaired
Q7Z6G8	success	1732.62									RepairPDB_failed_using_unrepaired
Q7Z6I5	success	234.94									
Q7Z6I6	success	2065.16									RepairPDB_failed_using_unrepaired
Q7Z6I8	success	235.41									
Q7Z6J0	success	1477.94									RepairPDB_failed_using_unrepaired
Q7Z6J2	success	394.15									
Q7Z6J4	success	264.72									RepairPDB_failed_using_unrepaired
Q7Z6J6	success	339.1									RepairPDB_failed_using_unrepaired
Q7Z6J8	success	34.22									
Q7Z6J9	success	434.84									RepairPDB_failed_using_unrepaired
Q7Z6K1	success	355.66									
Q7Z6K3	success	122.26									RepairPDB_failed_using_unrepaired
Q7Z6K4	success	-11.63									
Q7Z6K5	success	92.97									
Q7Z6L0	success	599.68									
Q7Z6L1	success	591.17									RepairPDB_failed_using_unrepaired
Q7Z6M1	success	54.03									
Q7Z6M2	success	177.01									RepairPDB_failed_using_unrepaired
Q7Z6M3	success	161.56									
Q7Z6M4	success	264.66									RepairPDB_failed_using_unrepaired
Q7Z6P3	success	1299.62									RepairPDB_failed_using_unrepaired
Q7Z6R9	success	478.91									
Q7Z6V5	success	-4.41									
Q7Z6W1	success	88.07									
Q7Z6W7	success	249.72									
Q7Z6Z6	success	16.79									
Q7Z6Z7	success	413.69									RepairPDB_failed_using_unrepaired
Q7Z713	success	56.6									
Q7Z736	success	415.07									RepairPDB_failed_using_unrepaired
Q7Z739	success	637.68									
Q7Z745	success	83.57									RepairPDB_failed_using_unrepaired
Q7Z769	success	-103.66									
Q7Z794	success	521.8									RepairPDB_failed_using_unrepaired
Q7Z7A1	success	1839.81									RepairPDB_failed_using_unrepaired
Q7Z7A3	success	33.72									
Q7Z7A4	success	233.03									RepairPDB_failed_using_unrepaired
Q7Z7B0	success	1524.02									RepairPDB_failed_using_unrepaired
Q7Z7B1	success	48.48									RepairPDB_failed_using_unrepaired
Q7Z7B7	success	42.81									
Q7Z7B8	success	53.41									
Q7Z7C7	success	177.67									
Q7Z7C8	success	189.97									
Q7Z7D3	success	33.58									
Q7Z7E8	success	214.89									RepairPDB_failed_using_unrepaired
Q7Z7F0	success	624.14									
Q7Z7F7	success	91.02									
Q7Z7G0	success	1477.95									RepairPDB_failed_using_unrepaired
Q7Z7G1	success	603.23									
Q7Z7G2	success	66.39									
Q7Z7G8	success	1051.2									RepairPDB_failed_using_unrepaired
Q7Z7H3	success	133.18									RepairPDB_failed_using_unrepaired
Q7Z7H5	success	0.96									
Q7Z7H8	success	57.42									
Q7Z7J5	success	165.14									
Q7Z7J7	success	-4.81									
Q7Z7J9	success	66.83									
Q7Z7K0	success	-8.08									
Q7Z7K2	success	749.94									RepairPDB_failed_using_unrepaired
Q7Z7K6	success	130.64									
Q7Z7L1	success	189.85									RepairPDB_failed_using_unrepaired
Q7Z7L7	success	93.11									RepairPDB_failed_using_unrepaired
Q7Z7L8	success	116.0									
Q7Z7L9	success	645.51									RepairPDB_failed_using_unrepaired
Q7Z7M0	success	589.04									RepairPDB_failed_using_unrepaired
Q7Z7M1	success	426.69									RepairPDB_failed_using_unrepaired
Q7Z7M8	success	-66.5									
Q7Z7M9	success	840.54									RepairPDB_failed_using_unrepaired
Q7Z7N9	success	-36.35									
Q86SE5	success	168.17									
Q86SE8	success	205.52									
Q86SE9	success	63.32									
Q86SF2	success	192.45									RepairPDB_failed_using_unrepaired
Q86SG2	success	148.33									RepairPDB_failed_using_unrepaired
Q86SG3	success	339.16									
Q86SG4	success	106.54									
Q86SG5	success	-10.41									
Q86SG6	success	241.51									RepairPDB_failed_using_unrepaired
Q86SG7	success	29.38									
Q86SH2	success	524.81									
Q86SH4	success	79.64									
Q86SI9	success	123.74									
Q86SJ2	success	281.71									
Q86SJ6	success	1018.25									RepairPDB_failed_using_unrepaired
Q86SK9	success	6.27									
Q86SM5	success	-57.5									
Q86SM8	success	-80.41									
Q86SP6	success	852.71									RepairPDB_failed_using_unrepaired
Q86SQ0	success	1903.56									RepairPDB_failed_using_unrepaired
Q86SQ3	success	153.6									RepairPDB_failed_using_unrepaired
Q86SQ4	success	641.51									RepairPDB_failed_using_unrepaired
Q86SQ6	success	437.32									
Q86SQ7	success	507.44									RepairPDB_failed_using_unrepaired
Q86SQ9	success	12.28									RepairPDB_failed_using_unrepaired
Q86SR1	success	180.07									RepairPDB_failed_using_unrepaired
Q86SS6	success	223.93									
Q86SU0	success	571.01									
Q86SX3	success	300.04									RepairPDB_failed_using_unrepaired
Q86SX6	success	52.8									
Q86SY8	success	19.8									
Q86SZ2	success	-13.68									
Q86T03	success	174.56									
Q86T13	success	251.93									
Q86T20	success	72.81									
Q86T23	success	-18.78									
Q86T24	success	939.15									RepairPDB_failed_using_unrepaired
Q86T26	success	108.86									RepairPDB_failed_using_unrepaired
Q86T29	success	567.82									RepairPDB_failed_using_unrepaired
Q86T65	success	454.66									RepairPDB_failed_using_unrepaired
Q86T75	success	1327.68									RepairPDB_failed_using_unrepaired
Q86T82	success	1023.68									RepairPDB_failed_using_unrepaired
Q86T90	success	737.49									RepairPDB_failed_using_unrepaired
Q86T96	success	723.13									RepairPDB_failed_using_unrepaired
Q86TA1	success	-53.47									
Q86TA4	success	163.56									
Q86TB3	success	5053.21									RepairPDB_failed_using_unrepaired
Q86TB9	success	831.52									RepairPDB_failed_using_unrepaired
Q86TC9	success	1985.88									RepairPDB_failed_using_unrepaired
Q86TD4	success	155.97									RepairPDB_failed_using_unrepaired
Q86TE4	success	344.74									RepairPDB_failed_using_unrepaired
Q86TG1	success	-5.55									
Q86TG7	success	476.87									RepairPDB_failed_using_unrepaired
Q86TH1	success	699.29									RepairPDB_failed_using_unrepaired
Q86TI0	success	884.72									RepairPDB_failed_using_unrepaired
Q86TI2	success	153.05									RepairPDB_failed_using_unrepaired
Q86TI4	success	50.99									
Q86TJ2	success	170.27									RepairPDB_failed_using_unrepaired
Q86TJ5	success	612.13									RepairPDB_failed_using_unrepaired
Q86TL0	success	69.71									
Q86TL2	success	132.77									
Q86TM3	success	237.27									RepairPDB_failed_using_unrepaired
Q86TM6	success	475.82									RepairPDB_failed_using_unrepaired
Q86TN4	success	32.6									
Q86TP1	success	0.01									
Q86TS9	success	45.49									
Q86TU6	success	41.34									
Q86TU7	success	197.71									RepairPDB_failed_using_unrepaired
Q86TV6	success	85.68									RepairPDB_failed_using_unrepaired
Q86TW2	success	61.36									RepairPDB_failed_using_unrepaired
Q86TX2	success	-91.93									
Q86TY3	success	1504.52									
Q86TZ1	success	9.35									RepairPDB_failed_using_unrepaired
Q86U02	success	109.79									
Q86U06	success	355.39									
Q86U10	success	-64.49									
Q86U17	success	37.7									
Q86U28	success	77.68									
Q86U37	success	128.6									
Q86U38	success	184.76									RepairPDB_failed_using_unrepaired
Q86U42	success	348.31									
Q86U44	success	417.7									RepairPDB_failed_using_unrepaired
Q86U70	success	294.65									
Q86U86	success	1351.85									RepairPDB_failed_using_unrepaired
Q86U90	success	50.9									
Q86UA1	success	226.6									RepairPDB_failed_using_unrepaired
Q86UA6	success	39.19									
Q86UB2	success	396.75									
Q86UB9	success	130.11									RepairPDB_failed_using_unrepaired
Q86UC2	success	694.09									RepairPDB_failed_using_unrepaired
Q86UD0	success	303.84									
Q86UD1	success	21.95									
Q86UD3	success	139.96									
Q86UD4	success	615.57									RepairPDB_failed_using_unrepaired
Q86UD5	success	180.36									RepairPDB_failed_using_unrepaired
Q86UD7	success	64.65									
Q86UE3	success	779.35									RepairPDB_failed_using_unrepaired
Q86UE4	success	992.23									
Q86UE6	success	323.09									RepairPDB_failed_using_unrepaired
Q86UE8	success	660.45									RepairPDB_failed_using_unrepaired
Q86UF1	success	-6.42									
Q86UF2	success	646.42									RepairPDB_failed_using_unrepaired
Q86UF4	success	286.99									
Q86UG4	success	319.16									RepairPDB_failed_using_unrepaired
Q86UK0	success	1521.19									RepairPDB_failed_using_unrepaired
Q86UK5	success	614.12									RepairPDB_failed_using_unrepaired
Q86UK7	success	1264.59									RepairPDB_failed_using_unrepaired
Q86UL3	success	142.41									RepairPDB_failed_using_unrepaired
Q86UL8	success	2022.29									RepairPDB_failed_using_unrepaired
Q86UN2	success	253.71									
Q86UN3	success	201.05									
Q86UN6	success	65.69									
Q86UP0	success	632.28									RepairPDB_failed_using_unrepaired
Q86UP2	success	1245.4									RepairPDB_failed_using_unrepaired
Q86UP3	success	2392.07									RepairPDB_failed_using_unrepaired
Q86UP6	success	308.38									RepairPDB_failed_using_unrepaired
Q86UP8	success	628.78									RepairPDB_failed_using_unrepaired
Q86UP9	success	-46.08									
Q86UQ0	success	261.47									
Q86UQ4	success	959.3									RepairPDB_failed_using_unrepaired
Q86UQ5	success	131.4									
Q86UQ8	success	227.74									
Q86UR1	success	150.39									
Q86UR5	success	3384.37									RepairPDB_failed_using_unrepaired
Q86US8	success	1497.62									RepairPDB_failed_using_unrepaired
Q86UT5	success	369.0									RepairPDB_failed_using_unrepaired
Q86UT6	success	319.19									RepairPDB_failed_using_unrepaired
Q86UT8	success	232.43									RepairPDB_failed_using_unrepaired
Q86UU0	success	6354.14									RepairPDB_failed_using_unrepaired
Q86UU1	success	2046.4									RepairPDB_failed_using_unrepaired
Q86UU5	success	886.37									
Q86UU9	success	174.57									
Q86UV5	success	443.7									RepairPDB_failed_using_unrepaired
Q86UV6	success	27.59									
Q86UV7	success	27.86									
Q86UW1	success	-31.59									
Q86UW2	success	82.71									
Q86UW6	success	3362.82									RepairPDB_failed_using_unrepaired
Q86UW7	success	354.44									RepairPDB_failed_using_unrepaired
Q86UW8	success	119.62									
Q86UW9	success	365.72									
Q86UX2	success	370.21									RepairPDB_failed_using_unrepaired
