accession	ft_transit	ft_signal	cc_subcellular_location
Q9BT17	"TRANSIT 1..?; /note=""Mitochondrion""; /evidence=""ECO:0000255"""		SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:12808030, ECO:0000269|PubMed:23396448}; Peripheral membrane protein {ECO:0000269|PubMed:12808030, ECO:0000269|PubMed:23396448}; Matrix side {ECO:0000269|PubMed:12808030, ECO:0000269|PubMed:23396448}.
Q9BT30	"TRANSIT 1..20; /note=""Mitochondrion""; /evidence=""ECO:0000255"""		SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000269|PubMed:23666923}.
Q9BTZ2			SUBCELLULAR LOCATION: [Isoform 1]: Peroxisome {ECO:0000269|PubMed:10333503, ECO:0000269|PubMed:17230527}. Note=Isoform 4 is not peroxisomal. {ECO:0000269|PubMed:17230527}.; SUBCELLULAR LOCATION: [Isoform 7]: Nucleus {ECO:0000269|PubMed:22227495}.
Q9BU61			SUBCELLULAR LOCATION: Nucleus {ECO:0000250}. Mitochondrion inner membrane {ECO:0000269|PubMed:19463981}.
Q9BUB7	"TRANSIT 1..81; /note=""Mitochondrion""; /evidence=""ECO:0000255"""		SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:20937241, ECO:0000269|PubMed:24576557, ECO:0000269|PubMed:33359711}; Multi-pass membrane protein {ECO:0000269|PubMed:20937241, ECO:0000269|PubMed:24576557}. Note=Mostly located within the inner cristae membrane. {ECO:0000269|PubMed:33359711}.
Q9BUE6	"TRANSIT 1..12; /note=""Mitochondrion""; /evidence=""ECO:0000255"""		SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:15262227, ECO:0000269|PubMed:22323289}.
Q9BUP0			SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000250|UniProtKB:Q9D4J1}.
Q9BUP3			SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:15282309}.
Q9BUR5		"SIGNAL 1..25; /evidence=""ECO:0000255"""	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:25764979}; Single-pass membrane protein {ECO:0000255}. Secreted {ECO:0000269|PubMed:16956892, ECO:0000269|PubMed:25764979}. Mitochondrion {ECO:0000269|PubMed:25781180}. Golgi apparatus membrane {ECO:0000269|PubMed:25764979}. Endoplasmic reticulum membrane {ECO:0000269|PubMed:25764979}. Note=Exists in three distinct forms: a glycosylated and secreted form, an ER/Golgi-resident form and a non-glycosylated mitochondrial form. {ECO:0000269|PubMed:25764979}.
Q9BUT9			SUBCELLULAR LOCATION: Cytoplasm, Stress granule {ECO:0000269|PubMed:26184334}. Nucleus {ECO:0000269|PubMed:26184334}.
Q9BUV8			SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:36261522}; Multi-pass membrane protein {ECO:0000255}. Mitochondrion inner membrane {ECO:0000269|PubMed:31536960}; Multi-pass membrane protein {ECO:0000255}.
Q9BV35			SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000305|PubMed:15054102, ECO:0000305|PubMed:15123600, ECO:0000305|PubMed:15716113}; Multi-pass membrane protein {ECO:0000255}.
Q9BV79	"TRANSIT 1..53; /note=""Mitochondrion""; /evidence=""ECO:0000255"""		SUBCELLULAR LOCATION: [Isoform 1]: Mitochondrion {ECO:0000269|PubMed:12654921, ECO:0000269|PubMed:37653044}.; SUBCELLULAR LOCATION: [Isoform 2]: Cytoplasm {ECO:0000269|PubMed:25031892}. Nucleus {ECO:0000269|PubMed:25031892}.
Q9BVL4	"TRANSIT 1..115; /note=""Mitochondrion""; /evidence=""ECO:0000255"""		SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:24751718}.
Q9BVS5	"TRANSIT 1..?; /note=""Mitochondrion""; /evidence=""ECO:0000255"""		SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000269|PubMed:23097428, ECO:0000269|PubMed:27184847}.
Q9BVV7	"TRANSIT 1..18; /note=""Mitochondrion""; /evidence=""ECO:0000255"""		SUBCELLULAR LOCATION: Mitochondrion membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}.
Q9BW91	"TRANSIT 1..46; /note=""Mitochondrion""; /evidence=""ECO:0000255"""		SUBCELLULAR LOCATION: [Isoform 1]: Mitochondrion {ECO:0000269|PubMed:12427752}.; SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:37343711}. Cytoplasm {ECO:0000269|PubMed:37343711}.
Q9BW92	"TRANSIT 1..?; /note=""Mitochondrion""; /evidence=""ECO:0000255"""		SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000250}.
Q9BWH2			SUBCELLULAR LOCATION: Mitochondrion outer membrane {ECO:0000269|PubMed:29786068}; Multi-pass membrane protein {ECO:0000255}. Nucleus {ECO:0000305|PubMed:29187281}.
Q9BWM7			SUBCELLULAR LOCATION: Mitochondrion membrane {ECO:0000269|PubMed:30442778, ECO:0000269|Ref.4}; Multi-pass membrane protein {ECO:0000255}.
Q9BX68	"TRANSIT 1..17; /note=""Mitochondrion""; /evidence=""ECO:0000255"""		SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:16762638, ECO:0000269|PubMed:18653718}.
Q9BXK5			SUBCELLULAR LOCATION: [Isoform 2]: Mitochondrion membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}. Nucleus {ECO:0000305}.; SUBCELLULAR LOCATION: [Isoform 1]: Nucleus {ECO:0000305}.
Q9BXM7	"TRANSIT 1..77; /note=""Mitochondrion""; /evidence=""ECO:0000255"""		SUBCELLULAR LOCATION: Mitochondrion outer membrane {ECO:0000269|PubMed:15087508, ECO:0000269|PubMed:16672980, ECO:0000269|PubMed:18687899, ECO:0000269|PubMed:18957282, ECO:0000269|PubMed:19229105, ECO:0000269|PubMed:20798600, ECO:0000269|PubMed:23933751, ECO:0000269|PubMed:31536960}. Mitochondrion inner membrane {ECO:0000250|UniProtKB:Q99MQ3}. Cytoplasm, cytosol {ECO:0000269|PubMed:18957282, ECO:0000269|PubMed:19229105, ECO:0000269|PubMed:20798600, ECO:0000269|PubMed:22354088}. Note=Localizes mostly in mitochondrion and the two smaller proteolytic processed fragments localize mainly in cytosol (PubMed:19229105). In healthy mitochondria, PINK1 is translocated across the mitochondrial membranes (PubMed:40080546). Upon mitochondrial membrane depolarization following damage, PINK1 import is stalled, which induces its accumulation in the outer mitochondrial membrane and the activation of its kinase activity (PubMed:18957282, PubMed:40080546). {ECO:0000269|PubMed:18957282, ECO:0000269|PubMed:19229105, ECO:0000269|PubMed:40080546}.
Q9BXR0			SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_03218}. Mitochondrion outer membrane {ECO:0000255|HAMAP-Rule:MF_03218}; Peripheral membrane protein {ECO:0000255|HAMAP-Rule:MF_03218}; Cytoplasmic side {ECO:0000255|HAMAP-Rule:MF_03218}. Note=Weakly associates with mitochondria, possibly via QTRT2. {ECO:0000255|HAMAP-Rule:MF_03218}.
Q9BXW6			SUBCELLULAR LOCATION: Late endosome {ECO:0000269|PubMed:16176980, ECO:0000269|PubMed:29858488}. Note=Colocalizes with RAB7A, RAB9A and LAMP1 in late endosomes.
Q9BYC8	"TRANSIT 1..?; /note=""Mitochondrion""; /evidence=""ECO:0000255"""		SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:25278503, ECO:0000269|PubMed:25838379, ECO:0000269|PubMed:28892042}.
Q9BYT8	"TRANSIT 1..37; /note=""Mitochondrion""; /evidence=""ECO:0000250|UniProtKB:P42676"""		SUBCELLULAR LOCATION: Mitochondrion intermembrane space {ECO:0000250|UniProtKB:P42676}. Cytoplasm, cytosol {ECO:0000250|UniProtKB:P42676}.
Q9BYV1	"TRANSIT 1..41; /note=""Mitochondrion""; /evidence=""ECO:0000269|PubMed:20018850"""		SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:20018850, ECO:0000269|PubMed:24586340, ECO:0000269|PubMed:31818439}.
Q9BYV7			SUBCELLULAR LOCATION: Mitochondrion {ECO:0000250|UniProtKB:Q99NF1}.
Q9BYZ2			
Q9BZ23	"TRANSIT 1..31; /note=""Mitochondrion""; /evidence=""ECO:0000269|PubMed:15659606"""		SUBCELLULAR LOCATION: [Isoform 1]: Mitochondrion {ECO:0000269|PubMed:12554685, ECO:0000269|PubMed:15659606, ECO:0000269|PubMed:17825826}. Mitochondrion intermembrane space {ECO:0000269|PubMed:23152917}. Nucleus {ECO:0000269|PubMed:23152917}. Note=Localizes predominantly to the mitochondria and to a lesser extent to the nucleus. Found in both the mitochondria and the nucleus throughout the cell cycle, with the exception of the G2/M phase when it is restricted to mitochdondria. {ECO:0000269|PubMed:23152917}.; SUBCELLULAR LOCATION: [Isoform 2]: Cytoplasm {ECO:0000305}.; SUBCELLULAR LOCATION: [Isoform 3]: Cytoplasm {ECO:0000269|PubMed:12554685, ECO:0000305}.; SUBCELLULAR LOCATION: [Isoform 4]: Cytoplasm {ECO:0000305}.
Q9BZJ4			SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:11139402, ECO:0000269|PubMed:11256614, ECO:0000269|PubMed:37917749}; Multi-pass membrane protein {ECO:0000255}.
Q9GZT3	"TRANSIT 1..?; /note=""Mitochondrion""; /evidence=""ECO:0000255"""		SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:16762838}. Nucleus {ECO:0000269|PubMed:16762838}. Note=Predominantly mitochondrial. Some fraction is nuclear. In the nucleus, it is recruited to nuclear receptor target promoters.
Q9GZT8			SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:11124544, ECO:0000269|PubMed:12951069}. Nucleus {ECO:0000250|UniProtKB:Q9EQ80}. Note=Interaction with COPS2 may regulate localization to the nucleus. {ECO:0000250|UniProtKB:Q9EQ80}.
Q96N28			SUBCELLULAR LOCATION: Mitochondrion {ECO:0000305}.
Q96ND0			SUBCELLULAR LOCATION: Membrane {ECO:0000255, ECO:0000305}; Single-pass membrane protein {ECO:0000255}. Mitochondrion {ECO:0000250|UniProtKB:Q8BGY7}. Cytoplasm {ECO:0000250|UniProtKB:Q8BGY7}.
Q96QU6			
Q9BQC6			SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:25278503, ECO:0000269|PubMed:25838379, ECO:0000269|PubMed:28892042}.
Q9BSH5			
Q9BUK0			SUBCELLULAR LOCATION: Mitochondrion intermembrane space {ECO:0000305}.
Q9BYC2	"TRANSIT 1..39; /note=""Mitochondrion""; /evidence=""ECO:0000250"""		SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:11756565}.
Q9BYC9	"TRANSIT 1..9; /note=""Mitochondrion""; /evidence=""ECO:0000250|UniProtKB:Q2TBR2"""		SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:11279069, ECO:0000269|PubMed:25278503, ECO:0000269|PubMed:25838379, ECO:0000269|PubMed:28892042}.
Q9BYD1			SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:25278503, ECO:0000269|PubMed:25838379, ECO:0000269|PubMed:28892042}.
Q9BYD2	"TRANSIT 1..52; /note=""Mitochondrion""; /evidence=""ECO:0000250|UniProtKB:Q2TBK2"""		SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:25278503, ECO:0000269|PubMed:25838379, ECO:0000269|PubMed:28892042}.
Q9BYD3			SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:25278503, ECO:0000269|PubMed:25838379, ECO:0000269|PubMed:28892042}.
Q9BYD6	"TRANSIT 1..50; /note=""Mitochondrion""; /evidence=""ECO:0000255"""		SUBCELLULAR LOCATION: Mitochondrion {ECO:0000250|UniProtKB:A6QPQ5, ECO:0000305|PubMed:11279069}.
Q9BYN8	"TRANSIT 1..27; /note=""Mitochondrion""; /evidence=""ECO:0000250"""		SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:25838379}.
Q9BZE1	"TRANSIT 1..29; /note=""Mitochondrion""; /evidence=""ECO:0000250"""		SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:25278503, ECO:0000269|PubMed:25838379, ECO:0000269|PubMed:28892042}.
Q9C002			SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000305|PubMed:33837217, ECO:0000305|PubMed:38296961}; Single-pass membrane protein {ECO:0000255}.
Q9GZT6	"TRANSIT 1..42; /note=""Mitochondrion""; /evidence=""ECO:0000255"""		SUBCELLULAR LOCATION: Mitochondrion membrane {ECO:0000269|PubMed:11256614}; Single-pass membrane protein {ECO:0000255}.
Q9GZY4			SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:22356826, ECO:0000269|PubMed:23260140}; Single-pass membrane protein {ECO:0000269|PubMed:22356826, ECO:0000269|PubMed:23260140}.
Q96MF6	"TRANSIT 1..15; /note=""Mitochondrion""; /evidence=""ECO:0000255"""		SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000250}; Peripheral membrane protein {ECO:0000250}; Matrix side {ECO:0000250}.
Q9BQ48	"TRANSIT 1..46; /note=""Mitochondrion""; /evidence=""ECO:0000250|UniProtKB:A8NN94"""		SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:25278503, ECO:0000269|PubMed:25838379, ECO:0000269|PubMed:28892042}.
Q9BSY4			SUBCELLULAR LOCATION: Mitochondrion intermembrane space {ECO:0000305}.
Q9BW72			SUBCELLULAR LOCATION: Mitochondrion membrane {ECO:0000255|PROSITE-ProRule:PRU00836, ECO:0000269|PubMed:22342701}; Multi-pass membrane protein {ECO:0000255|PROSITE-ProRule:PRU00836, ECO:0000269|PubMed:22342701}. Mitochondrion inner membrane {ECO:0000305|PubMed:22342701}.
Q9BXW7		"SIGNAL 1..23; /evidence=""ECO:0000255"""	
Q9BS92			
Q9GZY8			SUBCELLULAR LOCATION: Mitochondrion outer membrane {ECO:0000269|PubMed:18353969, ECO:0000269|PubMed:23921378}; Single-pass type IV membrane protein {ECO:0000255}. Peroxisome {ECO:0000269|PubMed:18353969, ECO:0000269|PubMed:23921378}. Cytoplasmic vesicle, secretory vesicle, synaptic vesicle {ECO:0000250|UniProtKB:Q4KM98}.
Q9H019			SUBCELLULAR LOCATION: Mitochondrion outer membrane {ECO:0000269|PubMed:36367943}; Peripheral membrane protein {ECO:0000269|PubMed:36367943}; Cytoplasmic side {ECO:0000269|PubMed:36367943}.
Q9H061			SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:19327736, ECO:0000269|PubMed:23500070, ECO:0000269|PubMed:38199007}; Multi-pass membrane protein {ECO:0000269|PubMed:19327736, ECO:0000269|PubMed:23500070}.
Q9H078	"TRANSIT 1..36; /note=""Mitochondrion""; /evidence=""ECO:0000255"""		SUBCELLULAR LOCATION: Mitochondrion intermembrane space {ECO:0000269|PubMed:25597510, ECO:0000269|PubMed:31522117, ECO:0000269|PubMed:32866687, ECO:0000269|PubMed:34115842}.
Q9H0C2			SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:15670820}; Multi-pass membrane protein {ECO:0000255}. Membrane {ECO:0000269|PubMed:27641616}; Multi-pass membrane protein {ECO:0000255}. Cell projection, cilium, flagellum membrane {ECO:0000269|PubMed:17137571}; Multi-pass membrane protein {ECO:0000255}. Note=In sperm flagellum this protein is located in the fibrous sheath, a non-mitochondrial region (PubMed:17137571). May localize to non-mitochondrial membranes (PubMed:27641616). {ECO:0000269|PubMed:17137571, ECO:0000269|PubMed:27641616}.
Q9H0N5			
Q9H0R6			SUBCELLULAR LOCATION: Mitochondrion {ECO:0000255|HAMAP-Rule:MF_03150, ECO:0000269|PubMed:19805282}.
Q9H0U6	"TRANSIT 1..?; /note=""Mitochondrion""; /evidence=""ECO:0000255"""		SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:25278503, ECO:0000269|PubMed:28892042}.
Q9H1K1	"TRANSIT 1..34; /note=""Mitochondrion""; /evidence=""ECO:0000255"""		SUBCELLULAR LOCATION: [Isoform 1]: Mitochondrion {ECO:0000269|PubMed:11060020, ECO:0000269|PubMed:26702583}.; SUBCELLULAR LOCATION: [Isoform 2]: Cytoplasm. Nucleus {ECO:0000269|PubMed:11060020}.
Q9H1K4			SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000250|UniProtKB:Q505J6}; Multi-pass membrane protein {ECO:0000255}.
Q9H1U9			SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:33087354, ECO:0000305|PubMed:32906142}; Multi-pass membrane protein {ECO:0000255}.
Q9H2D1			SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000305|PubMed:29666258}; Multi-pass membrane protein {ECO:0000255}.
Q9H2K0	"TRANSIT 1..31; /note=""Mitochondrion"""		SUBCELLULAR LOCATION: Mitochondrion {ECO:0000305}.
Q9H2U2	"TRANSIT 1..32; /note=""Mitochondrion""; /evidence=""ECO:0000269|PubMed:12665801, ECO:0007744|PubMed:25944712"""		SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:27523597}.
Q9H2W6	"TRANSIT 1..?; /note=""Mitochondrion""; /evidence=""ECO:0000255"""		SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:25278503, ECO:0000269|PubMed:25838379, ECO:0000269|PubMed:28892042}.
Q9H300	"TRANSIT 1..52; /note=""Mitochondrion""; /evidence=""ECO:0000269|PubMed:14732705"""		SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:17116872, ECO:0000269|PubMed:22354088}; Multi-pass membrane protein {ECO:0000269|PubMed:17116872}.; SUBCELLULAR LOCATION: [P-beta]: Nucleus {ECO:0000269|PubMed:17116872}. Note=Translocated into the nucleus by an unknown mechanism (PubMed:17116872). {ECO:0000269|PubMed:17116872}.
Q9H3H1	"TRANSIT 1..47; /note=""Mitochondrion""; /evidence=""ECO:0000255"""		SUBCELLULAR LOCATION: [Isoform 1]: Mitochondrion {ECO:0000269|PubMed:24901367}.; SUBCELLULAR LOCATION: [Isoform 4]: Mitochondrion {ECO:0000305}.; SUBCELLULAR LOCATION: [Isoform 2]: Cytoplasm {ECO:0000305}.; SUBCELLULAR LOCATION: [Isoform 3]: Cytoplasm {ECO:0000305}.; SUBCELLULAR LOCATION: [Isoform 5]: Cytoplasm {ECO:0000305}.
Q9H3J6	"TRANSIT 1..35; /note=""Mitochondrion""; /evidence=""ECO:0000255"""		SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:20186120, ECO:0000269|PubMed:20598281}.
Q9H3K2	"TRANSIT 1..45; /note=""Mitochondrion""; /evidence=""ECO:0000255"""		SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:18417609}; Multi-pass membrane protein {ECO:0000255}.
Q9H3L0	"TRANSIT 1..38; /note=""Mitochondrion""; /evidence=""ECO:0000255"""		SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:23270877}. Mitochondrion {ECO:0000269|PubMed:23270877}.
Q9H4A6			SUBCELLULAR LOCATION: Golgi apparatus, Golgi stack membrane; Peripheral membrane protein; Cytoplasmic side. Golgi apparatus, trans-Golgi network membrane; Peripheral membrane protein; Cytoplasmic side. Mitochondrion intermembrane space. Cell membrane {ECO:0000250}. Endosome {ECO:0000250}. Note=Phosphatidylinositol 4-phosphate-binding and oligomerization participate in the recruitment onto Golgi membranes. {ECO:0000305}.
Q9H4B0	"TRANSIT 1..29; /note=""Mitochondrion""; /evidence=""ECO:0000255|HAMAP-Rule:MF_03179"""		SUBCELLULAR LOCATION: Mitochondrion {ECO:0000255|HAMAP-Rule:MF_03179, ECO:0000269|PubMed:19694617, ECO:0000269|PubMed:29760464}.
Q9H4I9	"TRANSIT 1..52; /note=""Mitochondrion""; /evidence=""ECO:0000305|PubMed:27642048"""		SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:24231807, ECO:0000269|PubMed:26774479, ECO:0000269|PubMed:27099988, ECO:0000269|PubMed:27642048, ECO:0000269|PubMed:31080062}; Single-pass membrane protein {ECO:0000269|PubMed:24231807, ECO:0000269|PubMed:27099988, ECO:0000269|PubMed:31080062}. Note=MAIP1 is required to assist sorting of EMRE/SMDT1 into mitochondrion by protecting EMRE/SMDT1 against protein degradation by YME1L1, thereby ensuring SMDT1/EMRE maturation by the mitochondrial processing peptidase (PMPCA and PMPCB) (PubMed:27642048). {ECO:0000269|PubMed:27642048}.
Q9H4K7			SUBCELLULAR LOCATION: Mitochondrion. Mitochondrion inner membrane; Peripheral membrane protein; Matrix side.
Q9H5Q4	"TRANSIT 1..19; /note=""Mitochondrion""; /evidence=""ECO:0000255"""		SUBCELLULAR LOCATION: Mitochondrion.
Q9H611			SUBCELLULAR LOCATION: Nucleus {ECO:0000255|HAMAP-Rule:MF_03176, ECO:0000269|PubMed:16522649, ECO:0000269|PubMed:17172855, ECO:0000269|PubMed:17827721}.; SUBCELLULAR LOCATION: [Isoform 4]: Mitochondrion {ECO:0000255|HAMAP-Rule:MF_03176, ECO:0000269|PubMed:23275553}.
Q9H649			SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000269|PubMed:27214402, ECO:0000269|PubMed:27356879, ECO:0000269|PubMed:27497299}.
Q9H6K4			SUBCELLULAR LOCATION: Mitochondrion {ECO:0000305}.
Q9H6R3	"TRANSIT 1..29; /note=""Mitochondrion""; /evidence=""ECO:0000255"""		SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000269|PubMed:28003429}.
Q9H7H0	"TRANSIT 1..27; /note=""Mitochondrion""; /evidence=""ECO:0000255"""		SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000250|UniProtKB:Q3U2U7}.
Q9H7Z7			SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000269|PubMed:12835322}; Single-pass membrane protein {ECO:0000255}.; SUBCELLULAR LOCATION: [Prostaglandin E synthase 2 truncated form]: Cytoplasm, perinuclear region {ECO:0000269|PubMed:12835322}. Note=Synthesized as a Golgi membrane-bound protein, which is further cleaved into the predominant soluble truncated form. The truncated form is cytoplasmic and is enriched in the perinuclear region. {ECO:0000269|PubMed:12835322}.
Q9H825	"TRANSIT 1..21; /note=""Mitochondrion""; /evidence=""ECO:0000255"""		SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:34774131, ECO:0000269|PubMed:35017528}. Note=Mitochondrial protein: the cytoplasmic or nuclear localization observed by some groups is either the result of an incorrect localization caused by N-terminal tagging that interferes with mitochondrial targeting, or splice isoforms that lack the N-terminal mitochondrial transit sequence. {ECO:0000269|PubMed:34774131}.
Q9H845	"TRANSIT 1..37; /note=""Mitochondrion""; /evidence=""ECO:0000269|PubMed:16020546"""		SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:16020546, ECO:0000269|PubMed:20816094}; Peripheral membrane protein {ECO:0000269|PubMed:16020546}; Matrix side {ECO:0000269|PubMed:16020546}. Note=Essentially associated with membranes. {ECO:0000269|PubMed:16020546}.
Q9H903			SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000250|UniProtKB:D3ZUA0}; Peripheral membrane protein {ECO:0000250|UniProtKB:D3ZUA0}; Matrix side {ECO:0000250|UniProtKB:D3ZUA0}.
Q9H936			SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000250|UniProtKB:A0A0G2K5L2}; Multi-pass membrane protein {ECO:0000255}.
