accession	n_domains	top_superfamily	source
Q7RTX1	5	2.10.50.30	InterPro_Gene3D
Q7RTX7	2	1.10.287.70	InterPro_Gene3D
Q7RTX9	2	1.20.1250.20	InterPro_Gene3D
Q7RTY0	1	1.20.1250.20	InterPro_Gene3D
Q7RTY1	2	1.20.1250.20	InterPro_Gene3D
Q7RTY3	4	2.40.10.10	InterPro_Gene3D
Q7RTY5	1	2.40.10.10	InterPro_Gene3D
Q7RTY7	5	2.40.10.10	InterPro_Gene3D
Q7RTY8	9	2.40.10.10	InterPro_Gene3D
Q7RTY9	1	2.40.10.10	InterPro_Gene3D
Q7RTZ1	3	2.40.10.10	InterPro_Gene3D
Q7RTZ2	1	3.90.70.10	InterPro_Gene3D
Q7Z2D5	1	1.20.144.10	InterPro_Gene3D
Q7Z2E3	2	2.60.200.20	InterPro_Gene3D
Q7Z2F6	1	6.10.140.140	InterPro_Gene3D
Q7Z2G1	1	1.10.20.10	InterPro_Gene3D
Q7Z2K6	1	3.40.630.10	InterPro_Gene3D
Q7Z2Q7	3	3.80.10.10	InterPro_Gene3D
Q7Z2T5	2	3.30.56.70	InterPro_Gene3D
Q7Z2W4	3	1.10.10.10	InterPro_Gene3D
Q7Z2X4	1	2.30.29.30	InterPro_Gene3D
Q7Z2Y5	2	1.10.510.10	InterPro_Gene3D
Q7Z2Y8	1	3.40.50.300	InterPro_Gene3D
Q7Z2Z2	8	2.40.30.10	InterPro_Gene3D
Q7Z304	4	2.60.120.200	InterPro_Gene3D
Q7Z333	2	3.40.50.300	InterPro_Gene3D
Q7Z340	16	3.30.160.60	InterPro_Gene3D
Q7Z353	2	1.10.10.60	InterPro_Gene3D
Q7Z398	9	3.30.160.60	InterPro_Gene3D
Q7Z3B1	3	2.60.40.10	InterPro_Gene3D
Q7Z3B3	1	6.10.250.3170	InterPro_Gene3D
Q7Z3B4	2	1.20.5.170	InterPro_Gene3D
Q7Z3D4	1	3.10.350.10	InterPro_Gene3D
Q7Z3D6	3	3.30.2040.10	CATH_pilot
Q7Z3E1	1	3.90.228.10	InterPro_Gene3D
Q7Z3E2	1	1.10.287.1490	InterPro_Gene3D
Q7Z3E5	1	1.25.10.10	InterPro_Gene3D
Q7Z3F1	2	1.10.10.10	InterPro_Gene3D
Q7Z3G6	3	2.10.110.10	InterPro_Gene3D
Q7Z3H0	1	1.25.40.20	InterPro_Gene3D
Q7Z3H4	1	1.10.150.50	InterPro_Gene3D
Q7Z3I7	12	3.30.160.60	InterPro_Gene3D
Q7Z3J3	3	1.25.40.10	InterPro_Gene3D
Q7Z3K3	3	1.10.10.60	InterPro_Gene3D
Q7Z3K6	2	1.10.10.60	InterPro_Gene3D
Q7Z3Q1	2	1.20.1250.20	InterPro_Gene3D
Q7Z3S7	2	3.30.450.20	InterPro_Gene3D
Q7Z3S9	5	2.10.25.10	InterPro_Gene3D
Q7Z3T1	1	1.20.1070.10	InterPro_Gene3D
Q7Z3T8	3	3.30.1360.220	InterPro_Gene3D
Q7Z3V4	4	3.30.2160.10	InterPro_Gene3D
Q7Z3V5	18	3.30.160.60	InterPro_Gene3D
Q7Z3Y7	3	1.20.5.1160	InterPro_Gene3D
Q7Z3Y8	3	1.20.5.1160	InterPro_Gene3D
Q7Z3Y9	3	1.20.5.1160	InterPro_Gene3D
Q7Z3Z0	3	1.20.5.1160	InterPro_Gene3D
Q7Z3Z3	3	2.170.260.10	InterPro_Gene3D
Q7Z3Z4	3	2.170.260.10	InterPro_Gene3D
Q7Z401	4	1.25.40.10	InterPro_Gene3D
Q7Z406	13	1.10.10.820	InterPro_Gene3D
Q7Z407	42	2.10.70.10	InterPro_Gene3D
Q7Z408	40	2.10.70.10	InterPro_Gene3D
Q7Z410	7	2.40.10.10	InterPro_Gene3D
Q7Z418	2	1.10.287.70	InterPro_Gene3D
Q7Z419	2	1.20.120.1750	InterPro_Gene3D
Q7Z434	1	1.10.533.10	CATH_pilot
Q7Z442	5	1.10.287.70	InterPro_Gene3D
Q7Z443	4	1.10.287.70	InterPro_Gene3D
Q7Z444	1	3.40.50.300	InterPro_Gene3D
Q7Z449	1	1.10.630.10	InterPro_Gene3D
Q7Z460	4	1.25.10.10	InterPro_Gene3D
Q7Z465	1	3.40.525.10	InterPro_Gene3D
Q7Z478	3	1.20.120.1080	InterPro_Gene3D
Q7Z494	4	1.25.40.10	InterPro_Gene3D
Q7Z4F1	6	2.60.120.290	InterPro_Gene3D
Q7Z4G4	1	3.40.50.150	InterPro_Gene3D
Q7Z4H3	1	1.10.3210.10	InterPro_Gene3D
Q7Z4H8	1	2.60.40.10	InterPro_Gene3D
Q7Z4I7	5	2.10.110.10	InterPro_Gene3D
Q7Z4J2	1	3.90.550.10	InterPro_Gene3D
Q7Z4K8	6	1.20.5.170	InterPro_Gene3D
Q7Z4L0	1	4.10.81.10	CATH_pilot
Q7Z4L5	5	1.25.40.10	InterPro_Gene3D
Q7Z4L9	2	3.80.10.10	InterPro_Gene3D
Q7Z4N2	1	1.20.5.1010	InterPro_Gene3D
Q7Z4N8	3	1.25.40.10	InterPro_Gene3D
Q7Z4P5	2	2.10.90.10	InterPro_Gene3D
Q7Z4Q2	3	1.25.10.10	InterPro_Gene3D
Q7Z4S6	4	2.130.10.10	InterPro_Gene3D
Q7Z4S9	1	3.30.505.10	InterPro_Gene3D
Q7Z4T8	1	3.90.550.10	InterPro_Gene3D
Q7Z4V0	2	3.30.160.60	InterPro_Gene3D
Q7Z4V5	2	1.20.930.10	InterPro_Gene3D
Q7Z4W1	1	3.40.50.720	CATH_pilot
Q7Z4W2	1	1.10.530.10	InterPro_Gene3D
Q7Z553	8	2.60.120.200	InterPro_Gene3D
Q7Z569	2	3.30.40.10	InterPro_Gene3D
Q7Z572	1	1.10.238.10	InterPro_Gene3D
Q7Z589	1	1.10.1240.40	InterPro_Gene3D
Q7Z5A4	1	2.40.10.10	InterPro_Gene3D
Q7Z5D8	1	1.10.10.60	InterPro_Gene3D
Q7Z5H3	2	1.10.555.10	InterPro_Gene3D
Q7Z5H5	1	1.20.1070.10	InterPro_Gene3D
Q7Z5J1	1	3.40.50.720	InterPro_Gene3D
Q7Z5J4	1	3.30.40.10	InterPro_Gene3D
Q7Z5J8	5	1.25.10.10	InterPro_Gene3D
Q7Z5K2	2	1.25.10.10	InterPro_Gene3D
Q7Z5L0	1	2.100.10.20	InterPro_Gene3D
Q7Z5L2	1	3.30.70.330	InterPro_Gene3D
Q7Z5L3	1	2.60.120.40	InterPro_Gene3D
Q7Z5L7	5	3.80.10.10	InterPro_Gene3D
Q7Z5L9	1	1.10.10.1580	InterPro_Gene3D
Q7Z5M8	1	3.40.50.1820	InterPro_Gene3D
Q7Z5N4	19	2.60.40.10	InterPro_Gene3D
Q7Z5P4	1	3.40.50.720	InterPro_Gene3D
Q7Z5P9	3	2.10.25.10	InterPro_Gene3D
Q7Z5Q1	3	3.30.70.330	InterPro_Gene3D
Q7Z5Q5	5	1.10.150.20	InterPro_Gene3D
Q7Z5R6	2	2.30.29.30	InterPro_Gene3D
Q7Z5U6	2	2.130.10.10	InterPro_Gene3D
Q7Z5W3	1	3.40.50.150	InterPro_Gene3D
Q7Z5Y6	2	2.10.90.10	InterPro_Gene3D
Q7Z5Y7	1	3.30.710.10	InterPro_Gene3D
Q7Z601	1	1.20.1070.10	InterPro_Gene3D
Q7Z602	1	1.20.1070.10	InterPro_Gene3D
Q7Z614	1	3.30.1520.10	InterPro_Gene3D
Q7Z624	1	3.40.50.150	InterPro_Gene3D
Q7Z628	2	1.20.900.10	InterPro_Gene3D
Q7Z692	1	2.60.40.10	InterPro_Gene3D
Q7Z698	1	2.30.29.30	InterPro_Gene3D
Q7Z699	1	2.30.29.30	InterPro_Gene3D
Q7Z6A9	1	2.60.40.10	InterPro_Gene3D
Q7Z6B7	3	1.10.555.10	InterPro_Gene3D
Q7Z6E9	3	3.10.20.90	InterPro_Gene3D
Q7Z6G3	2	1.10.238.10	InterPro_Gene3D
Q7Z6G8	5	1.10.150.50	InterPro_Gene3D
Q7Z6I6	1	1.10.555.10	InterPro_Gene3D
Q7Z6J0	5	2.30.30.40	InterPro_Gene3D
Q7Z6J2	1	2.30.42.10	InterPro_Gene3D
Q7Z6J4	4	1.20.900.10	InterPro_Gene3D
Q7Z6J6	3	1.20.80.10	InterPro_Gene3D
Q7Z6K3	1	1.25.40.120	InterPro_Gene3D
Q7Z6K4	1	1.25.40.20	InterPro_Gene3D
Q7Z6L1	1	2.30.29.30	InterPro_Gene3D
Q7Z6M1	2	2.120.10.80	InterPro_Gene3D
Q7Z6M2	2	1.20.1280.50	InterPro_Gene3D
Q7Z6M3	2	2.60.40.10	InterPro_Gene3D
Q7Z6M4	1	1.25.70.10	CATH_pilot
Q7Z6P3	2	1.10.238.10	InterPro_Gene3D
Q7Z6V5	1	3.40.140.10	InterPro_Gene3D
Q7Z6W7	1	1.10.287.110	InterPro_Gene3D
Q7Z6Z6	2	3.40.1090.10	InterPro_Gene3D
Q7Z6Z7	7	1.10.8.10	InterPro_Gene3D
Q7Z713	1	1.25.40.20	InterPro_Gene3D
Q7Z736	5	1.20.80.10	InterPro_Gene3D
Q7Z739	1	3.10.590.10	InterPro_Gene3D
Q7Z745	1	1.25.10.10	InterPro_Gene3D
Q7Z794	3	1.20.5.1160	InterPro_Gene3D
Q7Z7A1	2	3.80.10.10	InterPro_Gene3D
Q7Z7A3	1	3.40.50.620	InterPro_Gene3D
Q7Z7A4	4	1.10.510.10	InterPro_Gene3D
Q7Z7C8	1	1.10.20.10	InterPro_Gene3D
Q7Z7D3	2	2.60.40.10	InterPro_Gene3D
Q7Z7E8	1	3.10.110.10	InterPro_Gene3D
Q7Z7F0	2	3.30.1370.10	InterPro_Gene3D
Q7Z7F7	1	6.20.130.20	CATH_pilot
Q7Z7G0	2	2.60.40.10	InterPro_Gene3D
Q7Z7G1	1	3.30.505.10	InterPro_Gene3D
Q7Z7H8	1	3.30.70.1730	CATH_pilot
Q7Z7K2	12	3.30.160.60	InterPro_Gene3D
Q7Z7K6	1	2.170.150.70	InterPro_Gene3D
Q7Z7L1	3	3.30.950.30	InterPro_Gene3D
Q7Z7L7	3	1.25.10.10	InterPro_Gene3D
Q7Z7L9	15	1.10.4020.10	InterPro_Gene3D
Q7Z7M0	14	2.10.25.10	InterPro_Gene3D
Q7Z7M1	3	1.20.1070.10	InterPro_Gene3D
Q7Z7M8	1	3.90.550.50	InterPro_Gene3D
Q7Z7M9	2	2.80.10.50	InterPro_Gene3D
Q86SE5	1	3.30.70.330	InterPro_Gene3D
Q86SE8	1	2.60.120.340	InterPro_Gene3D
Q86SE9	2	3.10.20.90	InterPro_Gene3D
Q86SF2	2	2.80.10.50	InterPro_Gene3D
Q86SG2	2	1.25.40.20	InterPro_Gene3D
Q86SG3	2	3.30.70.330	InterPro_Gene3D
Q86SG5	1	1.10.238.10	InterPro_Gene3D
Q86SG6	4	1.10.510.10	InterPro_Gene3D
Q86SG7	1	1.10.530.10	InterPro_Gene3D
Q86SJ2	2	2.60.40.10	InterPro_Gene3D
Q86SJ6	6	2.60.40.60	InterPro_Gene3D
Q86SM5	1	1.20.1070.10	InterPro_Gene3D
Q86SM8	1	1.20.1070.10	InterPro_Gene3D
Q86SP6	2	1.20.1070.10	InterPro_Gene3D
Q86SQ0	1	2.30.29.30	InterPro_Gene3D
Q86SQ3	4	1.20.1070.10	InterPro_Gene3D
Q86SQ4	4	1.20.1070.10	InterPro_Gene3D
Q86SQ6	2	1.20.1070.10	InterPro_Gene3D
Q86SQ9	1	3.40.1180.10	InterPro_Gene3D
Q86SR1	2	2.80.10.50	InterPro_Gene3D
Q86SS6	2	2.60.40.150	InterPro_Gene3D
Q86SU0	2	2.60.40.10	InterPro_Gene3D
Q86SX6	1	3.40.30.10	CATH_pilot
Q86SZ2	1	3.30.1380.20	InterPro_Gene3D
Q86T13	2	2.10.25.10	InterPro_Gene3D
Q86T24	4	3.30.160.60	InterPro_Gene3D
Q86T26	5	2.40.10.10	InterPro_Gene3D
Q86T29	18	3.30.160.60	InterPro_Gene3D
Q86T65	3	1.10.238.150	InterPro_Gene3D
Q86T82	3	2.30.29.180	InterPro_Gene3D
Q86T96	1	3.30.40.10	InterPro_Gene3D
Q86TA1	1	1.20.140.30	InterPro_Gene3D
Q86TB3	3	2.60.40.10	InterPro_Gene3D
Q86TC9	5	2.60.40.10	InterPro_Gene3D
Q86TD4	3	1.10.268.20	InterPro_Gene3D
Q86TG7	3	2.40.70.10	InterPro_Gene3D
Q86TH1	6	2.20.100.10	InterPro_Gene3D
Q86TI0	5	1.10.10.2750	InterPro_Gene3D
Q86TI2	2	2.140.10.30	InterPro_Gene3D
Q86TI4	3	2.130.10.10	InterPro_Gene3D
Q86TJ2	3	1.10.10.10	InterPro_Gene3D
Q86TJ5	8	3.30.160.60	InterPro_Gene3D
Q86TM3	3	3.30.1370.10	InterPro_Gene3D
Q86TM6	1	3.30.40.10	InterPro_Gene3D
Q86TN4	2	1.10.10.970	InterPro_Gene3D
Q86TP1	2	3.10.310.20	InterPro_Gene3D
Q86TU7	2	3.90.1410.10	InterPro_Gene3D
Q86TV6	2	1.25.40.10	InterPro_Gene3D
Q86TW2	1	1.10.510.10	CATH_pilot
Q86TX2	2	2.60.40.2240	InterPro_Gene3D
Q86TZ1	5	1.25.40.10	InterPro_Gene3D
Q86U06	2	3.30.70.330	InterPro_Gene3D
Q86U10	4	1.25.40.20	InterPro_Gene3D
Q86U17	4	2.10.310.10	InterPro_Gene3D
Q86U28	1	2.60.300.12	CATH_pilot
Q86U38	2	1.25.10.10	InterPro_Gene3D
Q86U42	1	3.30.70.330	InterPro_Gene3D
Q86U44	1	3.40.50.150	InterPro_Gene3D
Q86U70	1	2.10.110.10	InterPro_Gene3D
Q86U86	8	1.20.920.10	InterPro_Gene3D
Q86U90	1	3.90.870.10	CATH_pilot
Q86UA1	2	1.25.40.10	InterPro_Gene3D
Q86UD3	1	3.30.40.10	InterPro_Gene3D
Q86UD4	12	3.30.160.60	InterPro_Gene3D
Q86UD5	1	1.20.1530.20	InterPro_Gene3D
Q86UD7	2	1.10.10.750	InterPro_Gene3D
Q86UE3	23	3.30.160.60	InterPro_Gene3D
Q86UE6	1	3.80.10.10	InterPro_Gene3D
Q86UE8	1	1.10.510.10	InterPro_Gene3D
Q86UF1	2	1.10.1450.10	InterPro_Gene3D
Q86UF2	1	1.20.5.340	InterPro_Gene3D
Q86UG4	2	1.20.1250.20	InterPro_Gene3D
Q86UK0	2	3.40.50.300	InterPro_Gene3D
Q86UL8	9	2.20.70.10	InterPro_Gene3D
Q86UN2	1	3.80.10.10	InterPro_Gene3D
Q86UN3	1	3.80.10.10	InterPro_Gene3D
Q86UP0	7	2.60.40.60	InterPro_Gene3D
Q86UP3	10	1.10.10.60	InterPro_Gene3D
Q86UP6	4	2.60.120.290	InterPro_Gene3D
Q86UP8	2	3.90.1460.10	InterPro_Gene3D
Q86UQ0	6	3.30.160.60	InterPro_Gene3D
Q86UQ4	2	3.40.50.300	InterPro_Gene3D
Q86UR1	3	1.25.40.10	InterPro_Gene3D
Q86UR5	5	2.30.42.10	InterPro_Gene3D
Q86US8	2	1.25.40.10	InterPro_Gene3D
Q86UT5	4	2.30.42.10	InterPro_Gene3D
Q86UT6	2	3.40.50.300	CATH_pilot
Q86UU0	1	3.30.40.10	InterPro_Gene3D
Q86UU1	2	2.30.29.30	InterPro_Gene3D
Q86UV5	2	3.10.20.90	InterPro_Gene3D
Q86UV6	2	3.30.160.60	InterPro_Gene3D
Q86UV7	2	3.30.160.60	InterPro_Gene3D
Q86UW6	2	3.30.1370.110	InterPro_Gene3D
Q86UW7	1	2.30.29.30	InterPro_Gene3D
Q86UW8	3	2.60.40.10	InterPro_Gene3D
Q86UW9	4	3.30.390.130	InterPro_Gene3D
Q86UX2	1	3.40.50.410	InterPro_Gene3D
Q86UX6	4	1.10.510.10	InterPro_Gene3D
Q86UX7	5	2.30.29.30	InterPro_Gene3D
Q86UY5	1	3.30.870.10	InterPro_Gene3D
Q86UY6	1	3.40.630.30	InterPro_Gene3D
Q86UY8	1	3.40.50.1000	CATH_pilot
Q86UZ6	3	3.30.160.60	InterPro_Gene3D
Q86V21	2	3.30.300.30	InterPro_Gene3D
Q86V35	1	1.10.238.10	InterPro_Gene3D
Q86V71	18	3.30.160.60	InterPro_Gene3D
Q86V81	1	3.30.70.330	InterPro_Gene3D
Q86V86	2	1.10.510.10	InterPro_Gene3D
Q86V88	1	3.40.50.1000	InterPro_Gene3D
Q86V97	3	1.25.40.420	InterPro_Gene3D
Q86VB7	9	3.10.250.10	InterPro_Gene3D
Q86VD1	2	3.30.40.100	InterPro_Gene3D
Q86VD7	1	1.50.40.10	CATH_pilot
Q86VE3	1	3.40.630.30	InterPro_Gene3D
Q86VF2	11	2.60.40.10	InterPro_Gene3D
Q86VF7	1	2.10.110.10	InterPro_Gene3D
Q86VH2	1	3.40.850.10	InterPro_Gene3D
Q86VH4	1	3.80.10.10	InterPro_Gene3D
Q86VH5	1	3.80.10.10	InterPro_Gene3D
Q86VI1	2	1.10.357.50	InterPro_Gene3D
Q86VI3	4	1.10.418.10	InterPro_Gene3D
Q86VK4	5	3.30.160.60	InterPro_Gene3D
Q86VM9	1	4.10.1000.10	InterPro_Gene3D
Q86VN1	4	1.10.10.10	InterPro_Gene3D
Q86VP1	2	2.60.40.2840	InterPro_Gene3D
Q86VP6	2	1.25.10.10	InterPro_Gene3D
Q86VQ3	1	3.40.30.10	InterPro_Gene3D
Q86VR7	3	2.60.40.10	InterPro_Gene3D
Q86VS8	1	1.10.418.10	InterPro_Gene3D
Q86VU5	1	3.40.50.150	CATH_pilot
Q86VV4	1	2.30.29.30	InterPro_Gene3D
Q86VV8	1	1.25.10.10	InterPro_Gene3D
Q86VW0	2	1.20.58.60	InterPro_Gene3D
Q86VW1	1	1.20.1250.20	InterPro_Gene3D
Q86VW2	2	1.20.900.10	InterPro_Gene3D
Q86VY4	2	1.20.5.1500	InterPro_Gene3D
Q86VZ1	1	1.20.1070.10	InterPro_Gene3D
Q86VZ2	1	2.130.10.10	InterPro_Gene3D
Q86VZ4	2	2.60.40.10	InterPro_Gene3D
Q86VZ5	1	1.10.150.50	InterPro_Gene3D
Q86VZ6	2	3.30.160.60	InterPro_Gene3D
Q86W10	1	1.10.630.10	InterPro_Gene3D
Q86W11	8	1.10.4020.10	InterPro_Gene3D
Q86W24	3	1.10.533.10	InterPro_Gene3D
Q86W25	5	1.10.533.10	InterPro_Gene3D
Q86W26	2	1.10.533.10	InterPro_Gene3D
Q86W28	3	1.10.533.10	InterPro_Gene3D
Q86W34	1	3.40.390.10	InterPro_Gene3D
Q86W42	1	2.130.10.10	InterPro_Gene3D
Q86W50	1	3.40.50.150	InterPro_Gene3D
Q86W74	1	1.25.40.20	InterPro_Gene3D
Q86W92	3	1.10.150.50	InterPro_Gene3D
Q86WA6	1	3.40.50.1820	CATH_pilot
Q86WA8	5	1.10.8.60	InterPro_Gene3D
Q86WA9	1	3.30.750.24	InterPro_Gene3D
Q86WB7	3	1.20.1250.20	InterPro_Gene3D
Q86WC6	1	1.25.40.20	InterPro_Gene3D
Q86WD7	4	2.10.310.10	InterPro_Gene3D
Q86WG3	1	3.40.525.10	InterPro_Gene3D
Q86WG5	4	2.30.29.30	InterPro_Gene3D
Q86WH2	2	1.20.5.110	InterPro_Gene3D
Q86WI1	16	2.160.20.10	InterPro_Gene3D
Q86WI3	8	1.10.533.20	InterPro_Gene3D
Q86WJ1	3	3.40.220.10	InterPro_Gene3D
Q86WK6	2	2.60.40.10	InterPro_Gene3D
Q86WK7	2	2.60.40.10	InterPro_Gene3D
Q86WN1	3	1.20.1270.60	InterPro_Gene3D
Q86WN2	1	1.20.1250.10	InterPro_Gene3D
Q86WQ0	1	2.60.120.260	InterPro_Gene3D
Q86WS3	1	2.60.40.3210	InterPro_Gene3D
Q86WS5	1	2.40.10.10	InterPro_Gene3D
Q86WT1	2	1.25.40.10	InterPro_Gene3D
Q86WT6	3	2.60.120.920	InterPro_Gene3D
Q86WU2	5	1.10.45.10	CATH_pilot
Q86WV1	3	2.30.29.30	InterPro_Gene3D
Q86WV5	1	2.40.50.140	InterPro_Gene3D
Q86WV6	2	1.20.5.5200	InterPro_Gene3D
Q86WZ0	3	1.25.10.10	InterPro_Gene3D
Q86WZ6	20	3.30.160.60	InterPro_Gene3D
Q86X10	1	3.40.50.11210	InterPro_Gene3D
Q86X24	1	3.30.900.10	InterPro_Gene3D
Q86X27	2	1.10.840.10	InterPro_Gene3D
Q86X29	2	2.60.40.10	InterPro_Gene3D
Q86X40	1	3.80.10.10	InterPro_Gene3D
Q86X45	1	3.80.10.10	InterPro_Gene3D
Q86X52	2	3.90.550.10	InterPro_Gene3D
Q86X55	3	2.30.29.30	InterPro_Gene3D
Q86X67	2	3.90.79.10	CATH_pilot
Q86X76	1	3.60.110.10	CATH_pilot
Q86XA0	1	3.40.50.150	InterPro_Gene3D
Q86XA9	8	1.25.10.10	InterPro_Gene3D
Q86XD8	2	3.10.20.90	InterPro_Gene3D
Q86XE0	2	1.20.1270.60	InterPro_Gene3D
Q86XE3	2	1.10.238.10	CATH_pilot
Q86XE5	1	3.20.20.70	CATH_pilot
Q86XF0	1	3.40.430.10	InterPro_Gene3D
Q86XF7	5	3.30.160.60	InterPro_Gene3D
Q86XG9	1	1.20.5.1700	InterPro_Gene3D
Q86XH1	2	1.10.8.60	InterPro_Gene3D
Q86XI2	1	1.25.10.10	InterPro_Gene3D
Q86XI6	1	2.60.40.2440	InterPro_Gene3D
Q86XJ1	2	1.10.418.10	InterPro_Gene3D
Q86XK2	4	1.20.1280.50	InterPro_Gene3D
Q86XK3	1	6.10.140.1020	InterPro_Gene3D
Q86XK7	2	2.60.40.10	InterPro_Gene3D
Q86XL3	3	1.10.720.40	InterPro_Gene3D
Q86XN6	20	3.30.160.60	InterPro_Gene3D
Q86XN8	3	3.30.1370.10	InterPro_Gene3D
Q86XP0	2	2.60.40.150	InterPro_Gene3D
Q86XP1	6	1.10.150.50	InterPro_Gene3D
Q86XP3	2	3.40.50.300	InterPro_Gene3D
Q86XP6	1	3.30.390.150	InterPro_Gene3D
Q86XQ3	2	1.10.287.70	InterPro_Gene3D
Q86XR2	1	2.30.29.30	InterPro_Gene3D
Q86XR7	1	3.40.50.10140	InterPro_Gene3D
Q86XR8	1	1.20.58.90	InterPro_Gene3D
Q86XS5	1	3.90.215.10	InterPro_Gene3D
Q86XS8	2	3.30.40.10	InterPro_Gene3D
Q86XT4	3	2.60.120.920	InterPro_Gene3D
Q86XU0	11	3.30.160.60	InterPro_Gene3D
Q86XW9	2	3.30.70.141	InterPro_Gene3D
Q86XX4	18	2.10.220.10	InterPro_Gene3D
Q86Y01	4	3.30.390.130	InterPro_Gene3D
Q86Y07	1	1.10.510.10	InterPro_Gene3D
Q86Y13	1	3.30.40.10	InterPro_Gene3D
Q86Y25	12	3.30.160.60	InterPro_Gene3D
Q86Y33	1	2.130.10.10	InterPro_Gene3D
Q86Y34	2	1.20.1070.10	InterPro_Gene3D
Q86Y37	1	1.20.1310.10	InterPro_Gene3D
Q86Y46	3	1.20.5.1160	InterPro_Gene3D
Q86Y56	4	1.25.10.10	InterPro_Gene3D
Q86Y78	1	2.10.60.10	InterPro_Gene3D
Q86Y79	1	3.40.50.1470	CATH_pilot
Q86Y82	2	1.20.5.110	InterPro_Gene3D
Q86Y91	1	3.40.850.10	InterPro_Gene3D
Q86Y97	2	1.10.10.1700	InterPro_Gene3D
Q86YA3	3	3.40.50.300	InterPro_Gene3D
Q86YB7	2	1.10.12.10	CATH_pilot
Q86YC2	1	2.130.10.10	InterPro_Gene3D
Q86YC3	4	3.80.10.10	InterPro_Gene3D
Q86YD1	2	2.40.290.30	InterPro_Gene3D
Q86YD3	1	2.60.40.10	InterPro_Gene3D
Q86YD5	3	4.10.400.10	InterPro_Gene3D
Q86YE8	20	3.30.160.60	InterPro_Gene3D
Q86YF9	1	3.30.160.60	InterPro_Gene3D
Q86YG4	1	3.40.50.1000	InterPro_Gene3D
Q86YH2	1	3.30.160.60	InterPro_Gene3D
Q86YH6	1	1.10.600.10	CATH_pilot
Q86YI8	1	3.30.40.10	InterPro_Gene3D
Q86YJ5	1	3.30.40.10	InterPro_Gene3D
Q86YJ6	5	3.40.50.1100	InterPro_Gene3D
Q86YJ7	1	1.25.40.20	InterPro_Gene3D
Q86YM7	2	1.20.5.1700	InterPro_Gene3D
Q86YN1	1	1.20.144.10	InterPro_Gene3D
Q86YN6	1	3.30.70.330	InterPro_Gene3D
Q86YP4	1	6.10.250.1650	InterPro_Gene3D
Q86YQ2	1	3.15.10.10	InterPro_Gene3D
Q86YQ8	2	2.60.40.150	InterPro_Gene3D
Q86YR5	3	1.25.40.10	InterPro_Gene3D
Q86YR6	1	1.25.40.20	InterPro_Gene3D
Q86YR7	3	1.20.58.60	InterPro_Gene3D
Q86YS3	2	1.10.238.10	InterPro_Gene3D
Q86YS6	1	3.40.50.300	InterPro_Gene3D
Q86YS7	1	2.60.40.150	InterPro_Gene3D
Q86YT6	11	1.25.40.20	InterPro_Gene3D
Q86YT9	2	2.60.40.10	InterPro_Gene3D
Q86YV0	3	1.10.506.10	InterPro_Gene3D
Q86YV5	2	1.10.510.10	InterPro_Gene3D
Q86YV6	2	1.10.510.10	InterPro_Gene3D
Q86YW0	4	1.10.238.10	InterPro_Gene3D
Q86YW5	1	2.60.40.10	InterPro_Gene3D
Q86YW7	1	2.10.90.10	InterPro_Gene3D
Q86YZ3	1	1.10.238.10	InterPro_Gene3D
Q86Z02	2	1.10.510.10	InterPro_Gene3D
Q86Z14	2	3.20.20.80	InterPro_Gene3D
Q86Z23	1	2.60.120.40	InterPro_Gene3D
Q8HWS3	1	1.10.10.10	InterPro_Gene3D
Q8IU54	1	1.20.1250.60	InterPro_Gene3D
Q8IU57	2	2.60.40.10	InterPro_Gene3D
Q8IU60	2	1.10.10.1050	InterPro_Gene3D
Q8IU80	6	2.40.10.10	InterPro_Gene3D
Q8IU81	1	1.10.10.1580	InterPro_Gene3D
Q8IU85	2	1.10.510.10	InterPro_Gene3D
Q8IU89	1	1.10.10.60	InterPro_Gene3D
Q8IUA0	4	4.10.410.10	InterPro_Gene3D
Q8IUA7	2	3.40.50.300	CATH_pilot
Q8IUB2	4	4.10.75.10	InterPro_Gene3D
Q8IUC4	3	1.10.287.160	InterPro_Gene3D
Q8IUC6	2	1.25.40.780	InterPro_Gene3D
Q8IUC8	2	2.80.10.50	InterPro_Gene3D
Q8IUD2	3	1.10.287.1490	InterPro_Gene3D
Q8IUD6	2	2.60.120.920	InterPro_Gene3D
Q8IUE0	1	1.10.10.60	InterPro_Gene3D
Q8IUE1	1	1.10.10.60	InterPro_Gene3D
Q8IUE6	1	1.10.20.10	InterPro_Gene3D
Q8IUF1	2	3.30.1220.10	InterPro_Gene3D
Q8IUF8	3	1.10.10.1500	InterPro_Gene3D
Q8IUG5	11	1.10.10.820	InterPro_Gene3D
Q8IUH2	1	2.30.110.10	InterPro_Gene3D
Q8IUH3	3	3.30.70.330	InterPro_Gene3D
Q8IUH4	1	1.25.40.20	InterPro_Gene3D
Q8IUH5	1	1.25.40.20	InterPro_Gene3D
Q8IUH8	1	3.50.30.30	InterPro_Gene3D
Q8IUI8	1	2.60.40.10	InterPro_Gene3D
Q8IUK8	1	2.60.120.40	InterPro_Gene3D
Q8IUL8	2	2.20.100.10	InterPro_Gene3D
Q8IUM7	2	3.30.450.20	InterPro_Gene3D
Q8IUN9	1	3.10.100.10	InterPro_Gene3D
Q8IUQ0	4	1.10.8.20	InterPro_Gene3D
Q8IUQ4	3	2.60.210.10	InterPro_Gene3D
