accession	source	n_domains	top_superfamily	cath_class	datasets
Q14749	Chainsaw	2			proteome_bg
Q13561	Chainsaw	1			proteome_bg
Q15072	Chainsaw	2			proteome_bg
Q14674	Chainsaw	5			proteome_bg
Q14146	Chainsaw	3			proteome_bg
Q13410	Chainsaw	3			proteome_bg
Q14508	Chainsaw	0			proteome_bg
Q14657	Chainsaw	1			proteome_bg
Q13813	Chainsaw	8			proteome_bg
Q14773	Chainsaw	2			proteome_bg
Q13795	Chainsaw	1			proteome_bg
Q15021	Chainsaw	5			proteome_bg
Q14213	Chainsaw	2			proteome_bg
Q13433	Chainsaw	1			proteome_bg
Q14050	Chainsaw	0			proteome_bg
Q14CB8	Chainsaw	2			proteome_bg
Q13404	Chainsaw	1			proteome_bg
Q13438	Chainsaw	4			proteome_bg
Q14188	Chainsaw	2			proteome_bg
Q15006	Chainsaw	1			proteome_bg
Q13616	Chainsaw	4			proteome_bg
Q14409	Chainsaw	2			proteome_bg
Q13464	Chainsaw	3			proteome_bg
Q13562	Chainsaw	1			proteome_bg
Q14CX7	Chainsaw	3			proteome_bg
Q13510	Chainsaw	2			proteome_bg
Q15032	Chainsaw	2			proteome_bg
Q14566	Chainsaw	4			proteome_bg
Q14728	Chainsaw	2			proteome_bg
Q14166	Chainsaw	3			proteome_bg
Q14894	Chainsaw	2			proteome_bg
Q14833	Chainsaw	4			proteome_bg
Q14590	Chainsaw	3			proteome_bg
Q14525	Chainsaw	1			proteome_bg
Q13541	Chainsaw	1			proteome_bg
Q13705	Chainsaw	2			proteome_bg
Q14814	Chainsaw	1			proteome_bg
Q14114	Chainsaw	2			proteome_bg
Q13506	Chainsaw	3			proteome_bg
Q14527	Chainsaw	3			proteome_bg
Q13642	Chainsaw	3			proteome_bg
Q14390	Chainsaw	1			proteome_bg
Q15070	Chainsaw	2			mito_bg
Q147X3	Chainsaw	2			proteome_bg
Q13424	Chainsaw	4			proteome_bg
Q14457	Chainsaw	2			proteome_bg
Q14CZ7	Chainsaw	2			matrix_bg,mito_bg
Q14940	Chainsaw	3			proteome_bg
Q14558	Chainsaw	2			proteome_bg
Q15012	Chainsaw	1			proteome_bg
Q15013	Chainsaw	1			proteome_bg
Q13972	Chainsaw	6			proteome_bg
Q149N8	Chainsaw	6			proteome_bg
Q15042	Chainsaw	4			proteome_bg
Q14CM0	Chainsaw	3			proteome_bg
Q14507	Chainsaw	1			proteome_bg
Q14162	Chainsaw	0			proteome_bg
Q14315	Chainsaw	11			proteome_bg
Q14623	Chainsaw	2			proteome_bg
Q14209	Chainsaw	1			proteome_bg
Q15049	Chainsaw	2			proteome_bg
Q13516	Chainsaw	0			proteome_bg
Q13956	Chainsaw	0			proteome_bg
Q14451	Chainsaw	3			proteome_bg
Q149M9	Chainsaw	5			proteome_bg
Q14953	Chainsaw	2			proteome_bg
Q13478	Chainsaw	4			proteome_bg
Q147U1	Chainsaw	3			proteome_bg
Q13873	Chainsaw	2			proteome_bg
Q13608	Chainsaw	7			proteome_bg
Q15051	Chainsaw	3			proteome_bg
Q14004	Chainsaw	2			proteome_bg
Q14289	Chainsaw	5			proteome_bg
Q13415	Chainsaw	4			proteome_bg
Q13459	Chainsaw	5			proteome_bg
Q14872	Chainsaw	1			proteome_bg
Q14406	Chainsaw	1			proteome_bg
Q13469	Chainsaw	2			proteome_bg
Q14831	Chainsaw	4			proteome_bg
Q13601	Chainsaw	3			proteome_bg
Q14576	Chainsaw	3			proteome_bg
Q14739	Chainsaw	2			proteome_bg
Q14191	Chainsaw	5			proteome_bg
Q14376	Chainsaw	2			proteome_bg
Q13829	Chainsaw	2			proteome_bg
Q15047	Chainsaw	3			proteome_bg
Q14686	Chainsaw	0			proteome_bg
Q14966	Chainsaw	1			proteome_bg
Q13425	Chainsaw	3			proteome_bg
Q14137	Chainsaw	3			proteome_bg
Q13563	Chainsaw	5			proteome_bg
Q14694	Chainsaw	2			proteome_bg
Q13402	Chainsaw	8			proteome_bg
Q14568	Chainsaw	3			proteome_bg
Q15029	Chainsaw	5			proteome_bg
Q13490	Chainsaw	5			proteome_bg
Q14330	Chainsaw	1			proteome_bg
Q13547	Chainsaw	1			proteome_bg
Q14C86	Chainsaw	2			proteome_bg
Q13443	Chainsaw	3			proteome_bg
Q14832	Chainsaw	4			proteome_bg
Q14587	Chainsaw	3			proteome_bg
Q14156	Chainsaw	3			proteome_bg
Q14954	Chainsaw	2			proteome_bg
Q13641	Chainsaw	1			proteome_bg
Q14693	Chainsaw	2			proteome_bg
Q14512	Chainsaw	2			proteome_bg
Q14432	Chainsaw	4			proteome_bg
Q15067	Chainsaw	4			proteome_bg
Q14397	Chainsaw	3			proteome_bg
Q14563	Chainsaw	4			proteome_bg
Q15025	Chainsaw	1			proteome_bg
Q14929	Chainsaw	3			proteome_bg
Q14934	Chainsaw	2			proteome_bg
Q14722	Chainsaw	2			proteome_bg
Q14435	Chainsaw	2			proteome_bg
Q14571	Chainsaw	6			proteome_bg
Q13683	Chainsaw	4			proteome_bg
Q14691	Chainsaw	2			proteome_bg
Q13503	Chainsaw	1			proteome_bg
Q14186	Chainsaw	2			proteome_bg
Q14DG7	Chainsaw	4			proteome_bg
Q15004	Chainsaw	0			proteome_bg
Q13449	Chainsaw	3			proteome_bg
Q14108	Chainsaw	2			proteome_bg
Q13868	Chainsaw	3			proteome_bg
Q14332	Chainsaw	2			proteome_bg
Q14240	Chainsaw	2			proteome_bg
Q14257	Chainsaw	2			proteome_bg
Q14019	Chainsaw	1			proteome_bg
Q14149	Chainsaw	3			proteome_bg
Q14093	Chainsaw	1			proteome_bg
Q14246	Chainsaw	4			proteome_bg
Q13591	Chainsaw	4			proteome_bg
Q14247	Chainsaw	1			proteome_bg
Q14142	Chainsaw	3			proteome_bg
Q13586	Chainsaw	3			proteome_bg
Q13634	Chainsaw	6			proteome_bg
Q14103	Chainsaw	2			proteome_bg
Q14651	Chainsaw	5			proteome_bg
Q15059	Chainsaw	3			proteome_bg
Q14676	Chainsaw	1			proteome_bg
Q13501	Chainsaw	4			proteome_bg
Q13442	Chainsaw	1			proteome_bg
Q14863	Chainsaw	3			proteome_bg
Q13526	Chainsaw	1			proteome_bg
Q13619	Chainsaw	5			proteome_bg
Q15018	Chainsaw	2			proteome_bg
Q15050	Chainsaw	3			proteome_bg
Q14C87	Chainsaw	4			proteome_bg
Q13607	Chainsaw	1			proteome_bg
Q14393	Chainsaw	4			proteome_bg
Q14003	Chainsaw	3			proteome_bg
Q13435	Chainsaw	4			proteome_bg
Q14964	Chainsaw	1			proteome_bg
Q15043	Chainsaw	2			proteome_bg
Q15056	Chainsaw	1			proteome_bg
Q13573	Chainsaw	2			proteome_bg
Q13636	Chainsaw	1			proteome_bg
Q13421	Chainsaw	2			proteome_bg
Q14D33	Chainsaw	2			proteome_bg
Q14574	Chainsaw	7			proteome_bg
Q15041	Chainsaw	1			proteome_bg
Q14094	Chainsaw	2			proteome_bg
Q14847	Chainsaw	2			proteome_bg
Q13572	Chainsaw	2			proteome_bg
Q14331	Chainsaw	2			proteome_bg
Q15024	Chainsaw	1			proteome_bg
Q13444	Chainsaw	4			proteome_bg
Q14957	Chainsaw	4			proteome_bg
Q13627	Chainsaw	2			proteome_bg
Q15038	Chainsaw	1			proteome_bg
Q15052	Chainsaw	5			proteome_bg
Q14410	Chainsaw	2			proteome_bg
Q14774	Chainsaw	1			proteome_bg
Q13536	Chainsaw	1			proteome_bg
Q14192	Chainsaw	3			proteome_bg
Q14582	Chainsaw	1			proteome_bg
Q13530	Chainsaw	2			proteome_bg
Q14738	Chainsaw	2			proteome_bg
Q13875	Chainsaw	0			proteome_bg
Q14141	Chainsaw	1			proteome_bg
Q14206	Chainsaw	2			proteome_bg
Q14678	Chainsaw	3			proteome_bg
Q14680	Chainsaw	3			proteome_bg
Q14254	Chainsaw	2			proteome_bg
Q14746	Chainsaw	5			proteome_bg
Q14697	Chainsaw	3			proteome_bg
Q14807	Chainsaw	3			proteome_bg
Q14714	Chainsaw	1			proteome_bg
Q13554	Chainsaw	2			proteome_bg
Q13588	Chainsaw	3			proteome_bg
Q14153	Chainsaw	0			proteome_bg
Q14767	Chainsaw	5			proteome_bg
Q13474	Chainsaw	5			proteome_bg
Q13519	Chainsaw	1			proteome_bg
Q14BN4	Chainsaw	1			proteome_bg
Q14653	Chainsaw	2			proteome_bg
Q14008	Chainsaw	7			proteome_bg
Q14654	Chainsaw	2			proteome_bg
Q13618	Chainsaw	5			proteome_bg
Q13418	Chainsaw	2			proteome_bg
Q13569	Chainsaw	1			proteome_bg
Q13546	Chainsaw	3			proteome_bg
Q14392	Chainsaw	1			proteome_bg
Q14126	Chainsaw	6			proteome_bg
Q13620	Chainsaw	4			proteome_bg
Q13761	Chainsaw	1			proteome_bg
Q13571	Chainsaw	1			proteome_bg
Q14320	Chainsaw	2			proteome_bg
Q14919	Chainsaw	1			proteome_bg
Q14667	Chainsaw	5			proteome_bg
Q14236	Chainsaw	0			proteome_bg
Q14677	Chainsaw	2			proteome_bg
Q14517	Chainsaw	9			proteome_bg
Q14542	Chainsaw	2			proteome_bg
Q14500	Chainsaw	3			proteome_bg
Q15075	Chainsaw	1			proteome_bg
Q13416	Chainsaw	2			proteome_bg
Q14671	Chainsaw	1			proteome_bg
Q15063	Chainsaw	6			proteome_bg
Q13702	Chainsaw	1			proteome_bg
Q13609	Chainsaw	1			proteome_bg
Q13823	Chainsaw	3			proteome_bg
Q13614	Chainsaw	2			proteome_bg
Q13495	Chainsaw	0			proteome_bg
Q13439	Chainsaw	1			proteome_bg
Q14135	Chainsaw	0			proteome_bg
Q14184	Chainsaw	2			proteome_bg
Q13884	Chainsaw	4			proteome_bg
Q14444	Chainsaw	1			proteome_bg
Q14696	Chainsaw	2			proteome_bg
Q13422	Chainsaw	2			proteome_bg
Q14644	Chainsaw	5			proteome_bg
Q14999	Chainsaw	8			proteome_bg
Q14139	Chainsaw	5			proteome_bg
Q14765	Chainsaw	4			proteome_bg
Q14140	Chainsaw	1			proteome_bg
Q14602	Chainsaw	0			proteome_bg
Q13520	Chainsaw	1			proteome_bg
Q14721	Chainsaw	3			proteome_bg
Q13489	Chainsaw	5			proteome_bg
Q14914	Chainsaw	2			proteome_bg
Q14943	Chainsaw	3			proteome_bg
Q14703	Chainsaw	5			proteome_bg
Q13887	Chainsaw	0			proteome_bg
Q14643	Chainsaw	6			proteome_bg
Q15005	Chainsaw	2			proteome_bg
Q14118	Chainsaw	2			proteome_bg
Q14973	Chainsaw	1			proteome_bg
Q13615	Chainsaw	3			proteome_bg
Q14699	Chainsaw	1			proteome_bg
Q13542	Chainsaw	1			proteome_bg
Q13905	Chainsaw	3			proteome_bg
Q15053	Chainsaw	1			proteome_bg
Q14865	Chainsaw	2			proteome_bg
Q14993	Chainsaw	1			proteome_bg
Q13625	Chainsaw	2			proteome_bg
Q15034	Chainsaw	4			proteome_bg
Q15019	Chainsaw	1			proteome_bg
Q14586	Chainsaw	2			proteome_bg
Q13885	Chainsaw	3			proteome_bg
Q14524	Chainsaw	7			proteome_bg
Q14526	Chainsaw	4			proteome_bg
Q13461	Chainsaw	1			proteome_bg
Q13595	Chainsaw	1			proteome_bg
Q13698	Chainsaw	7			proteome_bg
Q14534	Chainsaw	3			proteome_bg
Q14766	Chainsaw	3			proteome_bg
Q13822	Chainsaw	3			proteome_bg
Q13671	Chainsaw	4			proteome_bg
Q13651	Chainsaw	3			proteome_bg
Q14165	Chainsaw	1			proteome_bg
Q15061	Chainsaw	2			proteome_bg
Q13617	Chainsaw	4			proteome_bg
Q14232	Chainsaw	2			proteome_bg
Q14781	Chainsaw	1			proteome_bg
Q14995	Chainsaw	2			proteome_bg
Q14202	Chainsaw	3			proteome_bg
Q14210	Chainsaw	2			proteome_bg
Q14683	Chainsaw	4			proteome_bg
Q13938	Chainsaw	2			proteome_bg
Q14624	Chainsaw	4			proteome_bg
Q14690	Chainsaw	8			proteome_bg
Q13564	Chainsaw	3			proteome_bg
Q15077	Chainsaw	1			proteome_bg
Q13724	Chainsaw	2			proteome_bg
Q14204	Chainsaw	6			proteome_bg
Q13451	Chainsaw	3			proteome_bg
Q15035	Chainsaw	1			proteome_bg
Q14032	Chainsaw	2			proteome_bg
Q14956	Chainsaw	3			proteome_bg
Q14641	Chainsaw	1			proteome_bg
Q14498	Chainsaw	3			proteome_bg
Q13794	Chainsaw	0			mito_bg
Q14642	Chainsaw	2			proteome_bg
Q13936	Chainsaw	6			proteome_bg
Q14D04	Chainsaw	3			proteome_bg
Q13496	Chainsaw	2			proteome_bg
Q14CW9	Chainsaw	2			proteome_bg
Q14117	Chainsaw	2			proteome_bg
Q14314	Chainsaw	2			proteome_bg
Q13796	Chainsaw	2			proteome_bg
Q14896	Chainsaw	12			proteome_bg
Q14123	Chainsaw	2			proteome_bg
Q13477	Chainsaw	2			proteome_bg
Q14112	Chainsaw	5			proteome_bg
Q14626	Chainsaw	3			proteome_bg
Q13838	Chainsaw	2			proteome_bg
Q14119	Chainsaw	3			proteome_bg
Q13772	Chainsaw	1			proteome_bg
Q13621	Chainsaw	4			proteome_bg
Q14978	Chainsaw	1			proteome_bg
Q14684	Chainsaw	1			proteome_bg
Q14159	Chainsaw	4			proteome_bg
Q14164	Chainsaw	3			proteome_bg
Q13951	Chainsaw	1			proteome_bg
Q13480	Chainsaw	1			proteome_bg
Q14201	Chainsaw	1			proteome_bg
Q14533	Chainsaw	1			proteome_bg
Q14974	Chainsaw	2			proteome_bg
Q15036	Chainsaw	3			proteome_bg
Q14982	Chainsaw	3			proteome_bg
Q13751	Chainsaw	3			proteome_bg
Q14449	Chainsaw	4			proteome_bg
Q14152	Chainsaw	2			proteome_bg
Q14181	Chainsaw	3			proteome_bg
Q13950	Chainsaw	1			proteome_bg
Q15057	Chainsaw	3			proteome_bg
Q14296	Chainsaw	3			mito_bg
Q14244	Chainsaw	1			proteome_bg
Q14592	Chainsaw	2			proteome_bg
Q14681	Chainsaw	2			proteome_bg
Q14585	Chainsaw	2			proteome_bg
Q13740	Chainsaw	5			proteome_bg
Q14CS0	Chainsaw	2			proteome_bg
Q13753	Chainsaw	4			proteome_bg
Q14161	Chainsaw	2			proteome_bg
Q14160	Chainsaw	4			proteome_bg
Q14011	Chainsaw	1			proteome_bg
Q14168	Chainsaw	5			proteome_bg
Q13835	Chainsaw	2			proteome_bg
Q13585	Chainsaw	1			proteome_bg
Q14134	Chainsaw	2			proteome_bg
Q14764	Chainsaw	3			proteome_bg
Q14562	Chainsaw	5			proteome_bg
Q13639	Chainsaw	1			proteome_bg
Q13946	Chainsaw	1			proteome_bg
Q14190	Chainsaw	2			proteome_bg
Q14627	Chainsaw	3			proteome_bg
Q13485	Chainsaw	2			proteome_bg
Q14157	Chainsaw	0			proteome_bg
Q13492	Chainsaw	1			proteome_bg
Q13535	Chainsaw	7			proteome_bg
Q13434	Chainsaw	2			proteome_bg
Q13630	Chainsaw	2			proteome_bg
Q13491	Chainsaw	1			proteome_bg
Q14997	Chainsaw	5			proteome_bg
Q13685	Chainsaw	1			proteome_bg
Q14353	Chainsaw	1			proteome_bg
Q14532	Chainsaw	1			proteome_bg
Q13409	Chainsaw	3			proteome_bg
Q13670	Chainsaw	1			proteome_bg
Q14469	Chainsaw	3			proteome_bg
Q14CN2	Chainsaw	5			proteome_bg
Q15003	Chainsaw	4			proteome_bg
Q13428	Chainsaw	0			proteome_bg
Q15014	Chainsaw	1			proteome_bg
Q15011	Chainsaw	2			proteome_bg
Q14194	Chainsaw	2			proteome_bg
Q13637	Chainsaw	1			proteome_bg
Q14669	Chainsaw	6			proteome_bg
Q14195	Chainsaw	2			proteome_bg
Q14656	Chainsaw	1			proteome_bg
Q13432	Chainsaw	1			proteome_bg
Q14849	Chainsaw	2			proteome_bg
Q13576	Chainsaw	7			proteome_bg
Q14012	Chainsaw	2			proteome_bg
Q14593	Chainsaw	3			proteome_bg
Q14CN4	Chainsaw	1			proteome_bg
Q14511	Chainsaw	3			proteome_bg
Q13939	Chainsaw	3			proteome_bg
Q14203	Chainsaw	4			proteome_bg
Q14183	Chainsaw	2			proteome_bg
Q13488	Chainsaw	3			proteome_bg
Q13522	Chainsaw	1			proteome_bg
Q14916	Chainsaw	2			proteome_bg
Q14692	Chainsaw	6			proteome_bg
Q15027	Chainsaw	4			proteome_bg
Q14CZ8	Chainsaw	2			proteome_bg
Q13574	Chainsaw	4			proteome_bg
Q13427	Chainsaw	2			proteome_bg
Q14088	Chainsaw	1			proteome_bg
Q14002	Chainsaw	2			proteome_bg
Q14242	Chainsaw	0			proteome_bg
Q14687	Chainsaw	1			proteome_bg
Q15007	Chainsaw	1			proteome_bg
Q15020	Chainsaw	4			proteome_bg
Q14515	Chainsaw	1			proteome_bg
Q15022	Chainsaw	4			proteome_bg
Q14549	Chainsaw	1			proteome_bg
Q14241	Chainsaw	2			proteome_bg
Q13882	Chainsaw	3			proteome_bg
Q14493	Chainsaw	1			proteome_bg
Q14185	Chainsaw	5			proteome_bg
Q14CZ0	Chainsaw	2			proteome_bg
Q14258	Chainsaw	4			proteome_bg
Q13888	Chainsaw	4			proteome_bg
Q14151	Chainsaw	1			proteome_bg
Q14679	Chainsaw	2			proteome_bg
Q13867	Chainsaw	3			proteome_bg
Q14416	Chainsaw	4			proteome_bg
Q13508	Chainsaw	2			proteome_bg
Q14573	Chainsaw	9			proteome_bg
Q147U7	Chainsaw	1			proteome_bg
Q13509	Chainsaw	3			proteome_bg
Q14952	Chainsaw	2			proteome_bg
Q13426	Chainsaw	1			proteome_bg
Q14761	Chainsaw	1			proteome_bg
Q14CX5	Chainsaw	2			proteome_bg
Q13610	Chainsaw	2			proteome_bg
Q14147	Chainsaw	5			proteome_bg
Q14990	Chainsaw	2			proteome_bg
Q14994	Chainsaw	2			proteome_bg
Q14116	Chainsaw	1			proteome_bg
Q14055	Chainsaw	0			proteome_bg
Q15058	Chainsaw	5			proteome_bg
Q14129	Chainsaw	1			proteome_bg
Q13886	Chainsaw	1			proteome_bg
Q13515	Chainsaw	1			proteome_bg
Q13643	Chainsaw	3			proteome_bg
Q13487	Chainsaw	3			proteome_bg
Q13568	Chainsaw	2			proteome_bg
Q14695	Chainsaw	1			proteome_bg
Q14938	Chainsaw	1			proteome_bg
Q14106	Chainsaw	1			proteome_bg
Q13445	Chainsaw	2			proteome_bg
Q13507	Chainsaw	3			proteome_bg
Q14554	Chainsaw	4			proteome_bg
Q13889	Chainsaw	1			proteome_bg
Q14980	Chainsaw	3			proteome_bg
Q13895	Chainsaw	2			proteome_bg
Q13790	Chainsaw	1			proteome_bg
Q14264	Chainsaw	4			proteome_bg
Q13467	Chainsaw	2			proteome_bg
Q13555	Chainsaw	3			proteome_bg
Q14588	Chainsaw	3			proteome_bg
Q13976	Chainsaw	4			proteome_bg
Q14442	Chainsaw	2			proteome_bg
Q14005	Chainsaw	3			proteome_bg
Q14494	Chainsaw	1			proteome_bg
Q14584	Chainsaw	3			proteome_bg
Q14802	Chainsaw	1			proteome_bg
Q14155	Chainsaw	4			proteome_bg
Q14028	Chainsaw	3			proteome_bg
Q14541	Chainsaw	2			proteome_bg
Q15008	Chainsaw	2			proteome_bg
Q14324	Chainsaw	11			proteome_bg
Q13454	Chainsaw	2			proteome_bg
Q13606	Chainsaw	1			proteome_bg
Q13613	Chainsaw	2			proteome_bg
Q14520	Chainsaw	1			proteome_bg
Q15620	Chainsaw	1			proteome_bg
Q15526	Chainsaw	2			mito_bg
Q15435	Chainsaw	0			proteome_bg
Q15649	Chainsaw	1			proteome_bg
Q16656	Chainsaw	3			proteome_bg
Q2NL98	Chainsaw	0			proteome_bg
Q15102	Chainsaw	1			proteome_bg
Q15126	Chainsaw	1			proteome_bg
Q15916	Chainsaw	3			proteome_bg
Q16518	Chainsaw	1			proteome_bg
Q2KHR2	Chainsaw	1			proteome_bg
Q15181	Chainsaw	1			proteome_bg
Q2M3A8	Chainsaw	0			proteome_bg
Q15326	Chainsaw	3			proteome_bg
Q16719	Chainsaw	2			proteome_bg
Q15637	Chainsaw	2			proteome_bg
Q2M243	Chainsaw	1			proteome_bg
Q15293	Chainsaw	2			proteome_bg
Q2NKQ1	Chainsaw	3			proteome_bg
Q2M2D7	Chainsaw	2			proteome_bg
Q1W6H9	Chainsaw	0			proteome_bg
Q15238	Chainsaw	3			proteome_bg
Q16515	Chainsaw	2			proteome_bg
Q16527	Chainsaw	2			proteome_bg
Q15569	Chainsaw	2			proteome_bg
Q156A1	Chainsaw	0			proteome_bg
Q16520	Chainsaw	1			proteome_bg
Q2M5E4	Chainsaw	1			proteome_bg
Q15726	Chainsaw	0			proteome_bg
Q16342	Chainsaw	1			proteome_bg
Q17RR3	Chainsaw	2			proteome_bg
Q15562	Chainsaw	2			proteome_bg
Q16586	Chainsaw	3			proteome_bg
Q15643	Chainsaw	1			proteome_bg
Q16517	Chainsaw	1			proteome_bg
Q15751	Chainsaw	4			proteome_bg
Q15149	Chainsaw	7			proteome_bg
Q16394	Chainsaw	3			proteome_bg
Q15486	Chainsaw	1			proteome_bg
Q15369	Chainsaw	1			proteome_bg
Q16513	Chainsaw	3			proteome_bg
Q17R31	Chainsaw	1			proteome_bg
Q15633	Chainsaw	3			proteome_bg
Q15847	Chainsaw	0			proteome_bg
Q16739	Chainsaw	2			proteome_bg
Q16534	Chainsaw	1			proteome_bg
Q15822	Chainsaw	2			proteome_bg
Q1XH10	Chainsaw	2			proteome_bg
Q15391	Chainsaw	1			proteome_bg
Q2M3M2	Chainsaw	3			proteome_bg
Q16633	Chainsaw	0			proteome_bg
Q2M3D2	Chainsaw	3			proteome_bg
Q17RD7	Chainsaw	2			proteome_bg
Q15648	Chainsaw	2			proteome_bg
Q15406	Chainsaw	2			proteome_bg
Q16644	Chainsaw	2			proteome_bg
Q16850	Chainsaw	3			proteome_bg
Q16563	Chainsaw	1			proteome_bg
Q17RA5	Chainsaw	1			proteome_bg
Q16772	Chainsaw	2			proteome_bg
Q15154	Chainsaw	2			proteome_bg
Q15554	Chainsaw	2			proteome_bg
Q1HG44	Chainsaw	3			proteome_bg
Q15714	Chainsaw	0			proteome_bg
Q16665	Chainsaw	3			proteome_bg
Q2PZI1	Chainsaw	3			proteome_bg
Q15283	Chainsaw	5			proteome_bg
Q16653	Chainsaw	2			proteome_bg
Q16585	Chainsaw	2			proteome_bg
Q15782	Chainsaw	2			proteome_bg
Q2M389	Chainsaw	3			proteome_bg
Q15653	Chainsaw	2			proteome_bg
Q16473	Chainsaw	3			proteome_bg
Q16718	Chainsaw	1			mito_bg
Q15274	Chainsaw	2			proteome_bg
Q15078	Chainsaw	1			proteome_bg
Q2NKJ3	Chainsaw	7			proteome_bg
Q16825	Chainsaw	2			proteome_bg
Q16873	Chainsaw	1			proteome_bg
Q2M1P5	Chainsaw	3			proteome_bg
Q15628	Chainsaw	2			proteome_bg
Q15121	Chainsaw	1			proteome_bg
Q2M2Z5	Chainsaw	0			proteome_bg
Q16647	Chainsaw	2			proteome_bg
Q17RN3	Chainsaw	2			proteome_bg
Q2M2I5	Chainsaw	1			proteome_bg
Q16572	Chainsaw	2			proteome_bg
Q1ED39	Chainsaw	1			proteome_bg
Q15465	Chainsaw	2			proteome_bg
Q16322	Chainsaw	3			proteome_bg
Q16270	Chainsaw	2			proteome_bg
Q15543	Chainsaw	1			proteome_bg
Q15759	Chainsaw	2			proteome_bg
Q16363	Chainsaw	8			proteome_bg
Q16659	Chainsaw	2			proteome_bg
Q2M3G0	Chainsaw	3			proteome_bg
Q17RB8	Chainsaw	5			proteome_bg
Q15329	Chainsaw	2			proteome_bg
Q15233	Chainsaw	3			proteome_bg
Q16851	Chainsaw	3			proteome_bg
Q16695	Chainsaw	1			proteome_bg
Q15287	Chainsaw	1			proteome_bg
Q16539	Chainsaw	2			proteome_bg
Q2M218	Chainsaw	4			proteome_bg
Q16538	Chainsaw	1			proteome_bg
Q2MJR0	Chainsaw	2			proteome_bg
Q16385	Chainsaw	1			proteome_bg
Q16842	Chainsaw	1			proteome_bg
Q2M3V2	Chainsaw	2			proteome_bg
Q16627	Chainsaw	1			proteome_bg
Q15645	Chainsaw	3			proteome_bg
Q16778	Chainsaw	1			proteome_bg
Q16557	Chainsaw	4			proteome_bg
Q15386	Chainsaw	4			proteome_bg
Q16819	Chainsaw	4			proteome_bg
Q15697	Chainsaw	1			proteome_bg
Q16602	Chainsaw	2			proteome_bg
Q15573	Chainsaw	1			proteome_bg
Q16587	Chainsaw	4			proteome_bg
Q16663	Chainsaw	1			proteome_bg
Q1RN00	Chainsaw	1			proteome_bg
Q16620	Chainsaw	3			proteome_bg
Q16626	Chainsaw	1			proteome_bg
Q16099	Chainsaw	6			proteome_bg
Q15750	Chainsaw	1			proteome_bg
Q2KHM9	Chainsaw	2			proteome_bg
Q17R98	Chainsaw	1			proteome_bg
Q16531	Chainsaw	4			proteome_bg
Q2M2I3	Chainsaw	2			proteome_bg
Q15836	Chainsaw	0			proteome_bg
Q15116	Chainsaw	1			proteome_bg
Q15561	Chainsaw	2			proteome_bg
Q15170	Chainsaw	1			proteome_bg
Q15173	Chainsaw	1			proteome_bg
Q15166	Chainsaw	1			proteome_bg
Q16559	Chainsaw	1			proteome_bg
Q16543	Chainsaw	3			proteome_bg
Q15746	Chainsaw	8			proteome_bg
Q15080	Chainsaw	3			proteome_bg
Q15744	Chainsaw	1			proteome_bg
Q15544	Chainsaw	1			proteome_bg
Q15678	Chainsaw	2			proteome_bg
Q2M296	Chainsaw	3			proteome_bg
Q1L6U9	Chainsaw	1			proteome_bg
Q16478	Chainsaw	5			proteome_bg
Q15323	Chainsaw	1			proteome_bg
Q16877	Chainsaw	2			proteome_bg
Q15723	Chainsaw	2			proteome_bg
Q15910	Chainsaw	2			proteome_bg
Q15904	Chainsaw	2			proteome_bg
Q15437	Chainsaw	4			proteome_bg
Q15477	Chainsaw	5			proteome_bg
Q15942	Chainsaw	1			proteome_bg
Q16816	Chainsaw	2			proteome_bg
Q16384	Chainsaw	1			proteome_bg
Q15545	Chainsaw	3			proteome_bg
Q1MX18	Chainsaw	2			proteome_bg
Q16849	Chainsaw	4			proteome_bg
Q15542	Chainsaw	3			proteome_bg
Q2QGD7	Chainsaw	1			proteome_bg
Q16696	Chainsaw	2			proteome_bg
Q15415	Chainsaw	1			proteome_bg
Q2M1V0	Chainsaw	1			proteome_bg
Q15771	Chainsaw	1			proteome_bg
Q16880	Chainsaw	3			proteome_bg
Q15269	Chainsaw	3			proteome_bg
Q15270	Chainsaw	0			proteome_bg
Q15165	Chainsaw	1			proteome_bg
Q17RW2	Chainsaw	1			proteome_bg
Q16630	Chainsaw	2			proteome_bg
Q15256	Chainsaw	2			proteome_bg
Q18PE1	Chainsaw	1			proteome_bg
Q15629	Chainsaw	1			proteome_bg
Q15599	Chainsaw	2			proteome_bg
Q2MV58	Chainsaw	3			proteome_bg
Q16773	Chainsaw	2			proteome_bg
Q15555	Chainsaw	2			proteome_bg
Q15466	Chainsaw	1			proteome_bg
Q16828	Chainsaw	2			proteome_bg
Q16581	Chainsaw	1			proteome_bg
Q16600	Chainsaw	2			proteome_bg
Q16594	Chainsaw	1			proteome_bg
Q16777	Chainsaw	1			proteome_bg
Q155Q3	Chainsaw	4			proteome_bg
Q1MSJ5	Chainsaw	3			proteome_bg
Q16666	Chainsaw	4			proteome_bg
Q2HXU8	Chainsaw	1			proteome_bg
Q24JQ0	Chainsaw	1			proteome_bg
Q16674	Chainsaw	1			proteome_bg
Q15506	Chainsaw	1			proteome_bg
Q1A5X7	Chainsaw	1			proteome_bg
Q16222	Chainsaw	3			proteome_bg
Q2M2E3	Chainsaw	1			proteome_bg
Q15418	Chainsaw	2			proteome_bg
Q16560	Chainsaw	1			proteome_bg
