uniprot_accession	cluster_id	cluster_representative	cluster_size	organism	dataset_labels
Q4VXA5	3001	Q5JSQ8	2	unknown	background
Q4VXU2	473	P0CB38	6	unknown	background
Q4W4Y0	10721	Q4W4Y0	1	unknown	background
Q4W5G0	1048	Q9Y4A0	4	unknown	background
Q4W5P6	10722	Q4W5P6	1	unknown	background
Q4ZG55	2985	Q4ZG55	2	unknown	background
Q4ZHG4	10723	Q4ZHG4	1	unknown	background
Q4ZIN3	10724	Q4ZIN3	1	unknown	background
Q4ZJI4	1505	Q4ZJI4	3	unknown	background
Q502W6	10725	Q502W6	1	unknown	background
Q502W7	10726	Q502W7	1	unknown	background
Q502X0	10727	Q502X0	1	unknown	background
Q504Q3	10728	Q504Q3	1	unknown	background
Q504T8	10729	Q504T8	1	unknown	background
Q504U0	10730	Q504U0	1	unknown	background
Q504Y0	10731	Q504Y0	1	unknown	background
Q504Y2	10732	Q504Y2	1	unknown	background
Q504Y3	10733	Q504Y3	1	unknown	background
Q50KZ9	3807	Q9NYW7	2	unknown	background
Q50LG9	10734	Q50LG9	1	unknown	background
Q52LA3	10735	Q52LA3	1	unknown	background
Q52LC2	10736	Q52LC2	1	unknown	background
Q52LD8	10737	Q52LD8	1	unknown	background
Q52LG2	10738	Q52LG2	1	unknown	background
Q52LJ0	1493	Q17RN3	3	unknown	background
Q52LR7	2986	Q52LR7	2	unknown	background
Q52LW3	1803	Q9P107	3	unknown	background
Q52M58	10739	Q52M58	1	unknown	background
Q52M75	10740	Q52M75	1	unknown	background
Q52M93	3	Q96IR2	176	unknown	background
Q52MB2	10741	Q52MB2	1	unknown	background
Q52WX2	1252	P0C263	3	unknown	background
Q537H7	10742	Q537H7	1	unknown	background
Q538Z0	10743	Q538Z0	1	unknown	background
Q53EL6	10744	Q53EL6	1	unknown	background
Q53EL9	1543	Q6UXD5	3	unknown	background
Q53EP0	3913	Q9Y2H6	2	unknown	background
Q53EQ6	10745	Q53EQ6	1	unknown	background
Q53ET0	10746	Q53ET0	1	unknown	background
Q53EU6	2987	Q53EU6	2	unknown	background
Q53EV4	10747	Q53EV4	1	unknown	background
Q53EZ4	10748	Q53EZ4	1	unknown	background
Q53F19	10749	Q53F19	1	unknown	background
Q53F39	10750	Q53F39	1	unknown	background
Q53FA7	10751	Q53FA7	1	unknown	background
Q53FD0	10752	Q53FD0	1	unknown	background
Q53FE4	10753	Q53FE4	1	unknown	background
Q53FP2	10754	Q53FP2	1	unknown	background
Q53FT3	10755	Q53FT3	1	unknown	background
Q53FV1	1800	Q9P0S3	3	unknown	background
Q53FZ2	404	Q08AH1	7	human	matrix,mito
Q53G44	3384	Q8TCB0	2	unknown	background
Q53G59	79	Q9Y2M5	17	unknown	background
Q53GA4	3942	Q9Y5J5	2	unknown	background
Q53GD3	1581	Q8IWA5	3	unknown	background
Q53GG5	749	O00151	4	unknown	background
Q53GI3	3	Q96IR2	176	unknown	background
Q53GL0	10756	Q53GL0	1	unknown	background
Q53GL7	10757	Q53GL7	1	unknown	background
Q53GQ0	1338	P37058	3	unknown	background
Q53GS7	10758	Q53GS7	1	unknown	background
Q53GS9	10759	Q53GS9	1	unknown	background
Q53GT1	236	Q9P2N7	9	unknown	background
Q53H12	10760	Q53H12	1	human	mito
Q53H47	10761	Q53H47	1	unknown	background
Q53H54	10762	Q53H54	1	unknown	background
Q53H64	10763	Q53H64	1	unknown	background
Q53H76	1643	Q8WWY8	3	unknown	background
Q53H80	10764	Q53H80	1	unknown	background
Q53H82	10765	Q53H82	1	human	matrix,mito
Q53H96	930	Q53H96	4	unknown	background
Q53HC0	10766	Q53HC0	1	unknown	background
Q53HC5	236	Q9P2N7	9	unknown	background
Q53HC9	10767	Q53HC9	1	unknown	background
Q53HI1	10768	Q53HI1	1	unknown	background
Q53HL2	10769	Q53HL2	1	unknown	background
Q53HV7	10770	Q53HV7	1	unknown	background
Q53LP3	10771	Q53LP3	1	unknown	background
Q53QV2	10772	Q53QV2	1	unknown	background
Q53QW1	10773	Q53QW1	1	unknown	background
Q53QZ3	931	Q53QZ3	4	unknown	background
Q53R12	10774	Q53R12	1	unknown	background
Q53R41	10775	Q53R41	1	human	matrix,mito
Q53RD9	10776	Q53RD9	1	unknown	background
Q53RE8	1389	P58546	3	unknown	background
Q53RT3	10777	Q53RT3	1	unknown	background
Q53RY4	3463	Q969K7	2	unknown	background
Q53S08	12	Q96DA2	57	unknown	background
Q53S33	10778	Q53S33	1	human	matrix,mito
Q53S58	10779	Q53S58	1	human	mito
Q53S99	10780	Q53S99	1	unknown	background
Q53SF7	10781	Q53SF7	1	unknown	background
Q53SZ7	10782	Q53SZ7	1	unknown	background
Q53T59	10783	Q53T59	1	unknown	background
Q53T94	10784	Q53T94	1	unknown	background
Q53TN4	1609	Q8NBI2	3	unknown	background
Q53TQ3	10785	Q53TQ3	1	unknown	background
Q53TS8	10786	Q53TS8	1	unknown	background
Q562E7	10787	Q562E7	1	unknown	background
Q562F6	10788	Q562F6	1	unknown	background
Q562R1	36	P62736	23	unknown	background
Q567U6	10789	Q567U6	1	unknown	background
Q567V2	10790	Q567V2	1	human	mito
Q569G3	10791	Q569G3	1	unknown	background
Q569H4	10792	Q569H4	1	unknown	background
Q569K4	991	Q96PM9	4	unknown	background
Q569K6	10793	Q569K6	1	unknown	background
Q56A73	713	Q9Y657	5	unknown	background
Q56NI9	2988	Q56NI9	2	unknown	background
Q56P03	10794	Q56P03	1	unknown	background
Q56P42	10795	Q56P42	1	unknown	background
Q56UN5	10796	Q56UN5	1	unknown	background
Q56UQ5	1768	Q9HAU6	3	unknown	background
Q56VL3	10797	Q56VL3	1	human	mito
Q57083	1506	Q57083	3	unknown	background
Q57261	10798	Q57261	1	unknown	background
Q587I9	10799	Q587I9	1	unknown	background
Q587J7	10800	Q587J7	1	unknown	background
Q587J8	10801	Q587J8	1	unknown	background
Q58A44	10802	Q58A44	1	unknown	background
Q58A45	10803	Q58A45	1	unknown	background
Q58DX5	10804	Q58DX5	1	unknown	background
Q58EX2	2989	Q58EX2	2	unknown	background
Q58EX7	3557	Q96PX9	2	unknown	background
Q58F21	772	O60885	4	unknown	background
Q58FF3	10805	Q58FF3	1	unknown	background
Q58FF6	1467	Q14568	3	unknown	background
Q58FF7	504	Q58FF7	6	unknown	background
Q58FF8	1467	Q14568	3	unknown	background
Q58FG0	504	Q58FF7	6	unknown	background
Q58FG1	504	Q58FF7	6	unknown	background
Q58G82	10806	Q58G82	1	unknown	background
Q58HT5	414	Q6E213	7	unknown	background
Q58WW2	10807	Q58WW2	1	unknown	background
Q59385	10808	Q59385	1	unknown	background
Q59EK9	2990	Q59EK9	2	unknown	background
Q59FN2	141	O95747	12	unknown	background
Q59GN2	1401	P62891	3	unknown	background
Q59H18	10809	Q59H18	1	unknown	background
Q5BIV9	10810	Q5BIV9	1	unknown	background
Q5BJD5	3520	Q96HV5	2	unknown	background
Q5BJE1	10811	Q5BJE1	1	unknown	background
Q5BJF2	10812	Q5BJF2	1	unknown	background
Q5BJF6	10813	Q5BJF6	1	unknown	background
Q5BJH2	10814	Q5BJH2	1	unknown	background
Q5BJH7	2104	O95070	2	unknown	background
Q5BKT4	2996	Q5I7T1	2	unknown	background
Q5BKU9	10815	Q5BKU9	1	human	mito
Q5BKX5	10816	Q5BKX5	1	unknown	background
Q5BKX6	1846	Q9Y2W3	3	unknown	background
Q5BKX8	10817	Q5BKX8	1	unknown	background
Q5BKY1	1507	Q5BKY1	3	unknown	background
Q5BKY6	10818	Q5BKY6	1	unknown	background
Q5BKY9	2991	Q5BKY9	2	unknown	background
Q5BKZ1	10819	Q5BKZ1	1	unknown	background
Q5BLP8	10820	Q5BLP8	1	unknown	background
Q5BN46	10821	Q5BN46	1	unknown	background
Q5BVD1	10822	Q5BVD1	1	unknown	background
Q5C9Z4	10823	Q5C9Z4	1	unknown	background
Q5CZ79	410	Q5SQ80	7	unknown	background
Q5CZA5	3	Q96IR2	176	unknown	background
Q5CZC0	246	AF-Q5CZC0-F9-model_v6	8	unknown	background
Q5D0E6	10824	Q5D0E6	1	unknown	background
Q5D1E8	932	Q5HYM0	4	unknown	background
Q5D862	650	Q5D862	5	unknown	background
Q5DID0	10825	Q5DID0	1	unknown	background
Q5DJT8	216	P0DMU7	9	unknown	background
Q5DT21	1385	P58062	3	unknown	background
Q5DX21	2801	P78310	2	unknown	background
Q5EB52	10826	Q5EB52	1	unknown	background
Q5EBL2	1892	A6NFI3	2	unknown	background
Q5EBL4	10827	Q5EBL4	1	unknown	background
Q5EBL8	505	Q5EBL8	6	unknown	background
Q5EBM0	10828	Q5EBM0	1	human	matrix,mito
Q5EBM4	427	Q9H963	7	unknown	background
Q5EBN2	10829	Q5EBN2	1	unknown	background
Q5EE01	10830	Q5EE01	1	unknown	background
Q5EG05	1521	Q5XLA6	3	unknown	background
Q5F1R6	10831	Q5F1R6	1	unknown	background
Q5FBB7	10832	Q5FBB7	1	unknown	background
Q5FVE4	2992	Q5FVE4	2	unknown	background
Q5FWE3	10833	Q5FWE3	1	unknown	background
Q5FWF4	3811	Q9NZC9	2	unknown	background
Q5FWF5	2988	Q56NI9	2	unknown	background
Q5FWF6	2	A6NM28	207	unknown	background
Q5FWF7	10834	Q5FWF7	1	unknown	background
Q5FYA8	263	P34059	8	unknown	background
Q5FYB0	1288	P15848	3	unknown	background
Q5FYB1	1288	P15848	3	unknown	background
Q5GAN3	10835	Q5GAN3	1	unknown	background
Q5GAN4	10836	Q5GAN4	1	unknown	background
Q5GAN6	10837	Q5GAN6	1	unknown	background
Q5GFL6	10838	Q5GFL6	1	unknown	background
Q5GH70	10839	Q5GH70	1	unknown	background
Q5GH72	1508	Q5GH72	3	unknown	background
Q5GH73	1508	Q5GH72	3	unknown	background
Q5GH76	1508	Q5GH72	3	unknown	background
Q5GH77	1371	P51811	3	unknown	background
Q5GJ75	780	O95379	4	unknown	background
Q5GLZ8	958	Q8IVU3	4	unknown	background
Q5H8A3	10840	Q5H8A3	1	unknown	background
Q5H8A4	10841	Q5H8A4	1	unknown	background
Q5H8C1	1509	Q5H8C1	3	unknown	background
Q5H913	10842	Q5H913	1	unknown	background
Q5H943	10843	Q5H943	1	unknown	background
Q5H9B9	10844	Q5H9B9	1	unknown	background
Q5H9E4	1744	Q9H1U9	3	human	mito
Q5H9F3	10845	Q5H9F3	1	unknown	background
Q5H9I0	1510	Q5H9I0	3	unknown	background
Q5H9J7	10846	Q5H9J7	1	unknown	background
Q5H9J9	651	Q5H9J9	5	unknown	background
Q5H9K5	10847	Q5H9K5	1	unknown	background
Q5H9L2	10848	Q5H9L2	1	unknown	background
Q5H9L4	2917	Q15545	2	unknown	background
Q5H9M0	2993	Q5H9M0	2	unknown	background
Q5H9R4	10849	Q5H9R4	1	unknown	background
Q5H9R7	1149	O75170	3	unknown	background
Q5H9S7	10850	Q5H9S7	1	unknown	background
Q5H9T9	10851	Q5H9T9	1	unknown	background
Q5H9U9	2994	Q5H9U9	2	unknown	background
Q5HY64	10852	Q5HY64	1	unknown	background
Q5HY92	1536	Q6PIW4	3	unknown	background
Q5HY98	2	A6NM28	207	unknown	background
Q5HYA8	10853	Q5HYA8	1	unknown	background
Q5HYC2	10854	Q5HYC2	1	unknown	background
Q5HYI7	2995	Q5HYI7	2	human	mito
Q5HYI8	10855	Q5HYI8	1	unknown	background
Q5HYJ1	3809	Q9NZ01	2	unknown	background
Q5HYJ3	3371	Q8TAV0	2	unknown	background
Q5HYK3	2237	P0A887	2	human	mito
Q5HYK7	10856	Q5HYK7	1	unknown	background
Q5HYK9	3	Q96IR2	176	unknown	background
Q5HYL7	10857	Q5HYL7	1	unknown	background
Q5HYM0	932	Q5HYM0	4	unknown	background
Q5HYN5	216	P0DMU7	9	unknown	background
Q5HYR2	10858	Q5HYR2	1	unknown	background
Q5HYW2	10859	Q5HYW2	1	unknown	background
Q5HYW3	10860	Q5HYW3	1	unknown	background
Q5I0G3	10861	Q5I0G3	1	unknown	background
Q5I0X4	10862	Q5I0X4	1	unknown	background
Q5I0X7	10863	Q5I0X7	1	unknown	background
Q5I7T1	2996	Q5I7T1	2	unknown	background
Q5IJ48	2997	Q5IJ48	2	unknown	background
Q5J5C9	230	Q5J5C9	9	unknown	background
Q5J8M3	10864	Q5J8M3	1	unknown	background
Q5J8X5	10865	Q5J8X5	1	unknown	background
Q5JNZ3	48	Q9H4T2	21	unknown	background
Q5JNZ5	2998	Q5JNZ5	2	unknown	background
Q5JPB2	10866	Q5JPB2	1	unknown	background
Q5JPE7	1478	Q15155	3	unknown	background
Q5JPF3	1511	Q5JPF3	3	unknown	background
Q5JPH6	10867	Q5JPH6	1	human	hsp60,matrix,mito
Q5JPI3	10868	Q5JPI3	1	unknown	background
Q5JPI9	10869	Q5JPI9	1	unknown	background
Q5JQC4	10870	Q5JQC4	1	unknown	background
Q5JQC9	10871	Q5JQC9	1	unknown	background
Q5JQD4	10872	Q5JQD4	1	unknown	background
Q5JQF7	10873	Q5JQF7	1	unknown	background
Q5JQF8	10874	Q5JQF8	1	unknown	background
Q5JQS5	1	Q8NGQ4	371	unknown	background
Q5JQS6	10875	Q5JQS6	1	unknown	background
Q5JR12	1512	Q5JR12	3	unknown	background
Q5JR59	10876	Q5JR59	1	unknown	background
Q5JR98	10877	Q5JR98	1	unknown	background
Q5JRA6	10878	Q5JRA6	1	unknown	background
Q5JRC9	10879	Q5JRC9	1	unknown	background
Q5JRK9	3178	Q7Z2X7	2	unknown	background
Q5JRM2	10880	Q5JRM2	1	unknown	background
Q5JRS4	1	Q8NGQ4	371	unknown	background
Q5JRV8	3417	Q8WV15	2	unknown	background
Q5JRX3	10881	Q5JRX3	1	human	hsp60,matrix,mito
Q5JS13	2999	Q5JS13	2	unknown	background
Q5JS37	10882	Q5JS37	1	unknown	background
Q5JS54	10883	Q5JS54	1	unknown	background
Q5JSH3	10884	Q5JSH3	1	unknown	background
Q5JSJ4	3000	Q5JSJ4	2	unknown	background
Q5JSL3	1728	Q9BZ29	3	unknown	background
Q5JSP0	950	Q7Z6J4	4	unknown	background
Q5JSQ8	3001	Q5JSQ8	2	unknown	background
Q5JSS6	10885	Q5JSS6	1	unknown	background
Q5JST6	3003	Q5JVL4	2	unknown	background
Q5JSZ5	10886	Q5JSZ5	1	unknown	background
Q5JT25	12	Q96DA2	57	unknown	background
Q5JT82	152	Q9BXK1	12	unknown	background
Q5JTB6	10887	Q5JTB6	1	unknown	background
Q5JTC6	10888	Q5JTC6	1	unknown	background
Q5JTD0	10889	Q5JTD0	1	unknown	background
Q5JTD7	10890	Q5JTD7	1	unknown	background
Q5JTH9	10891	Q5JTH9	1	unknown	background
Q5JTJ3	10892	Q5JTJ3	1	human	mito
Q5JTN6	3002	Q5JTN6	2	unknown	background
Q5JTV8	3361	Q8NFQ8	2	unknown	background
Q5JTW2	10893	Q5JTW2	1	unknown	background
Q5JTY5	652	Q5JTY5	5	unknown	background
Q5JTZ5	10894	Q5JTZ5	1	unknown	background
Q5JTZ9	1189	P00957	3	human	hsp60,matrix,mito
Q5JU00	10895	Q5JU00	1	unknown	background
Q5JU67	10896	Q5JU67	1	unknown	background
Q5JU69	653	Q5JU69	5	unknown	background
Q5JU85	1528	Q6DN90	3	unknown	background
Q5JUK2	10897	Q5JUK2	1	unknown	background
Q5JUK3	3114	Q6UVM3	2	unknown	background
Q5JUK9	10898	Q5JUK9	1	unknown	background
Q5JUQ0	3047	Q5VT40	2	unknown	background
Q5JUR7	10899	Q5JUR7	1	unknown	background
Q5JUW0	10900	Q5JUW0	1	unknown	background
Q5JUX0	713	Q9Y657	5	unknown	background
Q5JV73	10901	Q5JV73	1	unknown	background
Q5JVF3	10902	Q5JVF3	1	unknown	background
Q5JVG2	3	Q96IR2	176	unknown	background
Q5JVG8	2	A6NM28	207	unknown	background
Q5JVL4	3003	Q5JVL4	2	unknown	background
Q5JVS0	10903	Q5JVS0	1	unknown	background
Q5JVX7	10904	Q5JVX7	1	unknown	background
Q5JW98	10905	Q5JW98	1	unknown	background
Q5JWF2	10906	Q5JWF2	1	unknown	background
Q5JWF8	36	P62736	23	unknown	background
Q5JWR5	3927	Q9Y3R5	2	unknown	background
Q5JX69	10907	Q5JX69	1	unknown	background
Q5JX71	10908	Q5JX71	1	unknown	background
Q5JXA9	10909	Q5JXA9	1	unknown	background
Q5JXB2	37	P63279	23	unknown	background
Q5JXC2	10910	Q5JXC2	1	unknown	background
Q5JXM2	10911	Q5JXM2	1	unknown	background
Q5JXX7	10912	Q5JXX7	1	unknown	background
Q5JY77	3495	Q96D09	2	unknown	background
Q5JYT7	10913	Q5JYT7	1	unknown	background
Q5JZY3	115	P29320	14	unknown	background
Q5K130	10914	Q5K130	1	unknown	background
Q5K131	10915	Q5K131	1	unknown	background
Q5K4E3	3004	Q5K4E3	2	unknown	background
Q5K4L6	455	O14975	6	unknown	background
Q5K651	3241	Q8IVG5	2	unknown	background
Q5KSL6	1570	Q86XP1	3	unknown	background
Q5KU26	10916	Q5KU26	1	unknown	background
Q5M775	3005	Q5M775	2	unknown	background
Q5M7Z0	3006	Q5M7Z0	2	unknown	background
Q5M8T2	10917	Q5M8T2	1	unknown	background
Q5M9N0	10918	Q5M9N0	1	unknown	background
Q5M9Q1	3007	Q5M9Q1	2	unknown	background
Q5MAI5	16	Q00526	41	unknown	background
Q5MCW4	3	Q96IR2	176	unknown	background
Q5MIZ7	1547	Q6ZMV5	3	unknown	background
Q5MJ07	10919	Q5MJ07	1	unknown	background
Q5MJ08	10920	Q5MJ08	1	unknown	background
Q5MJ09	10921	Q5MJ09	1	unknown	background
Q5MJ10	10922	Q5MJ10	1	unknown	background
Q5MJ68	3008	Q5MJ68	2	unknown	background
Q5MJ70	3008	Q5MJ68	2	unknown	background
Q5MNV8	10923	Q5MNV8	1	unknown	background
Q5MNZ6	3009	Q5MNZ6	2	unknown	background
Q5MNZ9	3010	Q5MNZ9	2	unknown	background
Q5MY95	1050	Q9Y5L3	4	unknown	background
Q5NDL2	10924	Q5NDL2	1	unknown	background
Q5NE16	10925	Q5NE16	1	unknown	background
Q5NUL3	10926	Q5NUL3	1	unknown	background
Q5PR19	10927	Q5PR19	1	unknown	background
Q5PRF9	3011	Q5PRF9	2	unknown	background
Q5PSV4	10928	Q5PSV4	1	unknown	background
Q5PT55	499	Q12908	6	unknown	background
Q5QFB9	10929	Q5QFB9	1	unknown	background
Q5QGS0	10930	Q5QGS0	1	unknown	background
Q5QGT7	3012	Q5QGT7	2	unknown	background
Q5QGZ9	1496	Q2HXU8	3	unknown	background
Q5QJ38	10931	Q5QJ38	1	unknown	background
Q5QJ74	10932	Q5QJ74	1	unknown	background
Q5QJE6	10933	Q5QJE6	1	unknown	background
Q5QJU3	3395	Q8TDN7	2	unknown	background
Q5QNW6	215	P0C1H6	9	unknown	background
Q5QP82	10934	Q5QP82	1	unknown	background
Q5R372	3013	Q5R372	2	unknown	background
Q5R387	259	P14555	8	unknown	background
Q5R3F8	3014	Q5R3F8	2	unknown	background
Q5R3I4	10935	Q5R3I4	1	unknown	background
Q5R3K3	3299	Q8N5C1	2	unknown	background
Q5RHP9	10936	Q5RHP9	1	unknown	background
Q5RI15	10937	Q5RI15	1	human	mito
Q5RIA9	652	Q5JTY5	5	unknown	background
Q5RKV6	10938	Q5RKV6	1	unknown	background
Q5RL73	10939	Q5RL73	1	unknown	background
Q5S007	10940	Q5S007	1	unknown	background
Q5SGD2	3015	Q5SGD2	2	unknown	background
Q5SNT2	10941	Q5SNT2	1	unknown	background
Q5SNV9	10942	Q5SNV9	1	unknown	background
Q5SQ64	10943	Q5SQ64	1	unknown	background
Q5SQ80	410	Q5SQ80	7	unknown	background
Q5SQH8	10944	Q5SQH8	1	human	matrix,mito
Q5SQI0	10945	Q5SQI0	1	unknown	background
Q5SQN1	10946	Q5SQN1	1	unknown	background
Q5SQQ9	3857	Q9UIW0	2	unknown	background
Q5SQS7	3016	Q5SQS7	2	unknown	background
Q5SQS8	10947	Q5SQS8	1	unknown	background
Q5SR53	10948	Q5SR53	1	unknown	background
Q5SR56	3542	Q96MC6	2	unknown	background
Q5SRD1	10949	Q5SRD1	1	unknown	background
Q5SRE5	10950	Q5SRE5	1	unknown	background
Q5SRE7	10951	Q5SRE7	1	unknown	background
Q5SRH9	3017	Q5SRH9	2	unknown	background
Q5SRI9	3046	Q5VSG8	2	unknown	background
Q5SRN2	10952	Q5SRN2	1	unknown	background
Q5SRR4	10953	Q5SRR4	1	unknown	background
Q5SSG8	10954	Q5SSG8	1	unknown	background
Q5SSJ5	10955	Q5SSJ5	1	unknown	background
Q5SSQ6	10956	Q5SSQ6	1	unknown	background
Q5ST30	1316	P26640	3	human	matrix,mito
Q5STR5	10957	Q5STR5	1	unknown	background
Q5SV17	10958	Q5SV17	1	unknown	background
Q5SV97	10959	Q5SV97	1	unknown	background
Q5SVJ3	10960	Q5SVJ3	1	unknown	background
Q5SVQ8	10961	Q5SVQ8	1	unknown	background
Q5SVS4	464	O95847	6	human	mito
Q5SVZ6	10962	Q5SVZ6	1	unknown	background
Q5SW24	10963	Q5SW24	1	unknown	background
Q5SW79	10964	Q5SW79	1	unknown	background
Q5SW96	10965	Q5SW96	1	unknown	background
Q5SWA1	10966	Q5SWA1	1	unknown	background
Q5SWH9	10967	Q5SWH9	1	unknown	background
Q5SWL7	33	Q5VWM6	24	unknown	background
Q5SWL8	33	Q5VWM6	24	unknown	background
Q5SWW7	10968	Q5SWW7	1	unknown	background
Q5SWX8	10969	Q5SWX8	1	unknown	background
Q5SXH7	10970	Q5SXH7	1	unknown	background
Q5SXM1	3	Q96IR2	176	unknown	background
Q5SXM2	10971	Q5SXM2	1	unknown	background
Q5SXM8	10972	Q5SXM8	1	human	matrix,mito
Q5SY13	10973	Q5SY13	1	unknown	background
Q5SY16	10974	Q5SY16	1	unknown	background
Q5SY68	10975	Q5SY68	1	unknown	background
Q5SY80	10976	Q5SY80	1	unknown	background
Q5SY85	10977	Q5SY85	1	unknown	background
Q5SYB0	10978	Q5SYB0	1	unknown	background
Q5SYC1	818	P12271	4	unknown	background
Q5SYE7	10979	Q5SYE7	1	unknown	background
Q5SZB4	10980	Q5SZB4	1	unknown	background
Q5SZD1	10981	Q5SZD1	1	unknown	background
Q5SZD4	659	Q6IB77	5	unknown	background
Q5SZI1	10982	Q5SZI1	1	unknown	background
Q5SZJ8	10983	Q5SZJ8	1	unknown	background
Q5SZK8	1509	Q5H8C1	3	unknown	background
Q5SZL2	10984	Q5SZL2	1	unknown	background
Q5SZQ8	517	Q8N6W0	6	unknown	background
Q5T011	1939	AF-Q5T011-F2-model_v6	2	unknown	background
Q5T013	1502	Q46891	3	unknown	background
Q5T035	10985	Q5T035	1	unknown	background
Q5T036	10986	Q5T036	1	unknown	background
Q5T089	10987	Q5T089	1	unknown	background
Q5T0B9	3407	Q8TF68	2	unknown	background
Q5T0D9	3018	Q5T0D9	2	unknown	background
Q5T0F9	3019	Q5T0F9	2	unknown	background
Q5T0J3	10988	Q5T0J3	1	unknown	background
Q5T0J7	10989	Q5T0J7	1	unknown	background
Q5T0L3	10990	Q5T0L3	1	unknown	background
Q5T0N1	10991	Q5T0N1	1	unknown	background
Q5T0N5	1484	Q15642	3	unknown	background
Q5T0T0	3388	Q8TCQ1	2	unknown	background
Q5T0U0	10992	Q5T0U0	1	unknown	background
Q5T0W9	10993	Q5T0W9	1	unknown	background
Q5T0Z8	10994	Q5T0Z8	1	unknown	background
Q5T124	10995	Q5T124	1	unknown	background
Q5T160	10996	Q5T160	1	human	matrix,mito
Q5T197	10997	Q5T197	1	unknown	background
Q5T1A1	10998	Q5T1A1	1	unknown	background
Q5T1B0	10999	Q5T1B0	1	unknown	background
Q5T1C6	3020	Q5T1C6	2	human	mito
Q5T1H1	204	AF-Q5T1H1-F8-model_v6	9	unknown	background
Q5T1J5	3957	Q9Y6H1	2	unknown	background
Q5T1M5	11001	Q5T1M5	1	unknown	background
Q5T1N1	11002	Q5T1N1	1	unknown	background
Q5T1Q4	3259	Q8IXU6	2	unknown	background
Q5T1R4	3021	Q5T1R4	2	unknown	background
Q5T1S8	11003	Q5T1S8	1	unknown	background
Q5T1V6	32	P25888	25	unknown	background
Q5T200	11004	Q5T200	1	unknown	background
Q5T215	2037	O43617	2	unknown	background
Q5T230	11005	Q5T230	1	unknown	background
Q5T280	11006	Q5T280	1	unknown	background
Q5T292	11007	Q5T292	1	unknown	background
Q5T2D2	11008	Q5T2D2	1	unknown	background
Q5T2D3	11009	Q5T2D3	1	unknown	background
Q5T2E6	11010	Q5T2E6	1	unknown	background
Q5T2L2	131	Q46857	13	unknown	background
Q5T2N8	1516	Q5T9A4	3	unknown	background
Q5T2Q4	538	A0A8V8TMC4	5	unknown	background
Q5T2R2	2296	P0AD57	2	human	mito
Q5T2S8	11011	Q5T2S8	1	unknown	background
Q5T2T1	274	Q5T2T1	8	unknown	background
Q5T2W1	1082	A8MUH7	3	unknown	background
Q5T3F8	1804	Q9P1W3	3	unknown	background
Q5T3I0	11012	Q5T3I0	1	unknown	background
Q5T3J3	11013	Q5T3J3	1	unknown	background
Q5T3U5	180	O15439	10	unknown	background
Q5T3Y7	11014	Q5T3Y7	1	unknown	background
Q5T440	11015	Q5T440	1	human	hsp60,matrix,mito
Q5T442	54	P29033	20	unknown	background
Q5T447	11016	Q5T447	1	unknown	background
Q5T481	11017	Q5T481	1	unknown	background
Q5T4B2	1514	Q5T4B2	3	unknown	background
Q5T4D3	3022	Q5T4D3	2	unknown	background
Q5T4F4	11018	Q5T4F4	1	unknown	background
Q5T4F7	1673	Q96HF1	3	unknown	background
Q5T4H9	11019	Q5T4H9	1	unknown	background
Q5T4I8	11020	Q5T4I8	1	unknown	background
Q5T4S7	1940	AF-Q5T4S7-F2-model_v6	2	unknown	background
Q5T4T1	3023	Q5T4T1	2	unknown	background
Q5T4T6	11021	Q5T4T6	1	unknown	background
Q5T4W7	1140	O60542	3	unknown	background
Q5T5A4	11022	Q5T5A4	1	unknown	background
Q5T5A8	11023	Q5T5A8	1	unknown	background
Q5T5B0	11024	Q5T5B0	1	unknown	background
Q5T5C0	3024	Q5T5C0	2	unknown	background
Q5T5D7	2	A6NM28	207	unknown	background
Q5T5F5	11025	Q5T5F5	1	unknown	background
Q5T5J6	11026	Q5T5J6	1	unknown	background
Q5T5M9	3025	Q5T5M9	2	unknown	background
Q5T5N4	11027	Q5T5N4	1	unknown	background
Q5T5P2	3026	Q5T5P2	2	unknown	background
Q5T5S1	11028	Q5T5S1	1	unknown	background
Q5T5U3	3027	Q5T5U3	2	unknown	background
