uniprot_accession	domain_index	domain_start	domain_end	domain_length	cath_superfamily	domain_frac_helix	domain_frac_strand	domain_frac_coil	domain_mean_plddt	domain_min_plddt	domain_frac_plddt_gt70	domain_frac_plddt_gt90
Q8TCS8	5	367	596	230	3.30.230.70	0.3478	0.3217	0.3304	93.89	51.81	0.9435	0.8565
Q8TD30	1	105	142	38	1.10.287.1970	0.7368	0.0	0.2632	97.91	96.0	1.0	1.0
Q8TD30	2	153	398	246	3.40.640.10	0.4268	0.1911	0.3821	97.41	87.38	1.0	0.9837
Q8TD30	3	49	522	474	3.90.1150.10	0.4873	0.1329	0.3797	96.7	73.94	1.0	0.9705
Q8TF08	1	26	81	56	4.10.51.10	0.5179	0.0	0.4821	93.1	56.81	0.9107	0.8214
Q8WUD6	1	46	227	182	1.20.120.1760	0.7582	0.033	0.2088	96.63	87.75	1.0	0.978
Q8WUK0	1	37	193	157	3.90.190.10	0.5223	0.1529	0.3248	95.66	76.81	1.0	0.8917
Q8WUT9	1	11	298	288	1.50.40.10	0.8056	0.0	0.1944	91.38	41.59	0.9757	0.7569
Q8WV60	1	56	225	170	1.25.40.10	0.7412	0.0	0.2588	93.91	43.66	0.9765	0.9176
Q8WV74	1	18	191	174	3.90.79.10	0.2701	0.3851	0.3448	94.11	67.81	0.9885	0.8448
Q8WV93	1	114	285	172	3.40.50.300	0.4593	0.1512	0.3895	85.74	41.44	0.8605	0.5698
Q8WVC6	1	1	203	203	3.40.50.300	0.5911	0.1379	0.2709	95.65	84.75	1.0	0.9754
Q8WVM0	1	239	328	90	1.10.8.100	0.7333	0.0	0.2667	96.53	86.5	1.0	0.9556
Q8WVM0	2	2	238	237	3.40.50.150	0.3544	0.2068	0.4388	92.01	40.5	0.9367	0.8312
Q8WW59	1	19	198	180	2.60.120.920	0.0167	0.45	0.5333	93.59	37.97	0.95	0.8556
Q8WWR8	1	5	301	297	2.120.10.10	0.0774	0.4916	0.431	92.81	32.94	0.936	0.8586
Q8WWR8	2	346	466	121	2.120.10.10	0.0579	0.4215	0.5207	80.35	28.75	0.7355	0.6777
Q8WWV3	1	181	365	185	3.40.50.720	0.4919	0.1622	0.3459	97.32	87.88	1.0	0.9892
Q8WWV3	2	50	393	344	3.90.180.10	0.3634	0.2471	0.3895	96.9	70.94	1.0	0.9593
Q8WXI4	1	39	192	154	3.10.129.10	0.3117	0.3831	0.3052	93.66	51.59	0.9935	0.8377
Q8WXI4	2	193	337	145	3.10.129.10	0.2414	0.3655	0.3931	91.01	46.06	0.9103	0.7655
Q8WXI4	3	338	560	223	3.30.530.20	0.2735	0.3767	0.3498	85.06	31.38	0.8969	0.4574
Q92506	1	5	261	257	3.40.50.720	0.4708	0.1595	0.3696	94.58	42.94	0.9494	0.9066
Q92523	1	173	761	589	3.30.559.10	0.4533	0.1613	0.3854	96.23	81.75	1.0	0.9321
Q92523	2	232	547	316	3.30.559.70	0.4051	0.1835	0.4114	96.54	84.0	1.0	0.9589
Q92523	3	1	49	49	6.10.250.1760	0.5918	0.2449	0.1633	60.46	30.95	0.3469	0.0
Q92552	1	36	204	169	1.25.40.10	0.7101	0.0	0.2899	87.35	59.84	0.9586	0.4556
Q92667	1	742	813	72	2.30.30.140	0.1528	0.4028	0.4444	93.01	83.25	1.0	0.7778
Q92667	2	713	893	181	2.40.50.90	0.221	0.3923	0.3867	93.12	75.62	1.0	0.8232
Q92667	3	608	681	74	3.30.1370.10	0.473	0.2838	0.2432	88.39	55.84	0.9459	0.5676
Q92843	1	1	183	183	1.10.437.10	0.6885	0.0	0.3115	83.65	32.06	0.847	0.4372
Q92947	1	37	173	137	1.10.540.10	0.6277	0.0292	0.3431	95.72	48.03	0.9489	0.927
Q92947	2	282	438	157	1.20.140.10	0.8025	0.0255	0.172	97.65	49.06	0.9936	0.9873
Q92947	3	175	280	106	2.40.110.10	0.0849	0.5094	0.4057	97.67	89.62	1.0	0.9906
Q969G6	1	2	148	147	2.40.30.30	0.2993	0.3061	0.3946	92.62	58.16	0.9592	0.8231
Q969M1	1	193	308	116	2.40.160.10	0.0259	0.7414	0.2328	95.05	84.62	1.0	0.9483
Q969P6	1	68	155	88	1.10.10.41	0.6136	0.0909	0.2955	96.5	90.12	1.0	1.0
Q969P6	2	423	601	179	1.10.132.10	0.7709	0.0112	0.2179	94.83	81.38	1.0	0.9497
Q969P6	3	42	265	224	2.170.11.10	0.3348	0.192	0.4732	94.98	54.56	0.9732	0.9598
Q969P6	4	268	422	155	3.90.15.10	0.4903	0.1677	0.3419	95.42	79.19	1.0	0.8903
Q969Q5	1	4	179	176	3.40.50.300	0.4318	0.2727	0.2955	95.39	78.75	1.0	0.8466
Q969S9	1	356	491	136	2.40.30.10	0.1397	0.3824	0.4779	78.08	33.78	0.8015	0.1103
Q969S9	2	566	769	204	3.30.230.10	0.3284	0.4167	0.2549	85.25	50.0	0.9363	0.3529
Q969S9	3	688	758	71	3.30.70.240	0.3521	0.4789	0.169	84.68	66.06	0.9577	0.2958
Q969S9	4	492	565	74	3.30.70.870	0.4324	0.2432	0.3243	88.61	71.38	1.0	0.473
Q969S9	5	64	355	292	3.40.50.300	0.3938	0.2226	0.3836	82.88	56.16	0.8938	0.2123
Q969V5	1	272	351	80	3.30.40.10	0.4125	0.1625	0.425	87.24	62.16	0.9	0.5875
Q969Y2	1	153	492	340	1.20.120.430	0.5559	0.1059	0.3382	81.9	29.91	0.8088	0.4647
Q969Y2	2	31	152	122	3.30.1360.120	0.2295	0.3525	0.418	94.14	50.62	0.9754	0.9016
Q969Y2	3	250	422	173	3.40.50.300	0.3642	0.2081	0.4277	75.46	29.91	0.6994	0.2601
Q96A35	1	47	153	107	2.30.30.30	0.0561	0.4393	0.5047	94.45	88.94	1.0	0.9626
Q96A46	1	51	203	153	1.50.40.10	0.6863	0.0	0.3137	77.31	25.52	0.7843	0.2484
Q96A46	2	204	362	159	1.50.40.10	0.8113	0.0	0.1887	83.56	43.53	0.9308	0.327
Q96AB3	1	3	198	196	3.40.50.850	0.4541	0.1888	0.3571	96.97	70.12	1.0	0.949
Q96AG3	1	77	255	179	1.50.40.10	0.6983	0.0056	0.2961	80.21	23.8	0.8045	0.4302
Q96AG3	2	261	413	153	1.50.40.10	0.7778	0.0392	0.183	90.12	63.25	0.9673	0.6209
Q96AQ8	1	167	263	97	1.20.5.340	0.9175	0.0	0.0825	91.86	82.56	1.0	0.6907
Q96AY3	1	500	574	75	1.10.238.10	0.4667	0.0667	0.4667	89.96	75.25	1.0	0.6267
Q96AY3	2	37	150	114	3.10.50.40	0.0877	0.386	0.5263	92.28	34.78	0.9561	0.886
Q96AY3	3	151	261	111	3.10.50.40	0.1441	0.3784	0.4775	95.1	82.25	1.0	0.9279
Q96AY3	4	262	376	115	3.10.50.40	0.113	0.4	0.487	94.72	79.12	1.0	0.913
Q96AY3	5	377	487	111	3.10.50.40	0.1261	0.3874	0.4865	92.34	68.44	0.973	0.8198
Q96BR5	1	9	227	219	1.25.40.10	0.7352	0.0091	0.2557	96.46	62.88	0.9863	0.968
Q96C03	1	126	451	326	1.10.1410.40	0.4785	0.1779	0.3436	89.04	46.44	0.9632	0.6319
Q96C03	2	141	333	193	3.30.460.90	0.3161	0.2902	0.3938	88.02	46.44	0.9378	0.6218
Q96C36	1	167	273	107	1.10.3730.10	0.8411	0.0	0.1589	97.11	72.5	1.0	0.9439
Q96C36	2	1	166	166	3.40.50.720	0.4337	0.2229	0.3434	96.97	89.75	1.0	0.994
Q96CB9	1	159	384	226	3.40.50.150	0.4248	0.2301	0.3451	97.86	87.69	1.0	0.9956
Q96CB9	2	26	157	132	6.20.240.40	0.4167	0.1212	0.4621	90.28	38.25	0.8636	0.803
Q96CM3	1	92	344	253	3.30.2350.10	0.2095	0.332	0.4585	94.61	66.75	0.9842	0.8893
Q96CM8	1	427	501	75	2.30.38.10	0.16	0.3867	0.4533	95.48	83.0	1.0	0.9467
Q96CM8	2	510	614	105	3.30.300.30	0.3048	0.3143	0.381	89.39	63.12	0.9714	0.5905
Q96CM8	3	98	424	327	3.40.50.980	0.419	0.2202	0.3609	95.41	41.75	0.9847	0.9205
Q96CM8	4	102	276	175	3.40.50.980	0.3943	0.24	0.3657	95.18	41.75	0.9714	0.8971
Q96CQ1	1	3	310	308	1.50.40.10	0.8052	0.0	0.1948	87.0	37.31	0.8961	0.6201
Q96CU9	1	156	415	260	3.30.9.10	0.2577	0.3808	0.3615	96.27	80.31	1.0	0.9269
Q96CU9	2	65	457	393	3.50.50.60	0.2977	0.3104	0.3919	96.41	80.31	1.0	0.9415
Q96DA6	1	48	115	68	1.10.287.110	0.6324	0.0	0.3676	95.4	74.0	1.0	0.9118
Q96DB5	1	81	295	215	1.25.40.10	0.786	0.0	0.214	96.41	82.31	1.0	0.9209
Q96DC8	1	244	300	57	1.10.12.10	0.7368	0.0	0.2632	98.25	94.19	1.0	1.0
Q96DC8	2	45	243	199	3.90.226.10	0.4774	0.2111	0.3116	98.51	83.25	1.0	0.995
Q96DP5	1	48	352	305	3.40.50.12230	0.2885	0.2787	0.4328	95.57	63.94	0.9803	0.9377
Q96DU9	1	2	100	99	3.30.70.330	0.2323	0.303	0.4646	87.93	34.69	0.8485	0.7879
Q96DU9	2	101	185	85	3.30.70.330	0.3059	0.3765	0.3176	96.46	88.62	1.0	0.9765
Q96DU9	3	186	283	98	3.30.70.330	0.3878	0.3061	0.3061	93.77	82.06	1.0	0.7857
Q96DU9	4	284	381	98	3.30.70.330	0.3571	0.3367	0.3061	88.86	37.66	0.9592	0.6327
Q96DV4	1	149	341	193	3.90.280.10	0.1865	0.3575	0.456	89.61	71.25	1.0	0.6114
Q96DW6	1	8	153	146	1.50.40.10	0.8151	0.0	0.1849	82.06	39.81	0.8151	0.411
Q96DW6	2	154	300	147	1.50.40.10	0.7959	0.0	0.2041	86.6	57.47	0.966	0.3741
Q96E11	1	90	260	171	1.10.132.20	0.614	0.1579	0.2281	90.68	67.94	0.9942	0.655
Q96E11	2	110	185	76	3.30.1360.40	0.2632	0.3553	0.3816	88.1	67.94	0.9868	0.5263
Q96E29	1	148	417	270	1.25.70.10	0.7259	0.0	0.2741	94.69	69.94	0.9963	0.9185
Q96E52	1	254	341	88	3.30.2010.10	0.5114	0.1477	0.3409	93.58	84.19	1.0	0.8409
Q96EH3	1	92	207	116	3.30.460.10	0.4569	0.2241	0.319	93.18	74.19	1.0	0.8103
Q96EL3	1	1	112	112	3.40.30.10	0.4018	0.2232	0.375	80.69	39.34	0.8304	0.1696
Q96EY1	1	89	203	115	1.10.287.110	0.5739	0.0	0.4261	72.12	30.78	0.5826	0.287
Q96EY1	2	236	296	61	2.10.230.10	0.0	0.2951	0.7049	88.35	79.56	1.0	0.3279
Q96EY1	3	211	321	111	2.60.260.20	0.0541	0.4685	0.4775	90.46	79.56	1.0	0.5856
Q96EY1	4	335	439	105	2.60.260.20	0.181	0.3524	0.4667	93.86	81.31	1.0	0.8571
Q96EY7	1	154	349	196	1.25.40.10	0.602	0.0	0.398	81.78	25.81	0.8214	0.6122
Q96EY7	2	350	570	221	1.25.40.10	0.7059	0.0	0.2941	86.76	39.5	0.9095	0.5611
Q96EY8	1	79	250	172	1.20.1200.10	0.686	0.0233	0.2907	93.65	41.47	0.9535	0.843
Q96GA7	1	18	312	295	3.40.50.1100	0.4746	0.1661	0.3593	96.74	81.88	1.0	0.9525
Q96GA7	2	51	141	91	3.40.50.1100	0.4835	0.1758	0.3407	95.51	84.31	1.0	0.8901
Q96GC5	1	90	190	101	3.30.70.600	0.297	0.505	0.198	91.56	76.56	1.0	0.703
Q96GJ1	1	153	322	170	2.40.50.1070	0.2353	0.3176	0.4471	93.55	70.12	1.0	0.8471
Q96GJ1	2	93	499	407	3.40.50.150	0.3243	0.2432	0.4324	92.26	30.72	0.9656	0.8354
Q96GK7	1	51	314	264	3.90.850.10	0.2652	0.3144	0.4205	97.41	84.38	1.0	0.9924
Q96GW9	1	387	586	200	1.10.730.10	0.53	0.01	0.46	95.14	42.41	0.975	0.905
Q96GW9	2	159	278	120	2.170.220.10	0.25	0.4167	0.3333	93.33	78.81	1.0	0.75
Q96GW9	3	46	379	334	3.40.50.620	0.4491	0.2575	0.2934	94.46	56.03	0.991	0.8503
Q96H55	1	233	284	52	1.10.10.820	0.5385	0.0192	0.4423	92.7	82.94	1.0	0.7692
Q96H55	2	285	398	114	1.20.120.720	0.6053	0.1228	0.2719	90.01	61.88	0.9474	0.6667
Q96H55	3	786	832	47	1.20.5.190	1.0	0.0	0.0	87.64	56.94	0.9574	0.5106
Q96H55	4	656	785	130	1.20.5.4820	0.6	0.0846	0.3154	68.89	28.47	0.6154	0.1538
Q96H55	5	421	612	192	1.20.58.530	0.526	0.0781	0.3958	83.92	36.06	0.8698	0.4531
Q96H55	6	36	655	620	3.40.850.10	0.5016	0.1339	0.3645	87.55	36.06	0.9339	0.5387
Q96H78	1	12	149	138	1.50.40.10	0.7899	0.029	0.1812	84.71	47.91	0.8913	0.3768
Q96H78	2	150	305	156	1.50.40.10	0.8077	0.0	0.1923	82.39	41.91	0.8333	0.3782
Q96H96	1	84	248	165	1.10.357.140	0.7697	0.0	0.2303	95.54	84.06	1.0	0.897
Q96HP4	1	63	155	93	2.40.30.10	0.1613	0.4731	0.3656	97.74	93.88	1.0	1.0
Q96HP4	2	165	312	148	3.40.50.80	0.3851	0.2432	0.3716	95.36	61.09	0.9865	0.9324
Q96HS1	1	88	289	202	3.40.50.1240	0.3713	0.198	0.4307	97.29	84.06	1.0	0.9455
Q96HY7	1	53	128	76	1.10.287.1150	0.5132	0.0526	0.4342	93.57	74.81	1.0	0.8026
Q96HY7	2	700	916	217	3.40.50.11610	0.3456	0.1843	0.47	98.5	94.44	1.0	1.0
Q96HY7	3	532	789	258	3.40.50.12470	0.376	0.1473	0.4767	98.33	91.62	1.0	1.0
Q96HY7	4	129	504	376	3.40.50.970	0.4761	0.1277	0.3963	97.79	81.38	1.0	0.9787
Q96I23	1	57	114	58	2.20.25.10	0.1034	0.3276	0.569	87.84	46.06	0.8103	0.7931
Q96I51	1	55	333	279	2.130.10.30	0.0215	0.4014	0.5771	94.88	57.47	0.9642	0.8817
Q96I51	2	334	462	129	2.130.10.30	0.0543	0.4806	0.4651	97.34	87.62	1.0	0.969
Q96I59	1	18	124	107	2.40.50.140	0.0748	0.4953	0.4299	90.48	38.03	0.9346	0.7664
Q96I59	2	129	476	348	3.30.930.10	0.3822	0.1925	0.4253	94.23	61.47	0.9655	0.8621
Q96I99	1	58	154	97	3.30.1490.20	0.2371	0.3196	0.4433	95.06	84.94	1.0	0.8969
Q96I99	2	38	278	241	3.30.470.20	0.3444	0.2822	0.3734	95.28	76.06	1.0	0.8963
Q96I99	3	284	429	146	3.40.50.261	0.4521	0.2055	0.3425	92.85	74.62	1.0	0.7808
Q96IR7	1	2	156	155	3.10.180.10	0.1226	0.4258	0.4516	92.99	62.97	0.9806	0.8387
Q96IR7	2	158	371	214	3.10.180.10	0.3178	0.2944	0.3879	89.81	51.0	0.9486	0.6682
Q96JX3	1	96	390	295	1.25.10.10	0.6169	0.0169	0.3661	82.08	29.53	0.7763	0.5729
Q96JX3	2	392	647	256	3.40.50.1820	0.4023	0.1953	0.4023	86.07	39.12	0.8086	0.6406
Q96KJ9	1	32	171	140	1.10.442.10	0.5	0.0286	0.4714	87.74	33.78	0.9214	0.6214
Q96LJ7	1	4	262	259	3.40.50.720	0.5753	0.1467	0.278	93.7	61.03	0.9575	0.7915
Q96LL9	1	48	122	75	1.10.287.110	0.6667	0.0	0.3333	88.72	62.72	0.9867	0.48
Q96LU5	1	28	157	130	2.10.109.10	0.0923	0.3846	0.5231	89.65	56.22	0.9308	0.7308
Q96MF6	1	84	230	147	3.30.530.20	0.3061	0.4762	0.2177	91.09	69.06	0.9932	0.6871
Q96ND0	1	227	271	45	6.10.140.1430	0.9111	0.0	0.0889	78.69	50.91	0.8	0.0667
Q96NN9	1	68	177	110	2.102.10.10	0.0727	0.5091	0.4182	96.4	85.12	1.0	0.9545
Q96NN9	2	512	594	83	3.30.390.30	0.241	0.4458	0.3133	92.37	53.09	0.9518	0.8193
Q96NN9	3	197	501	305	3.50.50.60	0.2852	0.2984	0.4164	97.27	80.56	1.0	0.9869
Q96NN9	4	303	427	125	3.50.50.60	0.312	0.312	0.376	97.82	92.94	1.0	1.0
Q96PE7	1	45	176	132	3.10.180.10	0.25	0.3939	0.3561	97.05	84.31	1.0	0.9621
Q96PN6	1	34	252	219	3.30.70.1230	0.4201	0.2968	0.2831	84.7	43.47	0.863	0.4475
Q96PN6	2	285	472	188	3.30.70.1230	0.3245	0.3511	0.3245	85.16	47.69	0.8936	0.3989
Q96PN6	3	479	699	221	3.40.50.300	0.5204	0.1448	0.3348	84.73	47.44	0.9502	0.1946
Q96Q11	1	180	383	204	1.10.3090.10	0.6569	0.0049	0.3382	96.34	77.75	1.0	0.9706
Q96Q11	2	28	179	152	3.30.460.10	0.3487	0.3158	0.3355	91.82	53.0	0.9145	0.8421
Q96QE5	1	124	359	236	3.30.420.10	0.4534	0.1695	0.3771	90.9	38.94	0.9195	0.7712
Q96QU6	1	121	369	249	3.40.640.10	0.4498	0.1606	0.3896	96.44	72.31	1.0	0.9558
Q96QU6	2	87	473	387	3.90.1150.10	0.4651	0.1628	0.3721	96.65	72.31	1.0	0.9638
Q96RP9	1	333	449	117	2.40.30.10	0.0	0.4957	0.5043	82.47	43.94	0.906	0.1709
Q96RP9	2	527	732	206	3.30.230.10	0.3204	0.3932	0.2864	88.45	58.78	0.9806	0.534
Q96RP9	3	648	718	71	3.30.70.240	0.3521	0.4789	0.169	86.6	71.06	1.0	0.3662
Q96RP9	4	450	526	77	3.30.70.870	0.4156	0.2987	0.2857	86.81	70.94	1.0	0.2338
Q96RP9	5	40	332	293	3.40.50.300	0.3754	0.2355	0.3891	84.58	42.75	0.901	0.3686
Q96RQ3	1	649	716	68	2.40.50.100	0.0	0.5	0.5	86.13	70.44	1.0	0.2647
Q96RQ3	2	37	492	456	3.30.470.20	0.3465	0.2654	0.3882	93.04	29.08	0.9693	0.8399
Q96RQ3	3	493	630	138	3.30.700.40	0.2101	0.4565	0.3333	91.65	67.94	0.9928	0.6304
Q96RR1	1	244	346	103	3.40.1360.10	0.4078	0.1845	0.4078	91.78	76.56	1.0	0.7379
Q96RR1	2	382	637	256	3.40.50.300	0.4023	0.2188	0.3789	89.81	32.22	0.9336	0.707
Q96SZ6	1	100	234	135	3.40.50.12160	0.4519	0.2	0.3481	89.78	63.44	0.9852	0.6519
Q96SZ6	2	246	518	273	3.80.30.20	0.3919	0.1502	0.4579	90.73	36.44	0.9084	0.7985
Q96T52	1	32	164	133	2.10.109.10	0.1203	0.3609	0.5188	91.92	65.38	0.985	0.7519
Q96T66	1	4	245	242	3.40.50.620	0.3884	0.1612	0.4504	90.76	29.2	0.8884	0.8264
Q96TA2	1	507	580	74	1.10.8.60	0.6486	0.027	0.3243	94.67	87.25	1.0	0.9595
Q96TA2	2	581	772	192	1.20.58.760	0.5938	0.0781	0.3281	92.57	64.0	0.9948	0.8021
Q96TA2	3	321	506	186	3.40.50.300	0.4086	0.1559	0.4355	85.41	39.56	0.8602	0.5376
Q96TC7	1	239	452	214	1.25.40.10	0.785	0.0	0.215	93.56	64.81	0.9813	0.8458
Q99390	1	134	212	79	1.10.10.800	0.6203	0.0759	0.3038	95.71	89.44	1.0	0.9747
Q99390	2	21	269	249	3.40.50.1820	0.4217	0.1928	0.3855	97.34	86.75	1.0	0.9839
Q99497	1	1	189	189	3.40.50.880	0.4392	0.2063	0.3545	98.43	67.38	0.9947	0.9841
Q99551	1	70	172	103	1.25.70.10	0.7184	0.0	0.2816	96.35	49.88	0.9806	0.9417
Q99551	2	173	398	226	1.25.70.10	0.7434	0.0	0.2566	96.62	56.22	0.9912	0.9779
Q99623	1	71	203	133	3.30.479.30	0.4737	0.3158	0.2105	92.7	82.69	1.0	0.8797
Q99643	1	62	169	108	1.20.1300.10	0.8519	0.0	0.1481	96.88	90.12	1.0	1.0
Q99643	2	30	61	32	1.20.5.540	0.5312	0.0	0.4688	91.49	73.31	1.0	0.6562
Q99714	1	1	261	261	3.40.50.720	0.4483	0.1686	0.3831	96.86	48.5	0.9885	0.954
Q99757	1	53	166	114	3.40.30.10	0.3509	0.2456	0.4035	95.66	57.62	0.9474	0.9386
Q99766	1	25	200	176	3.80.10.10	0.4205	0.1875	0.392	97.08	81.81	1.0	0.9659
Q99797	1	262	693	432	1.10.1370.10	0.5509	0.1065	0.3426	95.41	75.56	1.0	0.9028
Q99797	2	73	219	147	1.10.1370.40	0.8571	0.0	0.1429	94.34	81.56	1.0	0.8571
Q99797	3	382	533	152	3.40.390.10	0.3355	0.2895	0.375	95.3	77.38	1.0	0.9079
Q99798	1	561	780	220	3.20.19.10	0.2955	0.2545	0.45	97.4	68.56	0.9955	0.9818
Q99798	2	29	228	200	3.30.499.10	0.42	0.17	0.41	97.53	57.0	0.99	0.98
Q99798	3	346	517	172	3.30.499.10	0.3314	0.2267	0.4419	97.89	86.0	1.0	0.9942
Q99798	4	229	345	117	3.40.1060.10	0.4444	0.2051	0.3504	98.34	93.69	1.0	1.0
Q9BPW8	1	63	180	118	3.30.70.100	0.3814	0.3559	0.2627	94.2	57.72	0.9661	0.9068
Q9BPW8	2	181	284	104	3.30.70.100	0.3462	0.3558	0.2981	94.19	83.06	1.0	0.8269
Q9BPX6	1	119	315	197	1.10.238.10	0.5431	0.1066	0.3503	87.53	44.47	0.9442	0.5635
Q9BPX6	2	316	462	147	1.10.238.10	0.6327	0.034	0.3333	88.13	65.44	0.966	0.551
Q9BQ48	1	47	92	46	1.10.287.3980	0.5435	0.0	0.4565	96.09	78.38	1.0	0.8913
Q9BQ52	1	60	346	287	3.60.15.10	0.2439	0.2718	0.4843	81.17	22.91	0.8397	0.5401
Q9BQ52	2	482	760	279	3.60.15.10	0.3405	0.2724	0.3871	95.06	57.97	0.9892	0.9032
Q9BQ69	1	91	325	235	3.40.220.10	0.4553	0.1574	0.3872	95.93	63.53	0.983	0.9362
Q9BQD7	1	54	205	152	3.40.50.150	0.3224	0.2237	0.4539	90.47	36.62	0.9605	0.7763
Q9BQP7	1	141	344	204	3.90.320.10	0.5245	0.2304	0.2451	91.02	33.72	0.9167	0.8186
Q9BQT8	1	4	107	104	1.50.40.10	0.7404	0.0	0.2596	86.87	49.47	0.9038	0.5
Q9BQT8	2	108	298	191	1.50.40.10	0.7958	0.0	0.2042	90.75	76.88	1.0	0.623
Q9BRQ8	1	11	370	360	3.50.50.100	0.325	0.25	0.425	97.03	82.5	1.0	0.9694
Q9BS92	1	26	137	112	3.30.70.100	0.3929	0.3393	0.2679	93.65	60.56	0.9375	0.875
Q9BS92	2	138	245	108	3.30.70.100	0.3889	0.3519	0.2593	96.61	87.56	1.0	0.963
Q9BSE5	1	41	352	312	3.40.800.10	0.359	0.1859	0.4551	97.74	89.31	1.0	0.9936
Q9BSH4	1	55	134	80	1.10.10.200	0.725	0.0125	0.2625	87.43	52.91	0.8875	0.65
Q9BSH4	2	137	295	159	3.30.70.980	0.3585	0.3899	0.2516	94.03	75.31	1.0	0.8931
Q9BSH4	3	179	264	86	3.30.70.980	0.2907	0.4651	0.2442	92.69	75.31	1.0	0.814
Q9BSH5	1	23	106	84	1.10.150.720	0.7619	0.0	0.2381	97.52	90.12	1.0	1.0
Q9BSH5	2	9	222	214	3.40.50.1000	0.5561	0.1402	0.3037	97.56	90.12	1.0	1.0
Q9BSK2	1	2	194	193	1.50.40.10	0.7098	0.0	0.2902	83.7	31.75	0.8238	0.6166
Q9BSK2	2	196	321	126	1.50.40.10	0.8333	0.0	0.1667	87.1	47.84	0.881	0.6349
Q9BSY4	1	1	49	49	1.10.287.2900	0.7551	0.0	0.2449	68.83	40.62	0.5714	0.0
Q9BSY4	2	50	93	44	1.10.287.2900	0.9545	0.0	0.0455	72.06	61.62	0.5909	0.0
Q9BT17	1	211	313	103	1.10.1580.10	0.5534	0.1553	0.2913	93.97	79.88	1.0	0.8738
Q9BT17	2	28	207	180	3.40.50.300	0.35	0.2	0.45	90.53	62.78	0.9556	0.6444
Q9BT30	1	16	215	200	2.60.120.590	0.215	0.375	0.41	94.29	48.22	0.945	0.885
Q9BTZ2	1	19	276	258	3.40.50.720	0.4884	0.1628	0.3488	94.78	40.44	0.969	0.8876
Q9BU61	1	55	171	117	3.40.1230.10	0.2479	0.2906	0.4615	93.3	56.78	0.9829	0.8718
Q9BUE6	1	24	129	106	2.60.300.12	0.1792	0.4528	0.3679	93.15	82.0	1.0	0.8396
Q9BUK0	1	11	75	65	1.10.287.1130	0.6462	0.0	0.3538	88.69	69.19	0.9846	0.5846
Q9BUP0	1	79	182	104	1.10.238.10	0.6058	0.0385	0.3558	87.29	65.38	0.9615	0.4135
Q9BUP3	1	1	242	242	3.40.50.720	0.4959	0.1694	0.3347	89.17	29.64	0.8678	0.7645
Q9BV35	1	13	88	76	1.10.238.10	0.6447	0.0526	0.3026	70.85	40.53	0.5526	0.0132
Q9BV35	2	93	167	75	1.10.238.10	0.5067	0.0533	0.44	74.59	24.23	0.72	0.12
Q9BV35	3	180	464	285	1.50.40.10	0.8175	0.0	0.1825	83.9	51.91	0.8982	0.3895
Q9BV79	1	165	341	177	3.40.50.720	0.4802	0.1525	0.3672	97.28	84.44	1.0	0.9774
Q9BV79	2	45	358	314	3.90.180.10	0.3599	0.2389	0.4013	97.3	84.44	1.0	0.9873
Q9BVS5	1	142	214	73	3.10.330.20	0.1233	0.3288	0.5479	89.52	26.17	0.8904	0.7945
Q9BVS5	2	215	477	263	3.40.50.150	0.3042	0.2319	0.4639	87.48	31.3	0.8403	0.749
Q9BVV7	1	134	247	114	3.10.450.320	0.2105	0.4298	0.3596	90.14	61.28	0.9737	0.6316
Q9BW72	1	46	105	60	6.10.140.1320	0.8	0.0	0.2	72.28	49.06	0.6167	0.0
Q9BW91	1	169	350	182	3.90.79.10	0.2527	0.2967	0.4505	94.31	50.78	0.989	0.8846
Q9BW92	1	59	120	62	3.10.20.30	0.2258	0.4032	0.371	94.89	85.62	1.0	0.9355
Q9BW92	2	284	606	323	3.30.930.10	0.4025	0.2415	0.356	91.78	39.16	0.9412	0.8421
Q9BW92	3	125	281	157	3.30.980.10	0.3758	0.3376	0.2866	93.85	69.88	0.9936	0.8344
Q9BW92	4	607	718	112	3.40.50.800	0.4375	0.2232	0.3393	96.98	89.06	1.0	0.9911
Q9BX68	1	35	163	129	3.30.428.10	0.2791	0.1938	0.5271	94.22	37.78	0.9535	0.8682
Q9BXK5	1	11	208	198	1.10.437.10	0.7778	0.0	0.2222	88.65	34.41	0.8788	0.7424
Q9BXM7	1	265	510	246	1.10.510.10	0.3293	0.1585	0.5122	94.29	58.94	0.9837	0.9187
Q9BXR0	1	16	382	367	3.20.20.105	0.4387	0.1935	0.3678	95.3	54.88	0.9782	0.9019
Q9BXW6	1	1	147	147	1.25.40.20	0.551	0.0272	0.4218	91.61	43.34	0.9864	0.7143
Q9BXW6	2	148	236	89	1.25.40.20	0.4494	0.0	0.5506	85.58	36.34	0.8876	0.5393
Q9BXW6	3	238	341	104	2.30.29.30	0.2404	0.4231	0.3365	81.55	55.84	0.8846	0.1346
Q9BXW6	4	632	809	178	2.40.160.120	0.1404	0.5506	0.309	86.53	26.61	0.8427	0.6685
Q9BXW6	5	878	941	64	3.30.70.3490	0.5156	0.1562	0.3281	92.17	83.12	1.0	0.6875
Q9BXW7	1	49	374	326	3.40.50.1000	0.362	0.1564	0.4816	89.69	42.38	0.9049	0.7301
Q9BXW7	2	119	277	159	3.40.50.1000	0.327	0.1384	0.5346	91.23	61.31	0.9434	0.717
