accession	source	n_domains	first_domain_start	first_domain_end
Q13103	Chainsaw	1	37	136
Q08AF3	Chainsaw	5	4	110
Q0VDI3	Chainsaw	1	4	209
Q13309	Chainsaw	1	26	45
Q12834	Chainsaw	2	487	487
Q08E93	Chainsaw	1	39	99
Q0GE19	Chainsaw	1	1	336
Q08828	Chainsaw	4	30	245
Q10469	Chainsaw	1	118	443
Q06730	Chainsaw	3	14	80
Q04917	Chainsaw	1	3	244
Q13304	Chainsaw	1	37	338
Q0VGL1	Chainsaw	1	4	90
Q12907	Chainsaw	1	54	296
Q07326	Chainsaw	1	3	218
Q12905	Chainsaw	2	34	64
Q07075	Chainsaw	2	87	417
Q08AG7	Chainsaw	1	4	81
Q12879	Chainsaw	4	33	149
Q04695	Chainsaw	1	79	431
Q0VAA5	Chainsaw	1	37	253
Q04741	Chainsaw	1	201	276
Q12950	Chainsaw	1	33	184
Q09MP3	Chainsaw	1	398	644
Q12904	Chainsaw	1	152	310
Q13123	Chainsaw	1	33	505
Q06033	Chainsaw	4	39	255
Q12952	Chainsaw	1	54	132
Q0VF96	Chainsaw	1	41	1250
Q13099	Chainsaw	2	25	461
Q0P651	Chainsaw	2	5	226
Q0WX57	Chainsaw	2	81	198
Q08379	Chainsaw	1	15	1000
Q12778	Chainsaw	1	165	239
Q13361	Chainsaw	1	6	144
Q08AI6	Chainsaw	1	6	362
Q12767	Chainsaw	4	19	59
Q12972	Chainsaw	1	27	179
Q12802	Chainsaw	1	2	295
Q07092	Chainsaw	1	7	258
Q13183	Chainsaw	2	4	61
Q13118	Chainsaw	1	369	470
Q07699	Chainsaw	1	29	147
Q13021	Chainsaw	1	20	152
Q12948	Chainsaw	1	74	191
Q08345	Chainsaw	3	3	23
Q0Z7S8	Chainsaw	1	3	131
Q12934	Chainsaw	1	36	358
Q07283	Chainsaw	1	3	1937
Q10589	Chainsaw	1	15	178
Q11201	Chainsaw	1	72	337
Q13275	Chainsaw	3	32	150
Q06432	Chainsaw	2	3	31
Q13352	Chainsaw	1	78	176
Q12756	Chainsaw	7	4	372
Q13257	Chainsaw	1	13	200
Q09019	Chainsaw	2	34	34
Q13319	Chainsaw	1	178	362
Q13166	Chainsaw	1	9	77
Q06136	Chainsaw	1	34	279
Q09472	Chainsaw	4	332	479
Q13253	Chainsaw	1	5	231
Q12918	Chainsaw	1	99	213
Q12912	Chainsaw	2	200	368
Q13387	Chainsaw	1	597	662
Q0VFZ6	Chainsaw	1	44	548
Q13127	Chainsaw	2	1033	1095
Q13258	Chainsaw	1	20	358
Q12946	Chainsaw	1	53	134
Q12988	Chainsaw	1	14	143
Q07020	Chainsaw	1	23	139
Q13219	Chainsaw	9	94	321
Q08708	Chainsaw	1	29	132
Q07108	Chainsaw	1	90	197
Q06643	Chainsaw	1	89	242
Q05D60	Chainsaw	1	13	446
Q13136	Chainsaw	3	32	186
Q13029	Chainsaw	1	20	164
Q06481	Chainsaw	4	721	762
Q0ZGT2	Chainsaw	3	1	162
Q06330	Chainsaw	3	33	165
Q06250	Chainsaw	1	6	68
Q06889	Chainsaw	1	270	365
Q13144	Chainsaw	3	44	302
Q13315	Chainsaw	4	705	833
Q04609	Chainsaw	3	54	116
Q12889	Chainsaw	1	1	388
Q06520	Chainsaw	1	6	281
Q13129	Chainsaw	4	1338	1338
Q12788	Chainsaw	3	15	23
Q0PNE2	Chainsaw	1	3	258
Q08999	Chainsaw	5	43	148
Q06141	Chainsaw	1	45	173
Q11206	Chainsaw	1	4	329
Q13009	Chainsaw	4	384	384
Q12851	Chainsaw	3	469	814
Q12830	Chainsaw	2	240	544
Q09028	Chainsaw	1	1	408
Q05315	Chainsaw	1	8	138
Q07325	Chainsaw	1	46	122
Q13401	Chainsaw	1	10	157
Q13303	Chainsaw	2	39	246
Q0P5P2	Chainsaw	1	2	74
Q13164	Chainsaw	3	27	57
Q13002	Chainsaw	5	34	151
Q13296	Chainsaw	1	23	86
Q0P6D6	Chainsaw	1	58	343
Q12965	Chainsaw	5	24	426
Q11203	Chainsaw	1	114	370
Q07864	Chainsaw	9	31	266
Q04941	Chainsaw	1	8	136
Q12769	Chainsaw	5	45	441
Q07352	Chainsaw	1	121	192
Q04912	Chainsaw	6	32	36
Q05481	Chainsaw	5	998	998
Q0D2I5	Chainsaw	1	61	524
Q08648	Chainsaw	1	4	98
Q13261	Chainsaw	1	14	102
Q13113	Chainsaw	1	1	57
Q07507	Chainsaw	1	46	191
Q10586	Chainsaw	1	119	322
Q13126	Chainsaw	1	12	279
Q08116	Chainsaw	1	76	207
Q0P641	Chainsaw	1	3	159
Q08477	Chainsaw	2	33	123
Q0VDD7	Chainsaw	1	538	643
Q11128	Chainsaw	2	77	181
Q05BV3	Chainsaw	6	10	15
Q13362	Chainsaw	2	35	405
Q13112	Chainsaw	1	2	374
Q12947	Chainsaw	1	105	186
Q13190	Chainsaw	1	83	328
Q12893	Chainsaw	1	3	250
Q12968	Chainsaw	2	411	595
Q15048	Chainsaw	1	4	479
Q14207	Chainsaw	1	4	293
Q13733	Chainsaw	5	21	34
Q13901	Chainsaw	1	12	105
Q15040	Chainsaw	1	36	195
Q13523	Chainsaw	2	94	137
Q14031	Chainsaw	1	18	18
Q14344	Chainsaw	2	41	74
Q14839	Chainsaw	4	461	702
Q13635	Chainsaw	4	47	132
Q15054	Chainsaw	1	1	124
Q14789	Chainsaw	1	1	476
Q14749	Chainsaw	2	26	36
Q13561	Chainsaw	1	4	400
Q14674	Chainsaw	5	1549	2119
Q14146	Chainsaw	3	808	1523
Q14657	Chainsaw	1	61	137
Q13813	Chainsaw	8	1041	1042
Q13795	Chainsaw	1	1	189
Q13433	Chainsaw	1	1	20
Q13404	Chainsaw	1	13	129
Q13438	Chainsaw	4	33	86
Q15006	Chainsaw	1	4	292
Q13464	Chainsaw	3	1192	1315
Q13562	Chainsaw	1	47	188
Q14CX7	Chainsaw	3	538	551
Q13510	Chainsaw	2	43	53
Q14566	Chainsaw	4	21	147
Q14894	Chainsaw	2	6	117
Q14833	Chainsaw	4	42	200
Q14525	Chainsaw	1	54	365
Q13541	Chainsaw	1	18	69
Q13705	Chainsaw	2	211	497
Q14814	Chainsaw	1	14	91
Q14114	Chainsaw	2	9	27
Q14390	Chainsaw	1	4	211
Q14CZ7	Chainsaw	2	2	30
Q14558	Chainsaw	2	8	151
Q15012	Chainsaw	1	25	201
Q15013	Chainsaw	1	54	270
Q15042	Chainsaw	4	22	233
Q14507	Chainsaw	1	2	144
Q14209	Chainsaw	1	134	203
Q147U1	Chainsaw	3	10	88
Q14289	Chainsaw	5	38	154
Q13459	Chainsaw	5	1901	1901
Q14872	Chainsaw	1	98	376
Q14406	Chainsaw	1	32	215
Q14831	Chainsaw	4	42	200
Q14376	Chainsaw	2	4	187
Q15047	Chainsaw	3	1159	1263
Q14966	Chainsaw	1	677	755
Q13563	Chainsaw	5	185	242
Q14694	Chainsaw	2	383	523
Q13402	Chainsaw	8	8	62
Q14330	Chainsaw	1	19	291
Q13547	Chainsaw	1	11	372
Q14C86	Chainsaw	2	6	450
Q14832	Chainsaw	4	32	192
Q14587	Chainsaw	3	83	598
Q14156	Chainsaw	3	15	590
Q13641	Chainsaw	1	67	336
Q14693	Chainsaw	2	1	105
Q15067	Chainsaw	4	3	95
Q14397	Chainsaw	3	18	63
Q15025	Chainsaw	1	18	532
Q13683	Chainsaw	4	36	269
Q13503	Chainsaw	1	1	139
Q14DG7	Chainsaw	4	25	100
Q14108	Chainsaw	2	1	42
Q14332	Chainsaw	2	552	562
Q14257	Chainsaw	2	37	94
Q14019	Chainsaw	1	4	133
Q14149	Chainsaw	3	16	258
Q14093	Chainsaw	1	51	94
Q13591	Chainsaw	4	29	34
Q14247	Chainsaw	1	495	549
Q15059	Chainsaw	3	37	149
Q14676	Chainsaw	1	32	115
Q13442	Chainsaw	1	20	180
Q13526	Chainsaw	1	54	161
Q13619	Chainsaw	5	57	255
Q14C87	Chainsaw	4	13	109
Q13607	Chainsaw	1	11	316
Q14964	Chainsaw	1	7	195
Q15056	Chainsaw	1	42	115
Q13636	Chainsaw	1	3	166
Q14D33	Chainsaw	2	464	487
Q15041	Chainsaw	1	1	202
Q13572	Chainsaw	2	2	97
Q15024	Chainsaw	1	8	283
Q14957	Chainsaw	4	30	144
Q15038	Chainsaw	1	103	151
Q14774	Chainsaw	1	178	347
Q13536	Chainsaw	1	4	151
Q14582	Chainsaw	1	1	140
Q13530	Chainsaw	2	1	154
Q14141	Chainsaw	1	25	306
Q14678	Chainsaw	3	32	518
Q14697	Chainsaw	3	35	182
Q14714	Chainsaw	1	48	226
Q13554	Chainsaw	2	530	659
Q14767	Chainsaw	5	168	302
Q13474	Chainsaw	5	76	245
Q13519	Chainsaw	1	1	70
Q14BN4	Chainsaw	1	5	748
Q13569	Chainsaw	1	116	332
Q14392	Chainsaw	1	609	658
Q13620	Chainsaw	4	829	832
Q13761	Chainsaw	1	55	173
Q13571	Chainsaw	1	3	234
Q14919	Chainsaw	1	14	86
Q14667	Chainsaw	5	1511	1511
Q14517	Chainsaw	9	38	142
Q15075	Chainsaw	1	41	54
Q14671	Chainsaw	1	831	834
Q13702	Chainsaw	1	1	359
Q13609	Chainsaw	1	4	303
Q13439	Chainsaw	1	1	2221
Q13884	Chainsaw	4	22	52
Q14444	Chainsaw	1	42	247
Q13422	Chainsaw	2	223	223
Q14644	Chainsaw	5	3	121
Q14999	Chainsaw	8	12	17
Q14140	Chainsaw	1	28	122
Q13520	Chainsaw	1	19	234
Q14914	Chainsaw	2	2	120
Q14973	Chainsaw	1	22	302
Q14699	Chainsaw	1	19	167
Q13542	Chainsaw	1	19	69
Q13905	Chainsaw	3	9	26
Q15053	Chainsaw	1	1	83
Q14993	Chainsaw	1	9	245
Q13625	Chainsaw	2	758	759
Q15019	Chainsaw	1	20	295
Q14524	Chainsaw	7	949	985
Q13461	Chainsaw	1	76	154
Q13595	Chainsaw	1	120	194
Q13698	Chainsaw	7	29	205
Q14534	Chainsaw	3	1	79
Q14766	Chainsaw	3	677	747
Q13822	Chainsaw	3	80	361
Q14165	Chainsaw	1	44	217
Q14781	Chainsaw	1	14	72
Q14995	Chainsaw	2	10	13
Q14202	Chainsaw	3	1281	1357
Q14210	Chainsaw	2	1	18
Q14683	Chainsaw	4	2	166
Q14624	Chainsaw	4	33	244
Q13564	Chainsaw	3	1	173
Q15077	Chainsaw	1	23	327
Q15035	Chainsaw	1	15	311
Q14641	Chainsaw	1	3	138
Q14642	Chainsaw	2	10	237
Q13936	Chainsaw	6	52	52
Q13796	Chainsaw	2	1344	1609
Q14112	Chainsaw	5	33	322
Q14119	Chainsaw	3	2	89
Q13772	Chainsaw	1	13	475
Q14978	Chainsaw	1	11	89
Q14684	Chainsaw	1	8	229
Q13951	Chainsaw	1	8	127
Q13480	Chainsaw	1	5	115
Q14201	Chainsaw	1	1	143
Q14533	Chainsaw	1	97	419
Q15036	Chainsaw	3	455	469
Q13950	Chainsaw	1	102	220
Q15057	Chainsaw	3	601	775
Q14244	Chainsaw	1	63	612
Q14011	Chainsaw	1	7	81
Q13585	Chainsaw	1	7	315
Q14562	Chainsaw	5	1	1
Q13639	Chainsaw	1	16	332
Q13946	Chainsaw	1	136	437
Q13492	Chainsaw	1	6	334
Q13535	Chainsaw	7	1383	1385
Q13630	Chainsaw	2	8	172
Q13491	Chainsaw	1	2	263
Q13685	Chainsaw	1	83	428
Q14353	Chainsaw	1	16	235
Q14532	Chainsaw	1	95	406
Q13670	Chainsaw	1	21	230
Q14CN2	Chainsaw	5	25	165
Q15014	Chainsaw	1	112	114
Q13637	Chainsaw	1	22	198
Q14669	Chainsaw	6	1110	1239
Q14656	Chainsaw	1	5	253
Q13432	Chainsaw	1	62	235
Q14CN4	Chainsaw	1	117	439
Q14203	Chainsaw	4	495	495
Q13488	Chainsaw	3	10	114
Q13522	Chainsaw	1	23	97
Q14692	Chainsaw	6	847	1019
Q13427	Chainsaw	2	9	180
Q14088	Chainsaw	1	35	208
Q14687	Chainsaw	1	860	860
Q15007	Chainsaw	1	17	247
Q14515	Chainsaw	1	366	662
Q14549	Chainsaw	1	270	360
Q14493	Chainsaw	1	75	197
Q14151	Chainsaw	1	408	456
Q14679	Chainsaw	2	551	655
Q14416	Chainsaw	4	26	186
Q13508	Chainsaw	2	28	29
Q14573	Chainsaw	9	9	229
Q147U7	Chainsaw	1	58	196
Q13426	Chainsaw	1	2	121
Q14761	Chainsaw	1	5	179
Q13610	Chainsaw	2	6	16
Q14116	Chainsaw	1	38	191
Q15058	Chainsaw	5	354	720
Q14129	Chainsaw	1	37	192
Q13886	Chainsaw	1	3	232
Q13515	Chainsaw	1	108	414
Q14695	Chainsaw	1	70	137
Q14938	Chainsaw	1	4	232
Q14106	Chainsaw	1	1	114
Q13889	Chainsaw	1	7	239
Q14980	Chainsaw	3	5	114
Q13790	Chainsaw	1	65	266
Q14442	Chainsaw	2	2	35
Q14494	Chainsaw	1	601	667
Q14802	Chainsaw	1	1	62
Q13606	Chainsaw	1	13	313
Q14520	Chainsaw	1	318	558
Q15620	Chainsaw	1	11	310
Q15526	Chainsaw	2	46	99
Q15649	Chainsaw	1	80	147
Q15102	Chainsaw	1	7	220
Q15126	Chainsaw	1	10	190
Q16518	Chainsaw	1	11	532
Q2KHR2	Chainsaw	1	39	239
Q15181	Chainsaw	1	5	284
Q16719	Chainsaw	2	9	78
Q2M243	Chainsaw	1	62	608
Q15293	Chainsaw	2	54	127
Q2NKQ1	Chainsaw	3	601	601
Q2M2D7	Chainsaw	2	12	42
Q16515	Chainsaw	2	16	71
Q16520	Chainsaw	1	20	98
Q2M5E4	Chainsaw	1	22	141
Q16342	Chainsaw	1	10	116
Q15643	Chainsaw	1	23	1836
Q16517	Chainsaw	1	1	78
Q15751	Chainsaw	4	8	131
Q16394	Chainsaw	3	84	243
Q15486	Chainsaw	1	17	126
Q15369	Chainsaw	1	18	110
Q17R31	Chainsaw	1	8	272
Q16739	Chainsaw	2	1	37
Q16534	Chainsaw	1	21	292
Q15822	Chainsaw	2	483	526
Q1XH10	Chainsaw	2	6	104
Q15391	Chainsaw	1	18	315
Q2M3M2	Chainsaw	3	35	453
Q17RD7	Chainsaw	2	188	212
Q15648	Chainsaw	2	1	134
Q16850	Chainsaw	3	452	506
Q16563	Chainsaw	1	27	235
Q17RA5	Chainsaw	1	5	75
Q15154	Chainsaw	2	94	263
Q15283	Chainsaw	5	35	147
Q15782	Chainsaw	2	28	269
Q16718	Chainsaw	1	20	97
Q15274	Chainsaw	2	3	118
Q15078	Chainsaw	1	148	304
Q16825	Chainsaw	2	22	311
Q16873	Chainsaw	1	2	146
Q15121	Chainsaw	1	1	87
Q16647	Chainsaw	2	1	102
Q2M2I5	Chainsaw	1	137	523
Q1ED39	Chainsaw	1	329	429
Q15543	Chainsaw	1	32	122
Q15759	Chainsaw	2	8	110
Q2M3G0	Chainsaw	3	35	366
Q16695	Chainsaw	1	46	132
Q15287	Chainsaw	1	148	238
Q16539	Chainsaw	2	8	110
Q2M218	Chainsaw	4	589	646
Q16538	Chainsaw	1	1	334
Q16385	Chainsaw	1	19	71
Q16842	Chainsaw	1	83	347
Q16627	Chainsaw	1	46	90
Q16778	Chainsaw	1	38	125
Q16819	Chainsaw	4	35	40
Q15697	Chainsaw	1	1	405
Q16602	Chainsaw	2	1	23
Q15573	Chainsaw	1	32	443
Q16663	Chainsaw	1	64	107
Q1RN00	Chainsaw	1	122	197
Q16626	Chainsaw	1	92	180
Q16099	Chainsaw	6	25	141
Q15750	Chainsaw	1	1	365
Q2KHM9	Chainsaw	2	94	178
Q17R98	Chainsaw	1	866	1069
Q16531	Chainsaw	4	4	10
Q15116	Chainsaw	1	36	145
Q15170	Chainsaw	1	51	154
Q15173	Chainsaw	1	47	443
Q15166	Chainsaw	1	1	353
Q16559	Chainsaw	1	1	76
Q15746	Chainsaw	8	31	131
Q15744	Chainsaw	1	42	276
Q15544	Chainsaw	1	85	197
Q1L6U9	Chainsaw	1	38	106
Q16478	Chainsaw	5	1	1
Q15323	Chainsaw	1	54	365
Q15910	Chainsaw	2	12	106
Q15904	Chainsaw	2	27	28
Q15437	Chainsaw	4	4	123
Q15942	Chainsaw	1	496	570
Q16384	Chainsaw	1	11	71
Q2QGD7	Chainsaw	1	139	369
Q16696	Chainsaw	2	1	103
Q15415	Chainsaw	1	9	82
Q2M1V0	Chainsaw	1	91	141
Q15771	Chainsaw	1	8	183
Q16880	Chainsaw	3	4	7
Q15165	Chainsaw	1	1	353
Q17RW2	Chainsaw	1	15	239
Q18PE1	Chainsaw	1	7	250
Q15629	Chainsaw	1	16	320
Q16773	Chainsaw	2	8	39
Q15466	Chainsaw	1	20	30
Q16581	Chainsaw	1	21	176
Q16594	Chainsaw	1	14	120
Q16777	Chainsaw	1	18	98
Q1MSJ5	Chainsaw	3	78	889
Q2HXU8	Chainsaw	1	148	274
Q24JQ0	Chainsaw	1	1	295
Q16674	Chainsaw	1	33	130
Q15506	Chainsaw	1	16	67
Q1A5X7	Chainsaw	1	1	152
Q2M2E3	Chainsaw	1	66	213
Q16560	Chainsaw	1	13	150
Q15834	Chainsaw	1	13	148
Q16853	Chainsaw	4	563	718
Q15572	Chainsaw	3	54	74
Q2MKA7	Chainsaw	1	44	143
Q15819	Chainsaw	1	11	127
Q15303	Chainsaw	2	266	323
Q15853	Chainsaw	1	64	335
Q16769	Chainsaw	1	36	359
Q15528	Chainsaw	1	9	157
Q15382	Chainsaw	1	5	181
Q15743	Chainsaw	1	17	288
Q15811	Chainsaw	7	693	693
Q16589	Chainsaw	2	4	29
Q15800	Chainsaw	1	42	256
Q2PPJ7	Chainsaw	5	7	318
Q15345	Chainsaw	2	3	100
Q15596	Chainsaw	2	782	782
Q15546	Chainsaw	1	1	237
Q16401	Chainsaw	1	1	487
Q27J81	Chainsaw	4	1	263
Q15464	Chainsaw	1	405	503
Q1A5X6	Chainsaw	1	1	64
Q16820	Chainsaw	4	26	30
Q16799	Chainsaw	1	586	767
Q2M3R5	Chainsaw	1	70	363
Q15257	Chainsaw	2	27	239
Q15389	Chainsaw	1	286	495
Q15828	Chainsaw	1	38	148
Q15370	Chainsaw	1	2	85
Q15404	Chainsaw	1	5	269
Q16617	Chainsaw	1	1	156
Q15532	Chainsaw	1	18	73
Q15363	Chainsaw	1	22	153
Q15485	Chainsaw	1	96	312
Q15334	Chainsaw	3	18	29
Q15424	Chainsaw	1	407	452
Q2M2H8	Chainsaw	6	1695	1805
Q16348	Chainsaw	3	44	249
Q1T7F1	Chainsaw	1	3	77
Q15631	Chainsaw	1	3	225
Q1L5Z9	Chainsaw	5	23	115
Q15777	Chainsaw	1	22	289
Q15738	Chainsaw	2	32	205
Q15286	Chainsaw	1	7	194
Q2M238	Chainsaw	1	3	146
Q15612	Chainsaw	1	11	313
Q15835	Chainsaw	3	3	36
Q2M3C7	Chainsaw	3	42	202
Q15761	Chainsaw	2	31	237
Q16649	Chainsaw	1	69	158
Q16651	Chainsaw	1	48	284
Q17RH7	Chainsaw	1	29	90
Q15398	Chainsaw	1	430	533
Q15276	Chainsaw	1	10	858
Q16206	Chainsaw	4	37	70
Q16558	Chainsaw	2	1	45
Q19AV6	Chainsaw	1	7	135
Q16650	Chainsaw	1	205	389
Q2QD12	Chainsaw	1	6	227
Q16629	Chainsaw	1	12	81
Q16676	Chainsaw	1	130	208
Q15758	Chainsaw	1	53	493
Q2NL67	Chainsaw	3	38	150
Q16621	Chainsaw	1	18	364
Q16514	Chainsaw	1	60	159
Q15436	Chainsaw	4	4	124
Q17RQ9	Chainsaw	3	1	115
Q15831	Chainsaw	1	44	310
Q16576	Chainsaw	1	1	419
Q15825	Chainsaw	2	411	490
Q15617	Chainsaw	1	11	310
Q15772	Chainsaw	6	44	130
Q15768	Chainsaw	1	33	167
Q15583	Chainsaw	1	173	236
Q19T08	Chainsaw	1	3	153
Q15773	Chainsaw	1	13	202
Q15848	Chainsaw	1	114	241
Q15784	Chainsaw	1	113	208
Q15760	Chainsaw	1	62	338
Q17RB0	Chainsaw	1	37	105
Q16790	Chainsaw	1	149	388
Q16553	Chainsaw	2	3	18
Q1W4C9	Chainsaw	1	31	90
Q15858	Chainsaw	6	976	1001
Q16082	Chainsaw	1	14	147
Q2M3T9	Chainsaw	3	16	36
Q15937	Chainsaw	1	369	496
Q16512	Chainsaw	4	483	487
Q15696	Chainsaw	1	173	344
Q2KHR3	Chainsaw	2	1325	1415
Q17RY6	Chainsaw	2	1	16
Q16821	Chainsaw	1	104	238
Q15431	Chainsaw	1	101	972
Q15615	Chainsaw	1	11	308
Q16637	Chainsaw	1	96	137
Q16864	Chainsaw	1	7	117
Q16667	Chainsaw	1	30	201
Q2KJY2	Chainsaw	2	130	139
Q15172	Chainsaw	1	42	435
Q15493	Chainsaw	1	5	285
Q17RG1	Chainsaw	3	14	157
Q16570	Chainsaw	1	59	316
Q15622	Chainsaw	1	11	315
Q15742	Chainsaw	2	447	473
Q2M2I8	Chainsaw	1	30	347
Q15722	Chainsaw	1	12	316
Q2NKX9	Chainsaw	1	106	164
Q16352	Chainsaw	1	77	497
Q16878	Chainsaw	1	12	188
Q15208	Chainsaw	2	15	170
Q15661	Chainsaw	1	35	270
Q1ZZU3	Chainsaw	1	37	229
Q15669	Chainsaw	1	4	187
Q16763	Chainsaw	1	5	156
Q24JP5	Chainsaw	5	17	37
Q15797	Chainsaw	2	266	453
Q2M329	Chainsaw	1	214	499
Q2M2E5	Chainsaw	1	2	120
Q2LD37	Chainsaw	3	713	1144
Q2NL68	Chainsaw	1	101	452
Q1RMZ1	Chainsaw	2	24	91
Q15672	Chainsaw	1	103	193
Q15155	Chainsaw	11	37	126
Q15884	Chainsaw	1	1	129
Q2M2W7	Chainsaw	1	193	335
Q16635	Chainsaw	1	15	257
Q15700	Chainsaw	5	43	78
Q16720	Chainsaw	5	31	94
Q2KHT4	Chainsaw	2	1	38
Q15619	Chainsaw	1	11	312
Q15843	Chainsaw	1	2	71
Q15878	Chainsaw	5	1438	1609
Q15699	Chainsaw	1	141	323
Q16204	Chainsaw	1	53	343
Q16537	Chainsaw	1	58	432
Q16678	Chainsaw	2	48	118
Q16552	Chainsaw	1	8	147
Q16568	Chainsaw	1	2	67
Q15195	Chainsaw	1	26	95
Q16890	Chainsaw	1	33	185
Q15185	Chainsaw	1	6	101
Q16661	Chainsaw	1	28	109
Q15125	Chainsaw	1	28	228
Q15291	Chainsaw	1	3	322
Q16236	Chainsaw	1	14	595
Q2M1Z3	Chainsaw	1	23	251
Q15907	Chainsaw	1	4	180
Q16619	Chainsaw	1	11	194
Q15417	Chainsaw	1	11	132
Q17RS7	Chainsaw	3	6	211
Q16623	Chainsaw	1	31	231
Q16655	Chainsaw	1	24	64
Q16613	Chainsaw	1	35	194
Q15361	Chainsaw	2	103	132
Q15654	Chainsaw	1	378	473
Q2M3C6	Chainsaw	1	79	221
Q3YBR2	Chainsaw	1	168	354
Q53GD3	Chainsaw	3	3	46
Q3ZCQ3	Chainsaw	1	9	118
Q56NI9	Chainsaw	1	388	597
Q53EU6	Chainsaw	3	1	59
Q4VCS5	Chainsaw	1	14	770
Q400G9	Chainsaw	2	8	76
Q3ZCX4	Chainsaw	3	15	26
Q4AC94	Chainsaw	5	2283	2284
Q3MIS6	Chainsaw	3	10	110
Q495N2	Chainsaw	1	44	454
Q3BBV0	Chainsaw	1	10	704
Q49AJ0	Chainsaw	2	3	329
Q3SY00	Chainsaw	1	430	507
Q3YBM2	Chainsaw	1	32	237
Q49A17	Chainsaw	3	57	376
Q3KQU3	Chainsaw	1	129	720
Q3MJ16	Chainsaw	3	61	200
Q58F21	Chainsaw	3	30	145
Q3KRA9	Chainsaw	1	12	224
Q53SZ7	Chainsaw	1	208	310
Q52M58	Chainsaw	1	45	123
Q32M92	Chainsaw	1	48	176
Q5BKY1	Chainsaw	1	14	265
Q49A88	Chainsaw	1	38	413
Q3C1V0	Chainsaw	1	145	288
Q495Y8	Chainsaw	1	193	400
Q58G82	Chainsaw	1	52	186
Q502W6	Chainsaw	6	12	128
Q504Y0	Chainsaw	3	523	688
Q3C1V8	Chainsaw	1	119	172
Q30KR1	Chainsaw	1	1	66
Q4G0X9	Chainsaw	1	300	1091
Q5FYA8	Chainsaw	3	8	153
Q4KMQ1	Chainsaw	1	17	147
Q4G0S4	Chainsaw	2	1	24
Q5BLP8	Chainsaw	1	16	87
Q59H18	Chainsaw	2	451	728
Q53H64	Chainsaw	1	13	84
Q5BJH2	Chainsaw	1	51	164
Q3ZCW2	Chainsaw	1	40	171
Q52M75	Chainsaw	1	3	55
Q3MIT2	Chainsaw	3	6	58
Q4JDL3	Chainsaw	1	121	417
Q495D7	Chainsaw	1	45	136
Q2TB18	Chainsaw	3	6	204
Q2TAP0	Chainsaw	1	1	139
Q569G3	Chainsaw	1	14	172
Q3KNT9	Chainsaw	1	17	134
Q53HC0	Chainsaw	1	12	252
Q494W8	Chainsaw	2	362	411
Q2V2M9	Chainsaw	4	1068	1157
Q56VL3	Chainsaw	1	29	149
Q56UN5	Chainsaw	1	951	953
Q5BKZ1	Chainsaw	1	276	467
Q50KZ9	Chainsaw	1	5	302
Q4KMQ2	Chainsaw	3	1	143
Q5BKY6	Chainsaw	1	39	100
Q4ADV7	Chainsaw	4	1253	1349
Q2TB90	Chainsaw	4	1	29
Q53F39	Chainsaw	2	14	40
Q3KNT7	Chainsaw	1	4	158
Q32MZ4	Chainsaw	1	17	288
Q4V348	Chainsaw	4	563	563
Q5EBL8	Chainsaw	1	42	137
Q3MUY2	Chainsaw	1	5	69
Q4AE62	Chainsaw	2	2	167
Q3B7T3	Chainsaw	1	32	219
Q4G0G5	Chainsaw	1	5	95
Q49SQ1	Chainsaw	1	2	332
Q53TQ3	Chainsaw	1	163	436
Q58EX7	Chainsaw	5	28	156
Q5BJF6	Chainsaw	1	115	808
Q4V9L6	Chainsaw	1	4	143
Q30KP8	Chainsaw	1	2	72
Q3SY05	Chainsaw	1	10	99
Q53GQ0	Chainsaw	1	39	283
Q49B96	Chainsaw	1	30	81
Q53GA4	Chainsaw	1	7	109
Q4G0Z9	Chainsaw	3	1	140
Q53H54	Chainsaw	3	356	443
Q494X3	Chainsaw	3	8	202
Q5BKU9	Chainsaw	1	82	145
Q4VC31	Chainsaw	1	13	135
Q38SD2	Chainsaw	5	999	1271
Q3V6T2	Chainsaw	1	1	1826
Q5EE01	Chainsaw	1	19	86
Q53EZ4	Chainsaw	1	21	463
Q5EB52	Chainsaw	2	38	182
Q496H8	Chainsaw	1	44	116
Q3T8J9	Chainsaw	4	267	268
Q5BKY9	Chainsaw	1	13	210
Q495W5	Chainsaw	2	77	181
Q587I9	Chainsaw	1	73	187
Q4VC39	Chainsaw	1	33	103
Q3KRB8	Chainsaw	1	4	265
Q58EX2	Chainsaw	13	1	107
Q3LIE5	Chainsaw	1	18	333
Q53T94	Chainsaw	2	69	168
Q30KQ5	Chainsaw	1	37	85
Q4L235	Chainsaw	3	750	1093
Q2TAL5	Chainsaw	1	350	458
Q2TAA2	Chainsaw	1	17	243
Q567V2	Chainsaw	1	1	187
Q53H80	Chainsaw	1	78	195
Q2TAL6	Chainsaw	1	217	319
Q3MJ13	Chainsaw	3	785	1005
Q53R12	Chainsaw	1	3	225
Q3SY56	Chainsaw	1	231	343
Q3ZLR7	Chainsaw	1	1	249
Q2T9L4	Chainsaw	1	16	116
Q562R1	Chainsaw	3	9	174
Q53FA7	Chainsaw	2	2	121
Q3SYB3	Chainsaw	1	36	191
Q32MK0	Chainsaw	2	16	157
Q3KNW1	Chainsaw	1	183	286
Q504T8	Chainsaw	2	240	334
Q5EBL2	Chainsaw	1	36	312
Q4W4Y0	Chainsaw	2	4	146
