accession	source	n_domains	datasets	groel_class	protein_length	length_n_domain	length_c_region	length_diff	net_charge_n_domain	net_charge_c_region	net_charge_diff	frac_hydrophobic_n_domain	frac_hydrophobic_c_region	frac_hydrophobic_diff	frac_helix_n_domain	frac_helix_c_region	frac_helix_diff	frac_strand_n_domain	frac_strand_c_region	frac_strand_diff	mean_plddt_n_domain	mean_plddt_c_region	mean_plddt_diff	frac_plddt_gt70_n_domain	frac_plddt_gt70_c_region	frac_plddt_gt70_diff	relative_contact_order_n_domain	relative_contact_order_c_region	relative_contact_order_diff	foldx_total_energy
P33363	Chainsaw	3	proteome_bg		765	341	394	-53	-7	0	-7	0.3841642228739003	0.3730964467005076	0.0110677761733926	0.5190615835777126	0.2385786802030456	0.2804829033746669	0.1143695014662756	0.2741116751269035	-0.1597421736606278	97.6596478101445	98.16974620528632	-0.5100983951418243	1.0	1.0	0.0	0.1829937123757012	0.1703019990521489	0.0126917133235522	110.29
P33371	CATH	2	groel	III	315	242	73	169	-4	1	-5	0.4132231404958678	0.3972602739726027	0.015962866523265	0.4380165289256198	0.6986301369863014	-0.2606136080606815	0.2024793388429752	0.0	0.2024793388429752	96.7768593307369	96.75753470642924	0.019324624307643	0.975206611570248	1.0	-0.024793388429752	0.1743064594539495	0.4598442116572657	-0.2855377522033162	-75.19
P33570	Chainsaw	3	proteome_bg		667	314	351	-37	-15	-2	-13	0.3662420382165605	0.3988603988603988	-0.0326183606438383	0.4968152866242038	0.4729344729344729	0.0238808136897308	0.1114649681528662	0.1766381766381766	-0.0651732084853103	98.54117834492094	97.82424480079584	0.7169335441250837	1.0	0.9914529914529916	0.0085470085470085	0.2477182223228342	0.1609200763361745	0.0867981459866597	29.01
P33590	Chainsaw	3	proteome_bg		524	111	6	105	-6	2	-8	0.3603603603603603	0.3333333333333333	0.027027027027027	0.2252252252252252	0.0	0.2252252252252252	0.3333333333333333	0.0	0.3333333333333333	95.34008995262352	84.61166699727376	10.728422955349757	1.0	0.8333333333333334	0.1666666666666666	1.0658049353701526			73.11
P33591	Chainsaw	2	proteome_bg		314	77	237	-160	3	4	-1	0.5194805194805194	0.5527426160337553	-0.0332620965532358	0.8181818181818182	0.8227848101265823	-0.0046029919447641	0.0	0.0084388185654008	-0.0084388185654008	90.68662291687804	90.88071713668889	-0.1940942198108217	1.0	0.9578059071729956	0.0421940928270042	0.2351332877648667	0.2710709546599871	-0.0359376668951204	-73.27
P33593	Chainsaw	2	proteome_bg		254	127	7	120	1	-1	2	0.4488188976377952	0.4285714285714285	0.0202474690663667	0.3070866141732283	0.0	0.3070866141732283	0.3858267716535433	0.0	0.3858267716535433	95.1274013369102	73.71428625924247	21.41311507766774	1.0	0.8571428571428571	0.1428571428571429	0.5727079179480247			-47.35
P33595	Chainsaw	4	proteome_bg		551	77	471	-394	6	-12	18	0.3506493506493506	0.4033970276008493	-0.0527476769514986	0.5714285714285714	0.3248407643312102	0.2465878070973612	0.1558441558441558	0.267515923566879	-0.1116717677227231	88.69766200672497	92.59683668132548	-3.899174674600502	0.961038961038961	0.961783439490446	-0.0007444784514848	0.3720998103020574	0.2068586427005819	0.1652411676014755	35.9
P33596	Chainsaw	2	proteome_bg		166	57	100	-43	-2	4	-6	0.4035087719298245	0.35	0.0535087719298245	0.6666666666666666	0.7	-0.0333333333333333	0.1052631578947368	0.0	0.1052631578947368	95.1568418803968	94.78120021820068	0.3756416621961165	1.0	0.96	0.04	0.44950213371266	0.3590140845070422	0.0904880492056177	-28.89
P33599	CATH	2	groel	II	596	149	443	-294	-3	-7	4	0.3959731543624161	0.3814898419864559	0.0144833123759601	0.261744966442953	0.5056433408577878	-0.2438983744148348	0.2953020134228188	0.1354401805869074	0.1598618328359113	89.77791943646118	93.89130933774511	-4.113389901283952	0.912751677852349	1.0	-0.0872483221476509	0.1995015999773454	0.236197829114836	-0.0366962291374905	136.95
P33602	Chainsaw	4	proteome_bg		908	120	787	-667	-12	-6	-6	0.3416666666666667	0.3811944091486658	-0.0395277424819991	0.2916666666666667	0.3354510800508259	-0.0437844133841592	0.2333333333333333	0.1969504447268106	0.0363828886065226	94.74308312733967	95.04214733467926	-0.299064207339569	1.0	0.9936467598475224	0.0063532401524777	0.2853703703703704	0.1662212262805715	0.1191491440897988	195.02
P33607	Chainsaw	3	proteome_bg		613	31	580	-549	1	1	0	0.6451612903225806	0.553448275862069	0.0917130144605116	0.8387096774193549	0.7724137931034483	0.0662958843159066	0.0	0.046551724137931	-0.046551724137931	95.62258074360508	95.08456899708716	0.5380117465179381	1.0	1.0	0.0	0.5	0.1268430095496863	0.3731569904503137	-181.96
P33634	Chainsaw	3	proteome_bg		293	80	211	-131	4	-5	9	0.375	0.3886255924170616	-0.0136255924170616	0.75	0.3649289099526066	0.3850710900473933	0.1	0.3033175355450237	-0.2033175355450237	88.54012508392334	93.21009468693303	-4.66996960300969	0.95	0.966824644549763	-0.016824644549763	0.2413934426229508	0.317414023575161	-0.0760205809522101	-55.12
P33643	Chainsaw	3	proteome_bg		326	71	254	-183	-1	-5	4	0.380281690140845	0.374015748031496	0.0062659421093489	0.2957746478873239	0.2559055118110236	0.0398691360763003	0.4084507042253521	0.2952755905511811	0.113175113674171	87.56535231899208	95.55948814632386	-7.994135827331775	0.943661971830986	0.9881889763779528	-0.0445270045469669	0.5022751895991333	0.1748138729740494	0.3274613166250839	-71.08
P33650	Chainsaw	3	proteome_bg		773	164	608	-444	-2	-7	5	0.3902439024390244	0.4950657894736842	-0.1048218870346598	0.3841463414634146	0.7582236842105263	-0.3740773427471117	0.2926829268292683	0.0049342105263157	0.2877487163029525	87.59823166451802	78.77457230028354	8.823659364234487	0.945121951219512	0.8338815789473685	0.1112403722721436	0.24150036954915	0.1475127792502839	0.093987590298866	188.72
P33666	Chainsaw	2	proteome_bg		852	628	69	559	-57	-6	-51	0.2834394904458598	0.3623188405797101	-0.0788793501338502	0.0111464968152866	0.0	0.0111464968152866	0.5477707006369427	0.4202898550724637	0.1274808455644789	95.55856665836018	77.3946377850961	18.163928873264084	0.9968152866242038	0.7101449275362319	0.2866703590879719	0.0414652156694498	0.462307605886979	-0.4208423902175291	374.79
P33668	Chainsaw	2	proteome_bg		122	41	80	-39	-2	0	-2	0.4634146341463415	0.375	0.0884146341463414	0.951219512195122	0.3125	0.6387195121951219	0.0	0.275	-0.275	74.35048731361947	91.67562518119811	-17.325137867578647	0.7073170731707317	0.925	-0.2176829268292683		0.2852713178294573		-9.09
P33913	Chainsaw	3	proteome_bg		604	198	380	-182	-2	4	-6	0.3636363636363636	0.3842105263157894	-0.0205741626794258	0.1767676767676767	0.3921052631578947	-0.2153375863902179	0.2828282828282828	0.2026315789473684	0.0801967038809144	96.19474746241714	94.84539483722888	1.34935262518826	1.0	0.9842105263157894	0.0157894736842105	0.2841199349820039	0.2996716149347728	-0.0155516799527689	100.2
P33915	Chainsaw	3	proteome_bg		341	35	301	-266	4	2	2	0.4857142857142857	0.4817275747508305	0.0039867109634551	0.9714285714285714	0.6312292358803987	0.3401993355481727	0.0	0.0764119601328903	-0.0764119601328903	91.94600067138671	91.9126245872523	0.0333760841344172	1.0	0.9900332225913622	0.0099667774086378	0.1809523809523809	0.1774458213093419	0.003506559643039	-68.48
P33916	Chainsaw	2	proteome_bg		529	255	271	-16	2	4	-2	0.4117647058823529	0.3948339483394834	0.0169307575428695	0.4274509803921568	0.4022140221402214	0.0252369582519354	0.2823529411764706	0.2730627306273063	0.0092902105491642	91.12862756766523	90.67383772508684	0.4547898425784069	0.984313725490196	0.977859778597786	0.00645394689241	0.2787886521202841	0.2777830550582733	0.0010055970620108	39.75
P33919	Chainsaw	4	proteome_bg		586	181	399	-218	3	-3	6	0.4143646408839779	0.3759398496240601	0.0384247912599177	0.3756906077348066	0.2506265664160401	0.1250640413187665	0.2596685082872928	0.2731829573934837	-0.0135144491061908	93.34795577750022	87.93155383346672	5.416401944033495	1.0	0.949874686716792	0.050125313283208	0.2881948359454279	0.1112057341565538	0.176989101788874	78.03
P33920	Chainsaw	3	proteome_bg		335	189	144	45	-10	-6	-4	0.4126984126984127	0.3402777777777778	0.0724206349206348	0.3386243386243386	0.5486111111111112	-0.2099867724867725	0.3915343915343915	0.1875	0.2040343915343915	92.57597889975897	93.64270853996275	-1.0667296402038031	0.9788359788359788	0.9791666666666666	-0.0003306878306877	0.2847041847041847	0.2301368464052287	0.0545673382989559	-64.19
P33924	Chainsaw	2	proteome_bg		863	525	302	223	-24	-10	-14	0.3676190476190476	0.3443708609271523	0.0232481866918953	0.0057142857142857	0.1026490066225165	-0.0969347209082308	0.5885714285714285	0.695364238410596	-0.1067928098391675	93.71438100179036	93.6811258177094	0.0332551840809429	0.961904761904762	1.0	-0.038095238095238	0.0419210506222799	0.1646646875237877	-0.1227436369015078	224.07
P33927	Chainsaw	3	proteome_bg		647	407	14	393	5	3	2	0.5700245700245701	0.2857142857142857	0.2843102843102844	0.7837837837837838	0.0	0.7837837837837838	0.0049140049140049	0.0	0.0049140049140049	93.43611816106323	45.54785701206752	47.88826114899571	0.9975429975429976	0.0	0.9975429975429976	0.1678399392215181			-41.67
P33931	Chainsaw	2	proteome_bg		207	92	7	85	0	1	-1	0.3695652173913043	0.4285714285714285	-0.0590062111801242	0.2391304347826087	0.0	0.2391304347826087	0.4565217391304347	0.0	0.4565217391304347	94.64684776637866	58.03285653250558	36.61399123387307	1.0	0.2857142857142857	0.7142857142857143	0.557287954383464			-48.18
P33934	Chainsaw	2	proteome_bg		287	207	76	131	7	0	7	0.5072463768115942	0.3026315789473684	0.2046147978642258	0.7246376811594203	0.2894736842105263	0.4351639969488939	0.0579710144927536	0.1184210526315789	-0.0604500381388253	84.86579721791733	88.52881612275776	-3.663018904840428	0.9371980676328504	0.9342105263157896	0.0029875413170608	0.2600223520080755	0.4794050343249427	-0.2193826823168672	21.61
P33937	Chainsaw	4	proteome_bg		828	85	739	-654	7	-4	11	0.4235294117647059	0.3653585926928281	0.0581708190718777	0.2941176470588235	0.3734776725304465	-0.079360025471623	0.2352941176470588	0.1907983761840324	0.0444957414630263	84.27529373168946	98.27388346340402	-13.99858973171456	0.8352941176470589	1.0	-0.1647058823529411	0.1830676195711929	0.2033537289727826	-0.0202861094015896	61.55
P33940	Chainsaw	3	proteome_bg		548	120	262	-142	-2	0	-2	0.4	0.3931297709923664	0.0068702290076336	0.3416666666666667	0.3702290076335878	-0.0285623409669211	0.35	0.2557251908396946	0.0942748091603053	97.094166692098	88.88148858165013	8.212678110447854	1.0	0.9122137404580152	0.0877862595419847	0.8274613220815752	0.244285411365564	0.5831759107160112	127.29
P33941	Chainsaw	2	proteome_bg		547	301	245	56	2	-4	6	0.5249169435215947	0.4163265306122449	0.1085904129093497	0.946843853820598	0.3265306122448979	0.6203132415757	0.0	0.2612244897959184	-0.2612244897959184	89.15996665574387	92.388612474714	-3.2286458189701364	1.0	0.9918367346938776	0.0081632653061224	0.2892140701478532	0.2668328400062315	0.0223812301416216	13.08
P34749	Chainsaw	4	proteome_bg		412	82	308	-226	-1	-6	5	0.4512195121951219	0.3863636363636363	0.0648558758314856	0.4268292682926829	0.1233766233766233	0.3034526449160595	0.4390243902439024	0.6168831168831169	-0.1778587266392144	88.02329309975228	90.51438300640552	-2.491089906653244	1.0	0.9805194805194806	0.0194805194805194	0.3468121523320496	0.182695548726083	0.1641166036059665	32.48
P34897	CATH	2	hsp60,matrix_bg,mito_bg		504	447	5	442	6	-2	8	0.3892617449664429	0.2	0.1892617449664429	0.4988814317673378	0.0	0.4988814317673378	0.16331096196868	0.0	0.16331096196868	97.87999943812154	98.13599853515623	-0.255999097034703	0.9977628635346756	1.0	-0.0022371364653244	0.2182504575960951			124.82
P34913	CATH	3	mito_bg		555	210	341	-131	-3	-5	2	0.4380952380952381	0.3870967741935484	0.0509984639016897	0.6	0.4428152492668621	0.1571847507331378	0.1285714285714285	0.1495601173020528	-0.0209886887306242	91.2041905357724	94.7381524340498	-3.533961898277397	0.9952380952380953	0.9618768328445748	0.0333612623935204	0.2755260243632337	0.1892656304037824	0.0862603939594512	31.67
P35340	Chainsaw	3	proteome_bg		521	192	326	-134	-5	-6	1	0.375	0.3957055214723926	-0.0207055214723926	0.421875	0.294478527607362	0.127396472392638	0.2239583333333333	0.2791411042944785	-0.0551827709611451	95.7946354150772	95.3613802318924	0.4332551831848121	1.0	0.9969325153374232	0.0030674846625766	0.2047345724003887	0.2041260352244672	0.0006085371759214	46.94
P36547	Chainsaw	2	proteome_bg		350	195	124	71	-11	5	-16	0.3948717948717948	0.4032258064516129	-0.008354011579818	0.3641025641025641	0.7258064516129032	-0.3617038875103391	0.4102564102564102	0.0	0.4102564102564102	94.06564076741536	90.78540309782952	3.280237669585844	1.0	0.9596774193548387	0.0403225806451612	0.2073206073206073	0.196607341490545	0.0107132658300622	-80.19
P36554	Chainsaw	3	proteome_bg		471	179	287	-108	0	15	-15	0.5586592178770949	0.5087108013937283	0.0499484164833666	0.9385474860335196	0.7909407665505227	0.1476067194829968	0.0	0.0	0.0	89.71106127520514	85.9755402940491	3.735520981156043	0.994413407821229	0.8989547038327527	0.0954587039884763	0.4123367076910152	0.2901986378517216	0.1221380698392936	-126.97
P36561	Chainsaw	2	proteome_bg		247	41	204	-163	3	1	2	0.4878048780487805	0.5588235294117647	-0.0710186513629842	0.7317073170731707	0.7843137254901961	-0.0526064084170253	0.0	0.0098039215686274	-0.0098039215686274	92.360487589022	97.5180393293792	-5.157551740357192	1.0	1.0	0.0	0.4773519163763066	0.2944947209653092	0.1828571954109974	-83.04
P36562	Chainsaw	2	proteome_bg		359	72	14	58	-2	-1	-1	0.5	0.2857142857142857	0.2142857142857143	0.7361111111111112	0.0	0.7361111111111112	0.0277777777777777	0.0	0.0277777777777777	96.48236099878947	59.86999988555908	36.61236111323039	0.9861111111111112	0.3571428571428571	0.628968253968254	1.7654569892473118			-72.76
P36645	Chainsaw	3	proteome_bg		461	65	394	-329	-3	-5	2	0.4153846153846154	0.4035532994923858	0.0118313158922296	0.5076923076923077	0.3527918781725888	0.1549004295197188	0.3076923076923077	0.2918781725888325	0.0158141351034752	84.94723105797401	90.94670047856827	-5.999469420594281	0.9230769230769232	0.9390862944162436	-0.0160093713393205	0.2975609756097561	0.1252030092710601	0.1723579663386959	-61.18
P36646	Chainsaw	3	proteome_bg		400	140	256	-116	-4	5	-9	0.4428571428571428	0.51171875	-0.0688616071428571	0.6142857142857143	0.90234375	-0.2880580357142857	0.1785714285714285	0.0	0.1785714285714285	87.68057114737374	83.54121086001396	4.139360287359779	1.0	0.90234375	0.09765625	0.2118253968253968	0.266128259202454	-0.0543028623770571	18.32
P36649	Chainsaw	3	proteome_bg		516	131	347	-216	-1	-9	8	0.3435114503816794	0.4178674351585014	-0.074355984776822	0.1068702290076335	0.1296829971181556	-0.022812768110522	0.4732824427480916	0.4063400576368876	0.0669423851112039	98.65755695605095	95.85253578647756	2.805021169573393	1.0	0.9596541786743517	0.0403458213256484	0.2744921103333902	0.1911701902286308	0.0833219201047594	-40.36
P36655	Chainsaw	4	proteome_bg		565	105	428	-323	-4	2	-6	0.3333333333333333	0.5023364485981309	-0.1690031152647975	0.0666666666666666	0.6612149532710281	-0.5945482866043614	0.7238095238095238	0.058411214953271	0.6653983088562527	90.36009514218284	76.81425240775135	13.545842734431488	1.0	0.7593457943925234	0.2406542056074766	0.3261682242990654	0.1662772585669782	0.1598909657320872	203.36
P36659	Chainsaw	3	proteome_bg		306	102	199	-97	-4	2	-6	0.3137254901960784	0.371859296482412	-0.0581338062863336	0.7156862745098039	0.1206030150753768	0.5950832594344271	0.0	0.4924623115577889	-0.4924623115577889	72.2955883250517	93.36336705193447	-21.06777872688278	0.6470588235294118	0.9748743718592964	-0.3278155483298847	0.2024955436720142	0.1895401942689318	0.0129553494030824	15.41
P36661	Chainsaw	2	proteome_bg		418	139	270	-131	-9	-19	10	0.3093525179856115	0.3814814814814815	-0.0721289634958699	0.6187050359712231	0.4925925925925926	0.1261124433786304	0.1438848920863309	0.0666666666666666	0.0772182254196642	45.66892086001609	38.43362960109004	7.235291258926047	0.0287769784172661	0.0	0.0287769784172661	0.099770732864258	0.2597956577266922	-0.1600249248624342	345.47
P36672	Chainsaw	3	proteome_bg		473	98	369	-271	4	3	1	0.3775510204081632	0.5311653116531165	-0.1536142912449533	0.4897959183673469	0.7831978319783198	-0.2934019136109729	0.2244897959183673	0.043360433604336	0.1811293623140313	85.11102076939174	89.49040654293567	-4.37938577354393	0.9285714285714286	0.989159891598916	-0.0605884630274874	0.3206436420722135	0.1683291719452746	0.1523144701269388	-82.29
P36673	Chainsaw	3	proteome_bg		315	52	257	-205	5	-4	9	0.3461538461538461	0.4124513618677042	-0.0662975157138581	0.7307692307692307	0.4435797665369649	0.2871894642322657	0.0	0.2023346303501945	-0.2023346303501945	85.98942338503323	96.00038906943472	-10.010965684401498	0.8269230769230769	0.9883268482490272	-0.1614037713259504	0.3368700265251989	0.2284284606942493	0.1084415658309495	-64.67
P36677	Chainsaw	2	proteome_bg		122	51	69	-18	-5	-2	-3	0.392156862745098	0.3333333333333333	0.0588235294117647	0.5686274509803921	0.7681159420289855	-0.1994884910485933	0.0	0.0	0.0	89.85647074381511	85.21999994913737	4.636470794677734	1.0	0.9855072463768116	0.0144927536231883	0.1372549019607843	0.2775919732441471	-0.1403370712833628	5.95
P36678	Chainsaw	2	proteome_bg		153	65	88	-23	2	-5	7	0.4461538461538462	0.3863636363636363	0.0597902097902098	0.9692307692307692	0.3068181818181818	0.6624125874125875	0.0	0.375	-0.375	66.86138452383189	72.61772714961658	-5.756342625784697	0.3846153846153846	0.7159090909090909	-0.3312937062937063	0.123076923076923	0.2893939393939393	-0.1663170163170163	20.58
P36682	Chainsaw	2	proteome_bg		617	307	236	71	-16	17	-33	0.3550488599348534	0.2415254237288135	0.1135234362060398	0.3615635179153094	0.673728813559322	-0.3121652956440126	0.1237785016286645	0.0	0.1237785016286645	79.57879492048332	59.83457621073319	19.74421870975013	0.749185667752443	0.3686440677966102	0.3805415999558328	0.2517872070565852	0.0330508474576271	0.2187363595989581	386.95
P36683	Chainsaw	4	proteome_bg		865	158	707	-549	-10	-14	4	0.4620253164556962	0.3917963224893918	0.0702289939663044	0.7088607594936709	0.3875530410183875	0.3213077184752833	0.0253164556962025	0.2008486562942008	-0.1755322005979983	96.9120884183087	95.26213570126718	1.649952717041515	1.0	0.9971711456859972	0.0028288543140028	0.1558106990649449	0.1200230114754594	0.0357876875894854	-3.85
P36767	Chainsaw	3	proteome_bg		303	113	138	-25	1	-13	14	0.4336283185840708	0.3985507246376811	0.0350775939463896	0.2212389380530973	0.3768115942028985	-0.1555726561498012	0.3982300884955752	0.2826086956521739	0.1156213928434013	96.24469048154036	95.80021739351577	0.4444730880246084	1.0	0.9927536231884058	0.0072463768115942	0.4903420694349898	0.2860316073119219	0.2043104621230679	-79.81
P36771	Chainsaw	3	proteome_bg		312	82	218	-136	3	-11	14	0.4756097560975609	0.4082568807339449	0.067352875363616	0.7560975609756098	0.2889908256880734	0.4671067352875364	0.0975609756097561	0.2889908256880734	-0.1914298500783172	88.53329281690644	86.15353198445172	2.3797608324547213	0.926829268292683	0.8669724770642202	0.0598567912284627	0.2856132909155178	0.2711447273476961	0.0144685635678217	-29.84
P36776	CATH	6	hsp60,matrix_bg,mito_bg		959	111	730	-619	-1	-14	13	0.3963963963963964	0.3808219178082191	0.0155744785881772	0.1171171171171171	0.4835616438356164	-0.3664445267184993	0.4864864864864865	0.1287671232876712	0.3577193631988152	82.37423453459868	82.80080814361573	-0.4265736090170406	0.918918918918919	0.8534246575342466	0.0654942613846724	0.3303148509334076	0.0765076679583037	0.2538071829751038	466.1
